订单号,商品ID,商品名,单价,数量,总价,下单时间
700010202001290245,700010,儿童口罩,20,50,1000,2020-01-29 20:02:45
700010202001291529,700010,儿童口罩,20,39,780,2020-01-29 20:15:29
700010202001291529,700010,儿童口罩,20,26,520,2020-01-29 20:15:29
700010202001292356,700010,儿童口罩,20,12,240,2020-01-29 20:23:56
700010202001293255,700010,儿童口罩,20,35,700,2020-01-29 20:32:55
700010202001293255,700010,儿童口罩,20,10,200,2020-01-29 20:32:55
700010202001295544,700010,儿童口罩,20,15,300,2020-01-29 20:55:44
700010202001295544,700010,儿童口罩,20,15,300,2020-01-29 20:55:44
700014202001290633,700014,消毒液,28,27,756,2020-01-29 21:06:33
700010202001290651,700010,儿童口罩,20,29,580,2020-01-29 21:06:51
700010202001290651,700010,儿童口罩,20,9,180,2020-01-29 21:06:51
700010202001291635,700010,儿童口罩,20,19,380,2020-01-29 21:16:35
700010202001291854,700010,儿童口罩,20,23,460,2020-01-29 21:18:54
700010202001293037,700010,儿童口罩,20,18,360,2020-01-29 21:30:37
700010202001290714,700010,儿童口罩,20,20,400,2020-01-29 22:07:14
700010202001294257,700010,儿童口罩,20,15,300,2020-01-29 22:42:57
700010202001295213,700010,儿童口罩,20,18,360,2020-01-29 22:52:13
700010202001290010,700010,儿童口罩,20,15,300,2020-01-29 23:00:10
700010202001291136,700010,儿童口罩,20,22,440,2020-01-29 23:11:36
700014202001291650,700014,消毒液,28,11,308,2020-01-29 23:16:50
700010202001291837,700010,儿童口罩,20,18,360,2020-01-29 23:18:37
700010202001291837,700010,儿童口罩,20,25,500,2020-01-29 23:18:37
700010202001292102,700010,儿童口罩,20,50,1000,2020-01-29 23:21:02
700010202001292102,700010,儿童口罩,20,25,500,2020-01-29 23:21:02
700010202001292744,700010,儿童口罩,20,28,560,2020-01-29 23:27:44
700010202001293523,700010,儿童口罩,20,18,360,2020-01-29 23:35:23
700010202001294637,700010,儿童口罩,20,26,520,2020-01-29 23:46:37
700010202001294637,700010,儿童口罩,20,12,240,2020-01-29 23:46:37
700012202001294922,700012,隔汗巾,8,13,104,2020-01-29 23:49:22
700010202001294944,700010,儿童口罩,20,23,460,2020-01-29 23:49:44
700010202001295255,700010,儿童口罩,20,18,360,2020-01-29 23:52:55
700010202001295255,700010,儿童口罩,20,15,300,2020-01-29 23:52:55
700010202001295905,700010,儿童口罩,20,22,440,2020-01-29 23:59:05
700015202001295933,700015,驱蚊贴,25,11,275,2020-01-29 23:59:33
700011202001304853,700011,袜子,5,12,60,2020-01-30 00:48:53
700012202001300749,700012,隔汗巾,8,15,120,2020-01-30 01:07:49
700015202001300815,700015,驱蚊贴,25,10,250,2020-01-30 02:08:15
700011202001304335,700011,袜子,5,14,70,2020-01-30 02:43:35
700014202001304820,700014,消毒液,28,35,980,2020-01-30 02:48:20
700015202001305510,700015,驱蚊贴,25,9,225,2020-01-30 02:55:10
700013202001305113,700013,酒精棉片,15,23,345,2020-01-30 03:51:13
700012202001303117,700012,隔汗巾,8,21,168,2020-01-30 05:31:17
700012202001305830,700012,隔汗巾,8,22,176,2020-01-30 06:58:30
700010202001301051,700010,儿童口罩,20,32,640,2020-01-30 07:10:51
700010202001303548,700010,儿童口罩,20,43,860,2020-01-30 07:35:48
700010202001303548,700010,儿童口罩,20,25,500,2020-01-30 07:35:48
700015202001303759,700015,驱蚊贴,25,15,375,2020-01-30 07:37:59
700010202001304650,700010,儿童口罩,20,15,300,2020-01-30 07:46:50
700012202001305101,700012,隔汗巾,8,16,128,2020-01-30 07:51:01
700014202001305217,700014,消毒液,28,37,1036,2020-01-30 07:52:17
700010202001301921,700010,儿童口罩,20,18,360,2020-01-30 08:19:21
700010202001302025,700010,儿童口罩,20,18,360,2020-01-30 08:20:25
700010202001302055,700010,儿童口罩,20,12,240,2020-01-30 08:20:55
700010202001302239,700010,儿童口罩,20,5,100,2020-01-30 08:22:39
700010202001302543,700010,儿童口罩,20,12,240,2020-01-30 08:25:43
700010202001303148,700010,儿童口罩,20,24,480,2020-01-30 08:31:48
700010202001303148,700010,儿童口罩,20,13,260,2020-01-30 08:31:48
700010202001303159,700010,儿童口罩,20,15,300,2020-01-30 08:31:59
700010202001303159,700010,儿童口罩,20,10,200,2020-01-30 08:31:59
700010202001303242,700010,儿童口罩,20,19,380,2020-01-30 08:32:42
700012202001303527,700012,隔汗巾,8,29,232,2020-01-30 08:35:27
700010202001303957,700010,儿童口罩,20,18,360,2020-01-30 08:39:57
700014202001304638,700014,消毒液,28,20,560,2020-01-30 08:46:38
700010202001304716,700010,儿童口罩,20,10,200,2020-01-30 08:47:16
700010202001305135,700010,儿童口罩,20,12,240,2020-01-30 08:51:35
700010202001300155,700010,儿童口罩,20,15,300,2020-01-30 09:01:55
700014202001300843,700014,消毒液,28,46,1288,2020-01-30 09:08:43
700010202001301807,700010,儿童口罩,20,18,360,2020-01-30 09:18:07
700010202001302432,700010,儿童口罩,20,30,600,2020-01-30 09:24:32
700010202001302432,700010,儿童口罩,20,15,300,2020-01-30 09:24:32
700011202001302854,700011,袜子,5,14,70,2020-01-30 09:28:54
700010202001303653,700010,儿童口罩,20,19,380,2020-01-30 09:36:53
700010202001303653,700010,儿童口罩,20,25,500,2020-01-30 09:36:53
700010202001304026,700010,儿童口罩,20,15,300,2020-01-30 09:40:26
700010202001304757,700010,儿童口罩,20,12,240,2020-01-30 09:47:57
700010202001300209,700010,儿童口罩,20,15,300,2020-01-30 10:02:09
700010202001301812,700010,儿童口罩,20,12,240,2020-01-30 10:18:12
700010202001304110,700010,儿童口罩,20,12,240,2020-01-30 10:41:10
700010202001304351,700010,儿童口罩,20,12,240,2020-01-30 10:43:51
700014202001304445,700014,消毒液,28,42,1176,2020-01-30 10:44:45
700010202001301827,700010,儿童口罩,20,23,460,2020-01-30 11:18:27
700010202001302831,700010,儿童口罩,20,27,540,2020-01-30 11:28:31
700014202001304139,700014,消毒液,28,17,476,2020-01-30 11:41:39
700010202001304330,700010,儿童口罩,20,23,460,2020-01-30 11:43:30
700010202001305854,700010,儿童口罩,20,12,240,2020-01-30 11:58:54
700010202001300133,700010,儿童口罩,20,35,700,2020-01-30 12:01:33
700010202001301755,700010,儿童口罩,20,24,480,2020-01-30 12:17:55
700010202001301755,700010,儿童口罩,20,25,500,2020-01-30 12:17:55
700010202001302322,700010,儿童口罩,20,15,300,2020-01-30 12:23:22
700010202001302655,700010,儿童口罩,20,23,460,2020-01-30 12:26:55
700010202001303154,700010,儿童口罩,20,22,440,2020-01-30 12:31:54
700010202001303257,700010,儿童口罩,20,45,900,2020-01-30 12:32:57
700014202001303457,700014,消毒液,28,29,812,2020-01-30 12:34:57
700010202001303539,700010,儿童口罩,20,15,300,2020-01-30 12:35:39
700010202001303539,700010,儿童口罩,20,20,400,2020-01-30 12:35:39
700010202001305651,700010,儿童口罩,20,10,200,2020-01-30 12:56:51
700010202001300229,700010,儿童口罩,20,12,240,2020-01-30 13:02:29
700010202001301221,700010,儿童口罩,20,15,300,2020-01-30 13:12:21
700010202001302211,700010,儿童口罩,20,12,240,2020-01-30 13:22:11
700010202001302759,700010,儿童口罩,20,48,960,2020-01-30 13:27:59
700010202001302759,700010,儿童口罩,20,35,700,2020-01-30 13:27:59
700010202001302920,700010,儿童口罩,20,23,460,2020-01-30 13:29:20
700010202001304410,700010,儿童口罩,20,23,460,2020-01-30 13:44:10
700010202001304410,700010,儿童口罩,20,46,920,2020-01-30 13:44:10
700010202001305238,700010,儿童口罩,20,25,500,2020-01-30 13:52:38
700010202001305238,700010,儿童口罩,20,18,360,2020-01-30 13:52:38
700010202001300513,700010,儿童口罩,20,15,300,2020-01-30 14:05:13
700010202001300809,700010,儿童口罩,20,25,500,2020-01-30 14:08:09
700010202001300809,700010,儿童口罩,20,23,460,2020-01-30 14:08:09
700010202001300920,700010,儿童口罩,20,22,440,2020-01-30 14:09:20
700010202001300920,700010,儿童口罩,20,50,1000,2020-01-30 14:09:20
700010202001301349,700010,儿童口罩,20,15,300,2020-01-30 14:13:49
700010202001301349,700010,儿童口罩,20,20,400,2020-01-30 14:13:49
700010202001301548,700010,儿童口罩,20,17,340,2020-01-30 14:15:48
700010202001302310,700010,儿童口罩,20,23,460,2020-01-30 14:23:10
700010202001302310,700010,儿童口罩,20,18,360,2020-01-30 14:23:10
700014202001303401,700014,消毒液,28,43,1204,2020-01-30 14:34:01
700010202001303446,700010,儿童口罩,20,23,460,2020-01-30 14:34:46
700012202001303731,700012,隔汗巾,8,26,208,2020-01-30 14:37:31
700010202001304033,700010,儿童口罩,20,27,540,2020-01-30 14:40:33
700010202001304506,700010,儿童口罩,20,18,360,2020-01-30 14:45:06
700010202001300047,700010,儿童口罩,20,12,240,2020-01-30 15:00:47
700010202001303145,700010,儿童口罩,20,25,500,2020-01-30 15:31:45
700010202001303145,700010,儿童口罩,20,15,300,2020-01-30 15:31:45
700010202001303247,700010,儿童口罩,20,35,700,2020-01-30 15:32:47
700010202001303247,700010,儿童口罩,20,20,400,2020-01-30 15:32:47
700014202001303621,700014,消毒液,28,33,924,2020-01-30 15:36:21
700011202001300427,700011,袜子,5,26,130,2020-01-30 16:04:27
700010202001300625,700010,儿童口罩,20,22,440,2020-01-30 16:06:25
700011202001301534,700011,袜子,5,22,110,2020-01-30 16:15:34
700010202001302409,700010,儿童口罩,20,15,300,2020-01-30 16:24:09
700010202001302808,700010,儿童口罩,20,15,300,2020-01-30 16:28:08
700015202001303325,700015,驱蚊贴,25,9,225,2020-01-30 16:33:25
700015202001303606,700015,驱蚊贴,25,24,600,2020-01-30 16:36:06
700010202001304913,700010,儿童口罩,20,15,300,2020-01-30 16:49:13
700010202001300015,700010,儿童口罩,20,15,300,2020-01-30 17:00:15
700010202001300015,700010,儿童口罩,20,15,300,2020-01-30 17:00:15
700010202001300153,700010,儿童口罩,20,27,540,2020-01-30 17:01:53
700010202001300205,700010,儿童口罩,20,22,440,2020-01-30 17:02:05
700010202001301056,700010,儿童口罩,20,23,460,2020-01-30 17:10:56
700010202001301249,700010,儿童口罩,20,23,460,2020-01-30 17:12:49
700010202001301249,700010,儿童口罩,20,46,920,2020-01-30 17:12:49
700011202001302344,700011,袜子,5,22,110,2020-01-30 17:23:44
700015202001303223,700015,驱蚊贴,25,19,475,2020-01-30 17:32:23
700010202001304643,700010,儿童口罩,20,15,300,2020-01-30 17:46:43
700010202001300458,700010,儿童口罩,20,23,460,2020-01-30 18:04:58
700015202001301021,700015,驱蚊贴,25,18,450,2020-01-30 18:10:21
700010202001301249,700010,儿童口罩,20,14,280,2020-01-30 18:12:49
700010202001301249,700010,儿童口罩,20,15,300,2020-01-30 18:12:49
700010202001301950,700010,儿童口罩,20,49,980,2020-01-30 18:19:50
700010202001302706,700010,儿童口罩,20,15,300,2020-01-30 18:27:06
700010202001302706,700010,儿童口罩,20,20,400,2020-01-30 18:27:06
700010202001302837,700010,儿童口罩,20,15,300,2020-01-30 18:28:37
700010202001304034,700010,儿童口罩,20,20,400,2020-01-30 18:40:34
700010202001304254,700010,儿童口罩,20,17,340,2020-01-30 18:42:54
700010202001304751,700010,儿童口罩,20,15,300,2020-01-30 18:47:51
700010202001305643,700010,儿童口罩,20,20,400,2020-01-30 18:56:43
700010202001305643,700010,儿童口罩,20,46,920,2020-01-30 18:56:43
700015202001300114,700015,驱蚊贴,25,21,525,2020-01-30 19:01:14
700013202001300132,700013,酒精棉片,15,24,360,2020-01-30 19:01:32
700010202001300503,700010,儿童口罩,20,15,300,2020-01-30 19:05:03
700010202001300503,700010,儿童口罩,20,13,260,2020-01-30 19:05:03
700010202001301031,700010,儿童口罩,20,20,400,2020-01-30 19:10:31
700010202001301031,700010,儿童口罩,20,17,340,2020-01-30 19:10:31
700010202001301240,700010,儿童口罩,20,35,700,2020-01-30 19:12:40
700010202001302149,700010,儿童口罩,20,15,300,2020-01-30 19:21:49
700010202001303156,700010,儿童口罩,20,12,240,2020-01-30 19:31:56
700010202001303156,700010,儿童口罩,20,5,100,2020-01-30 19:31:56
700010202001303247,700010,儿童口罩,20,15,300,2020-01-30 19:32:47
700014202001303853,700014,消毒液,28,36,1008,2020-01-30 19:38:53
700010202001305133,700010,儿童口罩,20,15,300,2020-01-30 19:51:33
700010202001301542,700010,儿童口罩,20,12,240,2020-01-30 20:15:42
700010202001301907,700010,儿童口罩,20,12,240,2020-01-30 20:19:07
700014202001302927,700014,消毒液,28,44,1232,2020-01-30 20:29:27
700010202001303512,700010,儿童口罩,20,15,300,2020-01-30 20:35:12
700010202001303752,700010,儿童口罩,20,10,200,2020-01-30 20:37:52
700010202001303752,700010,儿童口罩,20,12,240,2020-01-30 20:37:52
700010202001304327,700010,儿童口罩,20,12,240,2020-01-30 20:43:27
700010202001304327,700010,儿童口罩,20,10,200,2020-01-30 20:43:27
700010202001304403,700010,儿童口罩,20,43,860,2020-01-30 20:44:03
700010202001304403,700010,儿童口罩,20,12,240,2020-01-30 20:44:03
700010202001304453,700010,儿童口罩,20,23,460,2020-01-30 20:44:53
700010202001305003,700010,儿童口罩,20,15,300,2020-01-30 20:50:03
700010202001305441,700010,儿童口罩,20,23,460,2020-01-30 20:54:41
700012202001300447,700012,隔汗巾,8,16,128,2020-01-30 21:04:47
700010202001301518,700010,儿童口罩,20,45,900,2020-01-30 21:15:18
700010202001301518,700010,儿童口罩,20,38,760,2020-01-30 21:15:18
700010202001301549,700010,儿童口罩,20,50,1000,2020-01-30 21:15:49
700014202001301602,700014,消毒液,28,45,1260,2020-01-30 21:16:02
700014202001302742,700014,消毒液,28,45,1260,2020-01-30 21:27:42
700014202001303017,700014,消毒液,28,42,1176,2020-01-30 21:30:17
700014202001303438,700014,消毒液,28,29,812,2020-01-30 21:34:38
700010202001304127,700010,儿童口罩,20,16,320,2020-01-30 21:41:27
700010202001300713,700010,儿童口罩,20,17,340,2020-01-30 22:07:13
700012202001301700,700012,隔汗巾,8,20,160,2020-01-30 22:17:00
700010202001303835,700010,儿童口罩,20,15,300,2020-01-30 22:38:35
700010202001303835,700010,儿童口罩,20,18,360,2020-01-30 22:38:35
700014202001305042,700014,消毒液,28,47,1316,2020-01-30 22:50:42
700010202001300105,700010,儿童口罩,20,17,340,2020-01-30 23:01:05
700010202001300655,700010,儿童口罩,20,12,240,2020-01-30 23:06:55
700010202001301715,700010,儿童口罩,20,20,400,2020-01-30 23:17:15
700010202001301715,700010,儿童口罩,20,18,360,2020-01-30 23:17:15
700010202001301902,700010,儿童口罩,20,15,300,2020-01-30 23:19:02
700010202001301902,700010,儿童口罩,20,10,200,2020-01-30 23:19:02
700010202001302025,700010,儿童口罩,20,23,460,2020-01-30 23:20:25
700010202001302025,700010,儿童口罩,20,15,300,2020-01-30 23:20:25
700013202001302424,700013,酒精棉片,15,45,675,2020-01-30 23:24:24
700010202001304536,700010,儿童口罩,20,20,400,2020-01-30 23:45:36
700010202001305329,700010,儿童口罩,20,25,500,2020-01-30 23:53:29
700010202001305455,700010,儿童口罩,20,16,320,2020-01-30 23:54:55
700013202001310136,700013,酒精棉片,15,10,150,2020-01-31 00:01:36
700015202001313259,700015,驱蚊贴,25,26,650,2020-01-31 00:32:59
700014202001314403,700014,消毒液,28,11,308,2020-01-31 00:44:03
700012202001310033,700012,隔汗巾,8,10,80,2020-01-31 02:00:33
700014202001310727,700014,消毒液,28,14,392,2020-01-31 02:07:27
700014202001313927,700014,消毒液,28,26,728,2020-01-31 02:39:27
700012202001311253,700012,隔汗巾,8,30,240,2020-01-31 03:12:53
700014202001312300,700014,消毒液,28,38,1064,2020-01-31 03:23:00
700012202001310437,700012,隔汗巾,8,17,136,2020-01-31 04:04:37
700015202001312103,700015,驱蚊贴,25,8,200,2020-01-31 04:21:03
700011202001312650,700011,袜子,5,18,90,2020-01-31 04:26:50
700014202001311209,700014,消毒液,28,44,1232,2020-01-31 05:12:09
700011202001311341,700011,袜子,5,14,70,2020-01-31 05:13:41
700014202001314209,700014,消毒液,28,17,476,2020-01-31 05:42:09
700012202001310336,700012,隔汗巾,8,26,208,2020-01-31 06:03:36
700014202001312728,700014,消毒液,28,36,1008,2020-01-31 06:27:28
700012202001313409,700012,隔汗巾,8,21,168,2020-01-31 06:34:09
700014202001311019,700014,消毒液,28,11,308,2020-01-31 08:10:19
700015202001314143,700015,驱蚊贴,25,5,125,2020-01-31 08:41:43
700010202001314026,700010,儿童口罩,20,15,300,2020-01-31 09:40:26
700013202001310801,700013,酒精棉片,15,20,300,2020-01-31 10:08:01
700013202001310801,700013,酒精棉片,15,20,300,2020-01-31 10:08:01
700012202001312014,700012,隔汗巾,8,14,112,2020-01-31 10:20:14
700014202001310517,700014,消毒液,28,32,896,2020-01-31 11:05:17
700015202001310953,700015,驱蚊贴,25,7,175,2020-01-31 11:09:53
700015202001315558,700015,驱蚊贴,25,6,150,2020-01-31 11:55:58
700010202001310133,700010,儿童口罩,20,18,360,2020-01-31 12:01:33
700010202001313257,700010,儿童口罩,20,15,300,2020-01-31 12:32:57
700010202001312409,700010,儿童口罩,20,10,200,2020-01-31 16:24:09
700010202001311950,700010,儿童口罩,20,17,340,2020-01-31 18:19:50
700010202001312837,700010,儿童口罩,20,15,300,2020-01-31 18:28:37
700010202002010045,700010,儿童口罩,20,22,440,2020-02-01 01:00:45
700010202002010047,700010,儿童口罩,20,20,400,2020-02-01 02:00:47
700010202002011009,700010,儿童口罩,20,20,400,2020-02-01 07:10:09
700010202002013626,700010,儿童口罩,20,20,400,2020-02-01 07:36:26
700010202002010015,700010,儿童口罩,20,18,360,2020-02-01 08:00:15
700010202002010614,700010,儿童口罩,20,23,460,2020-02-01 08:06:14
700010202002010614,700010,儿童口罩,20,29,580,2020-02-01 08:06:14
700010202002011932,700010,儿童口罩,20,46,920,2020-02-01 08:19:32
700010202002011954,700010,儿童口罩,20,15,300,2020-02-01 08:19:54
700010202002013910,700010,儿童口罩,20,30,600,2020-02-01 08:39:10
700010202002014510,700010,儿童口罩,20,27,540,2020-02-01 08:45:10
700010202002014848,700010,儿童口罩,20,18,360,2020-02-01 08:48:48
700010202002014848,700010,儿童口罩,20,25,500,2020-02-01 08:48:48
700010202002014857,700010,儿童口罩,20,22,440,2020-02-01 08:48:57
700010202002010410,700010,儿童口罩,20,22,440,2020-02-01 09:04:10
700010202002010410,700010,儿童口罩,20,31,620,2020-02-01 09:04:10
700010202002012218,700010,儿童口罩,20,17,340,2020-02-01 09:22:18
700014202002014058,700014,消毒液,28,28,784,2020-02-01 09:40:58
700010202002015104,700010,儿童口罩,20,18,360,2020-02-01 09:51:04
700010202002015104,700010,儿童口罩,20,15,300,2020-02-01 09:51:04
700010202002015808,700010,儿童口罩,20,15,300,2020-02-01 09:58:08
700010202002015808,700010,儿童口罩,20,23,460,2020-02-01 09:58:08
700010202002010338,700010,儿童口罩,20,28,560,2020-02-01 10:03:38
700010202002013947,700010,儿童口罩,20,26,520,2020-02-01 10:39:47
700010202002013947,700010,儿童口罩,20,18,360,2020-02-01 10:39:47
700010202002014029,700010,儿童口罩,20,18,360,2020-02-01 10:40:29
700010202002014029,700010,儿童口罩,20,18,360,2020-02-01 10:40:29
700010202002014509,700010,儿童口罩,20,23,460,2020-02-01 10:45:09
700010202002014832,700010,儿童口罩,20,40,800,2020-02-01 10:48:32
700010202002014832,700010,儿童口罩,20,20,400,2020-02-01 10:48:32
700010202002015420,700010,儿童口罩,20,23,460,2020-02-01 10:54:20
700010202002015803,700010,儿童口罩,20,20,400,2020-02-01 10:58:03
700010202002010048,700010,儿童口罩,20,24,480,2020-02-01 11:00:48
700010202002011446,700010,儿童口罩,20,45,900,2020-02-01 11:14:46
700011202002012002,700011,袜子,5,26,130,2020-02-01 11:20:02
700010202002012412,700010,儿童口罩,20,20,400,2020-02-01 11:24:12
700010202002012412,700010,儿童口罩,20,35,700,2020-02-01 11:24:12
700010202002013519,700010,儿童口罩,20,19,380,2020-02-01 11:35:19
700010202002013718,700010,儿童口罩,20,23,460,2020-02-01 11:37:18
700010202002014004,700010,儿童口罩,20,19,380,2020-02-01 11:40:04
700010202002014332,700010,儿童口罩,20,19,380,2020-02-01 11:43:32
700010202002014332,700010,儿童口罩,20,15,300,2020-02-01 11:43:32
700010202002011231,700010,儿童口罩,20,12,240,2020-02-01 12:12:31
700015202002012733,700015,驱蚊贴,25,5,125,2020-02-01 12:27:33
700015202002013535,700015,驱蚊贴,25,30,750,2020-02-01 12:35:35
700015202002013622,700015,驱蚊贴,25,20,500,2020-02-01 12:36:22
700010202002013838,700010,儿童口罩,20,20,400,2020-02-01 12:38:38
700010202002013838,700010,儿童口罩,20,25,500,2020-02-01 12:38:38
700010202002011520,700010,儿童口罩,20,23,460,2020-02-01 13:15:20
700010202002013307,700010,儿童口罩,20,16,320,2020-02-01 13:33:07
700010202002013307,700010,儿童口罩,20,35,700,2020-02-01 13:33:07
700010202002013533,700010,儿童口罩,20,10,200,2020-02-01 13:35:33
700010202002013533,700010,儿童口罩,20,34,680,2020-02-01 13:35:33
700010202002013954,700010,儿童口罩,20,15,300,2020-02-01 13:39:54
700010202002014015,700010,儿童口罩,20,30,600,2020-02-01 13:40:15
700010202002015127,700010,儿童口罩,20,23,460,2020-02-01 13:51:27
700010202002011131,700010,儿童口罩,20,39,780,2020-02-01 14:11:31
700010202002011131,700010,儿童口罩,20,25,500,2020-02-01 14:11:31
700010202002012541,700010,儿童口罩,20,12,240,2020-02-01 14:25:41
700010202002012541,700010,儿童口罩,20,16,320,2020-02-01 14:25:41
700010202002012715,700010,儿童口罩,20,15,300,2020-02-01 14:27:15
700010202002013549,700010,儿童口罩,20,10,200,2020-02-01 14:35:49
700010202002014042,700010,儿童口罩,20,23,460,2020-02-01 14:40:42
700010202002014042,700010,儿童口罩,20,25,500,2020-02-01 14:40:42
700010202002014559,700010,儿童口罩,20,12,240,2020-02-01 14:45:59
700010202002015022,700010,儿童口罩,20,23,460,2020-02-01 14:50:22
700012202002015549,700012,隔汗巾,8,29,232,2020-02-01 14:55:49
700010202002010001,700010,儿童口罩,20,10,200,2020-02-01 15:00:01
700010202002010001,700010,儿童口罩,20,17,340,2020-02-01 15:00:01
700010202002011111,700010,儿童口罩,20,30,600,2020-02-01 15:11:11
700010202002011522,700010,儿童口罩,20,16,320,2020-02-01 15:15:22
700010202002011854,700010,儿童口罩,20,15,300,2020-02-01 15:18:54
700010202002012153,700010,儿童口罩,20,19,380,2020-02-01 15:21:53
700010202002012956,700010,儿童口罩,20,13,260,2020-02-01 15:29:56
700010202002013132,700010,儿童口罩,20,18,360,2020-02-01 15:31:32
700010202002013132,700010,儿童口罩,20,20,400,2020-02-01 15:31:32
700010202002013214,700010,儿童口罩,20,16,320,2020-02-01 15:32:14
700010202002013214,700010,儿童口罩,20,25,500,2020-02-01 15:32:14
700010202002013358,700010,儿童口罩,20,15,300,2020-02-01 15:33:58
700010202002013358,700010,儿童口罩,20,18,360,2020-02-01 15:33:58
700014202002014249,700014,消毒液,28,30,840,2020-02-01 15:42:49
700010202002014359,700010,儿童口罩,20,18,360,2020-02-01 15:43:59
700010202002015103,700010,儿童口罩,20,35,700,2020-02-01 15:51:03
700010202002010406,700010,儿童口罩,20,28,560,2020-02-01 16:04:06
700010202002010406,700010,儿童口罩,20,25,500,2020-02-01 16:04:06
700010202002010956,700010,儿童口罩,20,20,400,2020-02-01 16:09:56
700010202002010956,700010,儿童口罩,20,29,580,2020-02-01 16:09:56
700010202002011900,700010,儿童口罩,20,17,340,2020-02-01 16:19:00
700010202002012834,700010,儿童口罩,20,15,300,2020-02-01 16:28:34
700010202002012834,700010,儿童口罩,20,5,100,2020-02-01 16:28:34
700010202002014759,700010,儿童口罩,20,12,240,2020-02-01 16:47:59
700014202002014811,700014,消毒液,28,23,644,2020-02-01 16:48:11
700010202002014824,700010,儿童口罩,20,49,980,2020-02-01 16:48:24
700010202002014824,700010,儿童口罩,20,10,200,2020-02-01 16:48:24
700010202002014957,700010,儿童口罩,20,23,460,2020-02-01 16:49:57
700010202002015542,700010,儿童口罩,20,18,360,2020-02-01 16:55:42
700010202002015542,700010,儿童口罩,20,16,320,2020-02-01 16:55:42
700010202002015701,700010,儿童口罩,20,13,260,2020-02-01 16:57:01
700010202002015701,700010,儿童口罩,20,15,300,2020-02-01 16:57:01
700013202002013623,700013,酒精棉片,15,10,150,2020-02-01 17:36:23
700010202002014248,700010,儿童口罩,20,10,200,2020-02-01 17:42:48
700010202002014544,700010,儿童口罩,20,35,700,2020-02-01 17:45:44
700010202002011301,700010,儿童口罩,20,25,500,2020-02-01 18:13:01
700010202002011528,700010,儿童口罩,20,16,320,2020-02-01 18:15:28
700010202002012940,700010,儿童口罩,20,17,340,2020-02-01 18:29:40
700010202002012940,700010,儿童口罩,20,16,320,2020-02-01 18:29:40
700010202002011204,700010,儿童口罩,20,10,200,2020-02-01 19:12:04
700010202002010237,700010,儿童口罩,20,45,900,2020-02-01 20:02:37
700010202002010245,700010,儿童口罩,20,15,300,2020-02-01 20:02:45
700010202002010452,700010,儿童口罩,20,15,300,2020-02-01 20:04:52
700010202002010553,700010,儿童口罩,20,34,680,2020-02-01 20:05:53
700013202002012529,700013,酒精棉片,15,10,150,2020-02-01 20:25:29
700014202002013912,700014,消毒液,28,44,1232,2020-02-01 20:39:12
700014202002015008,700014,消毒液,28,36,1008,2020-02-01 20:50:08
700010202002015558,700010,儿童口罩,20,15,300,2020-02-01 20:55:58
700010202002010520,700010,儿童口罩,20,45,900,2020-02-01 21:05:20
700012202002011010,700012,隔汗巾,8,27,216,2020-02-01 21:10:10
700010202002015256,700010,儿童口罩,20,33,660,2020-02-01 21:52:56
700015202002015529,700015,驱蚊贴,25,28,700,2020-02-01 21:55:29
700014202002013015,700014,消毒液,28,31,868,2020-02-01 22:30:15
700010202002010221,700010,儿童口罩,20,35,700,2020-02-01 23:02:21
700010202002012833,700010,儿童口罩,20,15,300,2020-02-01 23:28:33
700011202002013422,700011,袜子,5,30,150,2020-02-01 23:34:22
700015202002014602,700015,驱蚊贴,25,20,500,2020-02-01 23:46:02
700013202002014845,700013,酒精棉片,15,12,180,2020-02-01 23:48:45
700013202001024917,700013,酒精棉片,15,13,195,2020-02-02 00:49:17
700012202002020653,700012,隔汗巾,8,19,152,2020-02-02 01:06:53
700014202002021030,700014,消毒液,28,28,784,2020-02-02 01:10:30
700011202002022057,700011,袜子,5,13,65,2020-02-02 01:20:57
700015202002022258,700015,驱蚊贴,25,17,425,2020-02-02 01:22:58
700012202002024000,700012,隔汗巾,8,21,168,2020-02-02 01:40:00
700014202002025817,700014,消毒液,28,29,812,2020-02-02 01:58:17
700014202002025942,700014,消毒液,28,47,1316,2020-02-02 01:59:42
700014202002024333,700014,消毒液,28,49,1372,2020-02-02 02:43:33
700012202002022643,700012,隔汗巾,8,21,168,2020-02-02 04:26:43
700015202002025240,700015,驱蚊贴,25,12,300,2020-02-02 04:52:40
700015202002025714,700015,驱蚊贴,25,12,300,2020-02-02 04:57:14
700014202002024809,700014,消毒液,28,40,1120,2020-02-02 05:48:09
700014202002023501,700014,消毒液,28,32,896,2020-02-02 06:35:01
700012202002025746,700012,隔汗巾,8,11,88,2020-02-02 06:57:46
700010202002020348,700010,儿童口罩,20,20,400,2020-02-02 07:03:48
700013202002020459,700013,酒精棉片,15,40,600,2020-02-02 07:04:59
700010202002025304,700010,儿童口罩,20,32,640,2020-02-02 07:53:04
700010202002025545,700010,儿童口罩,20,15,300,2020-02-02 07:55:45
700010202002021025,700010,儿童口罩,20,18,360,2020-02-02 08:10:25
700010202002022430,700010,儿童口罩,20,34,680,2020-02-02 08:24:30
700010202002024421,700010,儿童口罩,20,20,400,2020-02-02 08:44:21
700010202002025510,700010,儿童口罩,20,18,360,2020-02-02 08:55:10
700010202002021001,700010,儿童口罩,20,14,280,2020-02-02 09:10:01
