订单号,商品ID,商品名,单价,数量,总价,下单时间
700011201909125127,700011,袜子,5,5,25,2019-09-12 22:51:27
700010201909124929,700010,儿童口罩,20,12,240,2019-09-12 23:49:29
700012201909135111,700012,隔汗巾,8,3,24,2019-09-13 00:51:11
700015201909131209,700015,驱蚊贴,25,14,350,2019-09-13 01:12:09
700011201909133754,700011,袜子,5,15,75,2019-09-13 01:37:54
700014201909132155,700014,消毒液,28,24,672,2019-09-13 02:21:55
700014201909133607,700014,消毒液,28,15,420,2019-09-13 03:36:07
700014201909135948,700014,消毒液,28,20,560,2019-09-13 04:59:48
700014201909131027,700014,消毒液,28,22,616,2019-09-13 06:10:27
700014201909135007,700014,消毒液,28,6,168,2019-09-13 06:50:07
700010201909130220,700010,儿童口罩,20,18,360,2019-09-13 07:02:20
700011201909133945,700011,袜子,5,1,5,2019-09-13 07:39:45
700010201909130628,700010,儿童口罩,20,18,360,2019-09-13 08:06:28
700015201909134215,700015,驱蚊贴,25,8,200,2019-09-13 08:42:15
700014201909135704,700014,消毒液,28,19,532,2019-09-13 08:57:04
700010201909130220,700010,儿童口罩,20,18,360,2019-09-13 09:02:20
700014201909130530,700014,消毒液,28,18,504,2019-09-13 09:05:30
700010201909133257,700010,儿童口罩,20,13,260,2019-09-13 09:32:57
700014201909134159,700014,消毒液,28,13,364,2019-09-13 09:41:59
700010201909135333,700010,儿童口罩,20,12,240,2019-09-13 10:53:33
700014201909130236,700014,消毒液,28,23,644,2019-09-13 11:02:36
700012201909135636,700012,隔汗巾,8,1,8,2019-09-13 11:56:36
700010201909130036,700010,儿童口罩,20,15,300,2019-09-13 12:00:36
700010201909131830,700010,儿童口罩,20,13,260,2019-09-13 12:18:30
700010201909134942,700010,儿童口罩,20,15,300,2019-09-13 12:49:42
700010201909135440,700010,儿童口罩,20,12,240,2019-09-13 12:54:40
700010201909132644,700010,儿童口罩,20,16,320,2019-09-13 13:26:44
700010201909130452,700010,儿童口罩,20,18,360,2019-09-13 14:04:52
700010201909132040,700010,儿童口罩,20,16,320,2019-09-13 14:20:40
700012201909132638,700012,隔汗巾,8,9,72,2019-09-13 14:26:38
700013201909133753,700013,酒精棉片,15,20,300,2019-09-13 15:37:53
700013201909133753,700013,酒精棉片,15,20,300,2019-09-13 15:37:53
700010201909134315,700010,儿童口罩,20,6,120,2019-09-13 15:43:15
700010201909131424,700010,儿童口罩,20,18,360,2019-09-13 16:14:24
700011201909131741,700011,袜子,5,2,10,2019-09-13 16:17:41
700010201909133934,700010,儿童口罩,20,23,460,2019-09-13 16:39:34
700014201909133807,700014,消毒液,28,24,672,2019-09-13 17:38:07
700015201909134019,700015,驱蚊贴,25,21,525,2019-09-13 17:40:19
700014201909131340,700014,消毒液,28,6,168,2019-09-13 18:13:40
700010201909132417,700010,儿童口罩,20,10,200,2019-09-13 18:24:17
700010201909132203,700010,儿童口罩,20,25,500,2019-09-13 19:22:03
700010201909135230,700010,儿童口罩,20,30,600,2019-09-13 19:52:30
700014201909131222,700014,消毒液,28,18,504,2019-09-13 20:12:22
700014201909134344,700014,消毒液,28,7,196,2019-09-13 20:43:44
700010201909130024,700010,儿童口罩,20,30,600,2019-09-13 21:00:24
700012201909132335,700012,隔汗巾,8,7,56,2019-09-13 21:23:35
700010201909133133,700010,儿童口罩,20,15,300,2019-09-13 21:31:33
700010201909133234,700010,儿童口罩,20,15,300,2019-09-13 21:32:34
700010201909133618,700010,儿童口罩,20,25,500,2019-09-13 21:36:18
700010201909134613,700010,儿童口罩,20,25,500,2019-09-13 21:46:13
700014201909134647,700014,消毒液,28,21,588,2019-09-13 21:46:47
700014201909131208,700014,消毒液,28,10,280,2019-09-13 22:12:08
700010201909131213,700010,儿童口罩,20,18,360,2019-09-13 22:12:13
700010201909131905,700010,儿童口罩,20,15,300,2019-09-13 22:19:05
700010201909132143,700010,儿童口罩,20,8,160,2019-09-13 22:21:43
700012201909130702,700012,隔汗巾,8,6,48,2019-09-13 23:07:02
700011201909131658,700011,袜子,5,5,25,2019-09-13 23:16:58
700012201909134559,700012,隔汗巾,8,19,152,2019-09-13 23:45:59
700012201909135138,700012,隔汗巾,8,15,120,2019-09-13 23:51:38
700012201909142446,700012,隔汗巾,8,14,112,2019-09-14 01:24:46
700012201909142809,700012,隔汗巾,8,7,56,2019-09-14 01:28:09
700012201909144759,700012,隔汗巾,8,19,152,2019-09-14 02:47:59
700012201909143206,700012,隔汗巾,8,8,64,2019-09-14 03:32:06
700014201909143258,700014,消毒液,28,23,644,2019-09-14 04:32:58
700014201909141448,700014,消毒液,28,13,364,2019-09-14 06:14:48
700014201909142816,700014,消毒液,28,25,700,2019-09-14 07:28:16
700010201909144159,700010,儿童口罩,20,12,240,2019-09-14 07:41:59
700010201909140756,700010,儿童口罩,20,25,500,2019-09-14 08:07:56
700012201909140941,700012,隔汗巾,8,13,104,2019-09-14 09:09:41
700014201909143543,700014,消毒液,28,22,616,2019-09-14 09:35:43
700010201909144511,700010,儿童口罩,20,12,240,2019-09-14 09:45:11
700012201909142712,700012,隔汗巾,8,14,112,2019-09-14 10:27:12
700011201909141154,700011,袜子,5,1,5,2019-09-14 11:11:54
700010201909142707,700010,儿童口罩,20,25,500,2019-09-14 11:27:07
700014201909142744,700014,消毒液,28,23,644,2019-09-14 11:27:44
700010201909141741,700010,儿童口罩,20,10,200,2019-09-14 12:17:41
700010201909140055,700010,儿童口罩,20,15,300,2019-09-14 13:00:55
700010201909145105,700010,儿童口罩,20,17,340,2019-09-14 13:51:05
700014201909145449,700014,消毒液,28,8,224,2019-09-14 13:54:49
700014201909144557,700014,消毒液,28,10,280,2019-09-14 15:45:57
700010201909144642,700010,儿童口罩,20,16,320,2019-09-14 15:46:42
700010201909140620,700010,儿童口罩,20,16,320,2019-09-14 16:06:20
700010201909140659,700010,儿童口罩,20,45,900,2019-09-14 16:06:59
700010201909141739,700010,儿童口罩,20,35,700,2019-09-14 16:17:39
700010201909140124,700010,儿童口罩,20,18,360,2019-09-14 17:01:24
700014201909142824,700014,消毒液,28,16,448,2019-09-14 17:28:24
700010201909143643,700010,儿童口罩,20,26,520,2019-09-14 17:36:43
700010201909144443,700010,儿童口罩,20,18,360,2019-09-14 17:44:43
700014201909142441,700014,消毒液,28,21,588,2019-09-14 18:24:41
700014201909145914,700014,消毒液,28,25,700,2019-09-14 18:59:14
700010201909141230,700010,儿童口罩,20,19,380,2019-09-14 19:12:30
700010201909145010,700010,儿童口罩,20,24,480,2019-09-14 19:50:10
700011201909145515,700011,袜子,5,11,55,2019-09-14 19:55:15
700010201909141346,700010,儿童口罩,20,15,300,2019-09-14 20:13:46
700012201909141804,700012,隔汗巾,8,11,88,2019-09-14 20:18:04
700010201909143356,700010,儿童口罩,20,15,300,2019-09-14 20:33:56
700015201909142344,700015,驱蚊贴,25,6,150,2019-09-14 21:23:44
700010201909142747,700010,儿童口罩,20,18,360,2019-09-14 21:27:47
700010201909141717,700010,儿童口罩,20,18,360,2019-09-14 22:17:17
700014201909143530,700014,消毒液,28,21,588,2019-09-14 22:35:30
700010201909143752,700010,儿童口罩,20,18,360,2019-09-14 22:37:52
700010201909140407,700010,儿童口罩,20,10,200,2019-09-14 23:04:07
700010201909140650,700010,儿童口罩,20,10,200,2019-09-14 23:06:50
700012201909142310,700012,隔汗巾,8,5,40,2019-09-14 23:23:10
700014201909143000,700014,消毒液,28,16,448,2019-09-14 23:30:00
700010201909143311,700010,儿童口罩,20,12,240,2019-09-14 23:33:11
700011201909151803,700011,袜子,5,2,10,2019-09-15 02:18:03
700011201909153226,700011,袜子,5,16,80,2019-09-15 02:32:26
700014201909154423,700014,消毒液,28,11,308,2019-09-15 04:44:23
700014201909154933,700014,消毒液,28,15,420,2019-09-15 04:49:33
700014201909153931,700014,消毒液,28,23,644,2019-09-15 05:39:31
700014201909151843,700014,消毒液,28,16,448,2019-09-15 07:18:43
700012201909154646,700012,隔汗巾,8,14,112,2019-09-15 07:46:46
700014201909155500,700014,消毒液,28,8,224,2019-09-15 07:55:00
700012201909151517,700012,隔汗巾,8,16,128,2019-09-15 08:15:17
700014201909152939,700014,消毒液,28,20,560,2019-09-15 08:29:39
700014201909151015,700014,消毒液,28,7,196,2019-09-15 09:10:15
700013201909152900,700013,酒精棉片,15,35,525,2019-09-15 09:29:00
700013201909152900,700013,酒精棉片,15,35,525,2019-09-15 09:29:00
700014201909151450,700014,消毒液,28,19,532,2019-09-15 10:14:50
700014201909150014,700014,消毒液,28,14,392,2019-09-15 11:00:14
700014201909154616,700014,消毒液,28,22,616,2019-09-15 11:46:16
700011201909155417,700011,袜子,5,10,50,2019-09-15 11:54:17
700010201909152156,700010,儿童口罩,20,22,440,2019-09-15 12:21:56
700010201909151139,700010,儿童口罩,20,12,240,2019-09-15 13:11:39
700010201909152505,700010,儿童口罩,20,12,240,2019-09-15 13:25:05
700012201909153606,700012,隔汗巾,8,6,48,2019-09-15 13:36:06
700014201909154936,700014,消毒液,28,20,560,2019-09-15 13:49:36
700013201909151051,700013,酒精棉片,15,26,390,2019-09-15 14:10:51
700013201909151051,700013,酒精棉片,15,26,390,2019-09-15 14:10:51
700012201909152441,700012,隔汗巾,8,1,8,2019-09-15 14:24:41
700015201909152909,700015,驱蚊贴,25,24,600,2019-09-15 14:29:09
700012201909151431,700012,隔汗巾,8,19,152,2019-09-15 15:14:31
700010201909152517,700010,儿童口罩,20,12,240,2019-09-15 15:25:17
700010201909153108,700010,儿童口罩,20,15,300,2019-09-15 15:31:08
700014201909153237,700014,消毒液,28,9,252,2019-09-15 15:32:37
700010201909151722,700010,儿童口罩,20,30,600,2019-09-15 16:17:22
700010201909152659,700010,儿童口罩,20,27,540,2019-09-15 16:26:59
700012201909152353,700012,隔汗巾,8,5,40,2019-09-15 17:23:53
700010201909152806,700010,儿童口罩,20,25,500,2019-09-15 17:28:06
700010201909153044,700010,儿童口罩,20,45,900,2019-09-15 19:30:44
700014201909155812,700014,消毒液,28,5,140,2019-09-15 19:58:12
700010201909151915,700010,儿童口罩,20,15,300,2019-09-15 20:19:15
700015201909152102,700015,驱蚊贴,25,16,400,2019-09-15 21:21:02
700010201909152502,700010,儿童口罩,20,5,100,2019-09-15 21:25:02
700010201909153310,700010,儿童口罩,20,19,380,2019-09-15 21:33:10
700010201909150923,700010,儿童口罩,20,19,380,2019-09-15 22:09:23
700014201909152847,700014,消毒液,28,5,140,2019-09-15 22:28:47
700011201909152104,700011,袜子,5,1,5,2019-09-15 23:21:04
700010201909152617,700010,儿童口罩,20,20,400,2019-09-15 23:26:17
700015201909155846,700015,驱蚊贴,25,24,600,2019-09-15 23:58:46
700012201909160257,700012,隔汗巾,8,10,80,2019-09-16 00:02:57
700012201909163855,700012,隔汗巾,8,16,128,2019-09-16 00:38:55
700014201909165243,700014,消毒液,28,22,616,2019-09-16 00:52:43
700015201909163922,700015,驱蚊贴,25,18,450,2019-09-16 01:39:22
700014201909160514,700014,消毒液,28,9,252,2019-09-16 02:05:14
700012201909161113,700012,隔汗巾,8,5,40,2019-09-16 03:11:13
700014201909162752,700014,消毒液,28,19,532,2019-09-16 03:27:52
700014201909164240,700014,消毒液,28,6,168,2019-09-16 03:42:40
700014201909165104,700014,消毒液,28,16,448,2019-09-16 03:51:04
700014201909160346,700014,消毒液,28,19,532,2019-09-16 05:03:46
700013201909160712,700013,酒精棉片,15,46,690,2019-09-16 05:07:12
700014201909162121,700014,消毒液,28,17,476,2019-09-16 05:21:21
700012201909162021,700012,隔汗巾,8,18,144,2019-09-16 06:20:21
700010201909162123,700010,儿童口罩,20,35,700,2019-09-16 06:21:23
700014201909163735,700014,消毒液,28,14,392,2019-09-16 06:37:35
700012201909164307,700012,隔汗巾,8,13,104,2019-09-16 06:43:07
700012201909161648,700012,隔汗巾,8,6,48,2019-09-16 07:16:48
700010201909162043,700010,儿童口罩,20,35,700,2019-09-16 07:20:43
700010201909162432,700010,儿童口罩,20,10,200,2019-09-16 07:24:32
700012201909160318,700012,隔汗巾,8,4,32,2019-09-16 08:03:18
700010201909161744,700010,儿童口罩,20,12,240,2019-09-16 08:17:44
700010201909162953,700010,儿童口罩,20,35,700,2019-09-16 08:29:53
700012201909164540,700012,隔汗巾,8,3,24,2019-09-16 08:45:40
700010201909165630,700010,儿童口罩,20,12,240,2019-09-16 08:56:30
700014201909161542,700014,消毒液,28,22,616,2019-09-16 09:15:42
700014201909164958,700014,消毒液,28,20,560,2019-09-16 09:49:58
700012201909161534,700012,隔汗巾,8,17,136,2019-09-16 11:15:34
700014201909161737,700014,消毒液,28,24,672,2019-09-16 11:17:37
700015201909163201,700015,驱蚊贴,25,7,175,2019-09-16 11:32:01
700015201909161242,700015,驱蚊贴,25,12,300,2019-09-16 12:12:42
700012201909161631,700012,隔汗巾,8,14,112,2019-09-16 12:16:31
700014201909163348,700014,消毒液,28,16,448,2019-09-16 12:33:48
700011201909163526,700011,袜子,5,13,65,2019-09-16 12:35:26
700010201909161818,700010,儿童口罩,20,15,300,2019-09-16 13:18:18
700010201909162214,700010,儿童口罩,20,32,640,2019-09-16 13:22:14
700010201909165733,700010,儿童口罩,20,25,500,2019-09-16 13:57:33
700014201909160218,700014,消毒液,28,25,700,2019-09-16 14:02:18
700012201909160809,700012,隔汗巾,8,1,8,2019-09-16 14:08:09
700010201909163313,700010,儿童口罩,20,30,600,2019-09-16 14:33:13
700014201909161243,700014,消毒液,28,5,140,2019-09-16 15:12:43
700012201909161805,700012,隔汗巾,8,16,128,2019-09-16 15:18:05
700010201909162052,700010,儿童口罩,20,25,500,2019-09-16 15:20:52
700010201909162313,700010,儿童口罩,20,15,300,2019-09-16 15:23:13
700010201909162817,700010,儿童口罩,20,20,400,2019-09-16 15:28:17
700010201909162910,700010,儿童口罩,20,26,520,2019-09-16 15:29:10
700010201909163357,700010,儿童口罩,20,20,400,2019-09-16 15:33:57
700012201909164040,700012,隔汗巾,8,1,8,2019-09-16 15:40:40
700010201909161244,700010,儿童口罩,20,23,460,2019-09-16 16:12:44
700012201909161852,700012,隔汗巾,8,8,64,2019-09-16 16:18:52
700015201909162652,700015,驱蚊贴,25,28,700,2019-09-16 16:26:52
700012201909161247,700012,隔汗巾,8,20,160,2019-09-16 17:12:47
700014201909161916,700014,消毒液,28,25,700,2019-09-16 17:19:16
700014201909163546,700014,消毒液,28,5,140,2019-09-16 17:35:46
700010201909161401,700010,儿童口罩,20,45,900,2019-09-16 18:14:01
700010201909165805,700010,儿童口罩,20,35,700,2019-09-16 18:58:05
700013201909161316,700013,酒精棉片,15,23,345,2019-09-16 19:13:16
700014201909161511,700014,消毒液,28,11,308,2019-09-16 19:15:11
700010201909161909,700010,儿童口罩,20,15,300,2019-09-16 19:19:09
700012201909165616,700012,隔汗巾,8,16,128,2019-09-16 19:56:16
700010201909161208,700010,儿童口罩,20,20,400,2019-09-16 20:12:08
700010201909161438,700010,儿童口罩,20,13,260,2019-09-16 20:14:38
700010201909165812,700010,儿童口罩,20,25,500,2019-09-16 20:58:12
700010201909165946,700010,儿童口罩,20,15,300,2019-09-16 20:59:46
700010201909161135,700010,儿童口罩,20,34,680,2019-09-16 22:11:35
700010201909161308,700010,儿童口罩,20,25,500,2019-09-16 22:13:08
700014201909162927,700014,消毒液,28,15,420,2019-09-16 22:29:27
700012201909163643,700012,隔汗巾,8,14,112,2019-09-16 22:36:43
700014201909165751,700014,消毒液,28,23,644,2019-09-16 22:57:51
700010201909161355,700010,儿童口罩,20,34,680,2019-09-16 23:13:55
700010201909161435,700010,儿童口罩,20,18,360,2019-09-16 23:14:35
700015201909162712,700015,驱蚊贴,25,30,750,2019-09-16 23:27:12
700010201909163339,700010,儿童口罩,20,34,680,2019-09-16 23:33:39
700014201909165004,700014,消毒液,28,18,504,2019-09-16 23:50:04
700014201909172933,700014,消毒液,28,6,168,2019-09-17 00:29:33
700014201909175710,700014,消毒液,28,23,644,2019-09-17 00:57:10
700014201909173028,700014,消毒液,28,16,448,2019-09-17 02:30:28
700012201909173508,700012,隔汗巾,8,20,160,2019-09-17 02:35:08
700012201909171314,700012,隔汗巾,8,12,96,2019-09-17 03:13:14
700014201909174109,700014,消毒液,28,15,420,2019-09-17 03:41:09
700011201909175831,700011,袜子,5,16,80,2019-09-17 03:58:31
700015201909173303,700015,驱蚊贴,25,8,200,2019-09-17 04:33:03
700014201909172958,700014,消毒液,28,10,280,2019-09-17 05:29:58
700014201909173651,700014,消毒液,28,8,224,2019-09-17 06:36:51
700013201909170309,700013,酒精棉片,15,14,210,2019-09-17 07:03:09
700013201909170309,700013,酒精棉片,15,14,210,2019-09-17 07:03:09
700012201909173957,700012,隔汗巾,8,1,8,2019-09-17 07:39:57
700015201909175806,700015,驱蚊贴,25,24,600,2019-09-17 08:58:06
700013201909170343,700013,酒精棉片,15,13,195,2019-09-17 09:03:43
700013201909170343,700013,酒精棉片,15,13,195,2019-09-17 09:03:43
700011201909172717,700011,袜子,5,17,85,2019-09-17 09:27:17
700014201909173529,700014,消毒液,28,8,224,2019-09-17 09:35:29
700010201909170324,700010,儿童口罩,20,20,400,2019-09-17 10:03:24
700010201909173646,700010,儿童口罩,20,20,400,2019-09-17 10:36:46
700015201909173828,700015,驱蚊贴,25,6,150,2019-09-17 10:38:28
700010201909170401,700010,儿童口罩,20,22,440,2019-09-17 11:04:01
700014201909170548,700014,消毒液,28,24,672,2019-09-17 11:05:48
700012201909173042,700012,隔汗巾,8,20,160,2019-09-17 11:30:42
700010201909170724,700010,儿童口罩,20,15,300,2019-09-17 12:07:24
700014201909171636,700014,消毒液,28,21,588,2019-09-17 12:16:36
700011201909172118,700011,袜子,5,13,65,2019-09-17 12:21:18
700014201909172522,700014,消毒液,28,23,644,2019-09-17 12:25:22
700014201909175501,700014,消毒液,28,17,476,2019-09-17 12:55:01
700014201909171608,700014,消毒液,28,7,196,2019-09-17 13:16:08
700012201909174643,700012,隔汗巾,8,16,128,2019-09-17 13:46:43
700010201909170124,700010,儿童口罩,20,19,380,2019-09-17 15:01:24
700012201909172830,700012,隔汗巾,8,7,56,2019-09-17 16:28:30
700010201909170104,700010,儿童口罩,20,10,200,2019-09-17 17:01:04
700014201909173011,700014,消毒液,28,16,448,2019-09-17 17:30:11
700015201909173420,700015,驱蚊贴,25,22,550,2019-09-17 18:34:20
700014201909174741,700014,消毒液,28,13,364,2019-09-17 18:47:41
700010201909175937,700010,儿童口罩,20,30,600,2019-09-17 18:59:37
700014201909170900,700014,消毒液,28,19,532,2019-09-17 19:09:00
700010201909173239,700010,儿童口罩,20,38,760,2019-09-17 19:32:39
700014201909174941,700014,消毒液,28,21,588,2019-09-17 19:49:41
700013201909170239,700013,酒精棉片,15,47,705,2019-09-17 20:02:39
700013201909170239,700013,酒精棉片,15,47,705,2019-09-17 20:02:39
700011201909171719,700011,袜子,5,6,30,2019-09-17 20:17:19
700012201909172427,700012,隔汗巾,8,3,24,2019-09-17 20:24:27
700010201909170903,700010,儿童口罩,20,30,600,2019-09-17 21:09:03
700010201909175717,700010,儿童口罩,20,14,280,2019-09-17 21:57:17
700010201909175907,700010,儿童口罩,20,12,240,2019-09-17 21:59:07
700014201909170307,700014,消毒液,28,22,616,2019-09-17 22:03:07
700010201909170333,700010,儿童口罩,20,25,500,2019-09-17 22:03:33
700010201909171711,700010,儿童口罩,20,15,300,2019-09-17 23:17:11
700010201909172151,700010,儿童口罩,20,15,300,2019-09-17 23:21:51
700011201909173521,700011,袜子,5,4,20,2019-09-17 23:35:21
700010201909175951,700010,儿童口罩,20,25,500,2019-09-17 23:59:51
700014201909180516,700014,消毒液,28,20,560,2019-09-18 00:05:16
700014201909182646,700014,消毒液,28,23,644,2019-09-18 00:26:46
700015201909185717,700015,驱蚊贴,25,15,375,2019-09-18 00:57:17
700012201909182759,700012,隔汗巾,8,3,24,2019-09-18 01:27:59
700014201909183418,700014,消毒液,28,25,700,2019-09-18 02:34:18
700013201909182533,700013,酒精棉片,15,30,450,2019-09-18 03:25:33
700014201909181053,700014,消毒液,28,25,700,2019-09-18 04:10:53
700012201909184831,700012,隔汗巾,8,20,160,2019-09-18 04:48:31
700014201909185653,700014,消毒液,28,19,532,2019-09-18 04:56:53
700015201909185046,700015,驱蚊贴,25,29,725,2019-09-18 05:50:46
700015201909184536,700015,驱蚊贴,25,17,425,2019-09-18 06:45:36
700014201909182241,700014,消毒液,28,19,532,2019-09-18 07:22:41
700014201909180144,700014,消毒液,28,21,588,2019-09-18 08:01:44
700014201909180429,700014,消毒液,28,21,588,2019-09-18 08:04:29
700015201909182119,700015,驱蚊贴,25,21,525,2019-09-18 08:21:19
700010201909182218,700010,儿童口罩,20,15,300,2019-09-18 08:22:18
700010201909185346,700010,儿童口罩,20,46,920,2019-09-18 08:53:46
700010201909180208,700010,儿童口罩,20,17,340,2019-09-18 09:02:08
700010201909185134,700010,儿童口罩,20,18,360,2019-09-18 09:51:34
700010201909185830,700010,儿童口罩,20,18,360,2019-09-18 09:58:30
700011201909180558,700011,袜子,5,16,80,2019-09-18 10:05:58
700010201909180834,700010,儿童口罩,20,18,360,2019-09-18 10:08:34
700010201909181218,700010,儿童口罩,20,15,300,2019-09-18 10:12:18
700014201909182449,700014,消毒液,28,24,672,2019-09-18 10:24:49
700011201909183725,700011,袜子,5,12,60,2019-09-18 11:37:25
700013201909180309,700013,酒精棉片,15,14,210,2019-09-18 12:03:09
700014201909180552,700014,消毒液,28,19,532,2019-09-18 12:05:52
700014201909185359,700014,消毒液,28,8,224,2019-09-18 12:53:59
700012201909181303,700012,隔汗巾,8,15,120,2019-09-18 13:13:03
700014201909185817,700014,消毒液,28,19,532,2019-09-18 13:58:17
700010201909180951,700010,儿童口罩,20,20,400,2019-09-18 14:09:51
700010201909181457,700010,儿童口罩,20,19,380,2019-09-18 14:14:57
700014201909182013,700014,消毒液,28,5,140,2019-09-18 14:20:13
700015201909180316,700015,驱蚊贴,25,18,450,2019-09-18 15:03:16
700010201909180754,700010,儿童口罩,20,18,360,2019-09-18 15:07:54
700010201909181525,700010,儿童口罩,20,15,300,2019-09-18 15:15:25
700010201909183409,700010,儿童口罩,20,25,500,2019-09-18 15:34:09
700012201909185904,700012,隔汗巾,8,16,128,2019-09-18 15:59:04
700014201909180325,700014,消毒液,28,16,448,2019-09-18 16:03:25
700011201909180513,700011,袜子,5,20,100,2019-09-18 16:05:13
700012201909181502,700012,隔汗巾,8,15,120,2019-09-18 16:15:02
700010201909183238,700010,儿童口罩,20,10,200,2019-09-18 16:32:38
700010201909180551,700010,儿童口罩,20,15,300,2019-09-18 17:05:51
700011201909183618,700011,袜子,5,11,55,2019-09-18 17:36:18
700010201909180330,700010,儿童口罩,20,30,600,2019-09-18 18:03:30
700013201909180420,700013,酒精棉片,15,40,600,2019-09-18 18:04:20
700013201909180420,700013,酒精棉片,15,40,600,2019-09-18 18:04:20
700010201909185146,700010,儿童口罩,20,30,600,2019-09-18 18:51:46
700014201909182934,700014,消毒液,28,14,392,2019-09-18 19:29:34
700012201909180100,700012,隔汗巾,8,10,80,2019-09-18 20:01:00
700014201909180544,700014,消毒液,28,23,644,2019-09-18 20:05:44
700011201909185731,700011,袜子,5,10,50,2019-09-18 20:57:31
700010201909180021,700010,儿童口罩,20,12,240,2019-09-18 21:00:21
700011201909180158,700011,袜子,5,5,25,2019-09-18 21:01:58
700010201909182629,700010,儿童口罩,20,12,240,2019-09-18 23:26:29
700014201909183146,700014,消毒液,28,25,700,2019-09-18 23:31:46
700012201909191218,700012,隔汗巾,8,12,96,2019-09-19 01:12:18
700013201909192408,700013,酒精棉片,15,37,555,2019-09-19 02:24:08
700013201909192408,700013,酒精棉片,15,37,555,2019-09-19 02:24:08
700013201909192533,700013,酒精棉片,15,16,240,2019-09-19 03:25:33
700012201909193300,700012,隔汗巾,8,17,136,2019-09-19 03:33:00
700014201909191738,700014,消毒液,28,13,364,2019-09-19 06:17:38
700011201909193214,700011,袜子,5,17,85,2019-09-19 06:32:14
700014201909191255,700014,消毒液,28,12,336,2019-09-19 07:12:55
700014201909194948,700014,消毒液,28,5,140,2019-09-19 07:49:48
700012201909191740,700012,隔汗巾,8,14,112,2019-09-19 08:17:40
700012201909192211,700012,隔汗巾,8,11,88,2019-09-19 08:22:11
700010201909192939,700010,儿童口罩,20,50,1000,2019-09-19 08:29:39
700010201909193711,700010,儿童口罩,20,35,700,2019-09-19 09:37:11
700014201909190039,700014,消毒液,28,10,280,2019-09-19 10:00:39
700010201909190704,700010,儿童口罩,20,35,700,2019-09-19 10:07:04
700010201909190853,700010,儿童口罩,20,32,640,2019-09-19 10:08:53
700015201909194616,700015,驱蚊贴,25,24,600,2019-09-19 10:46:16
700014201909190917,700014,消毒液,28,12,336,2019-09-19 11:09:17
700010201909191901,700010,儿童口罩,20,35,700,2019-09-19 11:19:01
700014201909195331,700014,消毒液,28,21,588,2019-09-19 11:53:31
700014201909190110,700014,消毒液,28,22,616,2019-09-19 13:01:10
700014201909192157,700014,消毒液,28,15,420,2019-09-19 13:21:57
700011201909193130,700011,袜子,5,15,75,2019-09-19 13:31:30
700014201909193345,700014,消毒液,28,23,644,2019-09-19 13:33:45
700010201909190256,700010,儿童口罩,20,35,700,2019-09-19 14:02:56
700010201909192824,700010,儿童口罩,20,30,600,2019-09-19 14:28:24
700010201909190404,700010,儿童口罩,20,20,400,2019-09-19 15:04:04
700012201909191126,700012,隔汗巾,8,6,48,2019-09-19 15:11:26
700010201909192757,700010,儿童口罩,20,30,600,2019-09-19 15:27:57
700014201909194145,700014,消毒液,28,23,644,2019-09-19 15:41:45
700010201909190505,700010,儿童口罩,20,20,400,2019-09-19 16:05:05
700010201909191234,700010,儿童口罩,20,20,400,2019-09-19 16:12:34
700010201909192804,700010,儿童口罩,20,42,840,2019-09-19 17:28:04
700014201909191539,700014,消毒液,28,7,196,2019-09-19 18:15:39
700012201909192930,700012,隔汗巾,8,11,88,2019-09-19 18:29:30
700014201909194439,700014,消毒液,28,24,672,2019-09-19 18:44:39
700010201909190101,700010,儿童口罩,20,26,520,2019-09-19 20:01:01
700010201909190303,700010,儿童口罩,20,25,500,2019-09-19 20:03:03
700012201909192630,700012,隔汗巾,8,14,112,2019-09-19 20:26:30
700010201909191358,700010,儿童口罩,20,45,900,2019-09-19 21:13:58
700012201909195016,700012,隔汗巾,8,2,16,2019-09-19 21:50:16
700010201909190828,700010,儿童口罩,20,15,300,2019-09-19 23:08:28
700014201909192420,700014,消毒液,28,20,560,2019-09-19 23:24:20
700010201909192501,700010,儿童口罩,20,15,300,2019-09-19 23:25:01
700012201909192527,700012,隔汗巾,8,7,56,2019-09-19 23:25:27
700014201909194136,700014,消毒液,28,14,392,2019-09-19 23:41:36
700015201909194255,700015,驱蚊贴,25,14,350,2019-09-19 23:42:55
700011201909203522,700011,袜子,5,12,60,2019-09-20 01:35:22
700014201909200419,700014,消毒液,28,25,700,2019-09-20 02:04:19
700014201909202037,700014,消毒液,28,20,560,2019-09-20 03:20:37
700014201909200128,700014,消毒液,28,20,560,2019-09-20 05:01:28
700015201909200852,700015,驱蚊贴,25,9,225,2019-09-20 05:08:52
700014201909201141,700014,消毒液,28,15,420,2019-09-20 05:11:41
700012201909205859,700012,隔汗巾,8,4,32,2019-09-20 05:58:59
700014201909202041,700014,消毒液,28,10,280,2019-09-20 08:20:41
700010201909203949,700010,儿童口罩,20,15,300,2019-09-20 08:39:49
700011201909204730,700011,袜子,5,7,35,2019-09-20 08:47:30
700010201909204957,700010,儿童口罩,20,25,500,2019-09-20 08:49:57
700014201909201312,700014,消毒液,28,8,224,2019-09-20 09:13:12
700012201909200723,700012,隔汗巾,8,1,8,2019-09-20 10:07:23
700014201909200903,700014,消毒液,28,15,420,2019-09-20 10:09:03
700010201909202747,700010,儿童口罩,20,15,300,2019-09-20 10:27:47
