date,category,module,turnover
 2018/09/18,服务,运动健身,70746
 2018/09/18,服务,按摩,88974
 2018/09/18,零售,女装,393180
 2018/09/18,服务,教育,101402
 2018/09/18,娱乐,电影院,66945
 2018/09/18,餐饮,中餐,263111
 2018/09/18,娱乐,KTV,74158
 2018/09/19,娱乐,游戏厅,2345
 2018/09/19,零售,电子产品,43504
 2018/09/19,零售,男装,55928
 2018/09/19,零售,童装,56576
 2018/09/19,餐饮,快餐,21284
 2018/09/19,餐饮,面包甜点,34995
 2018/09/19,餐饮,西餐,37047
 2018/09/19,服务,丽人,40521
 2018/09/19,零售,商超,233896
 2018/09/19,服务,运动健身,70283
 2018/09/19,服务,按摩,88448
 2018/09/19,零售,女装,391164
 2018/09/19,服务,教育,101344
 2018/09/19,娱乐,电影院,67608
 2018/09/19,餐饮,中餐,260224
 2018/09/19,娱乐,KTV,73180
 2018/09/20,娱乐,游戏厅,2331
 2018/09/20,零售,电子产品,42928
 2018/09/20,零售,男装,54472
 2018/09/20,零售,童装,55500
 2018/09/20,餐饮,快餐,20918
 2018/09/20,餐饮,面包甜点,33745
 2018/09/20,餐饮,西餐,36191
 2018/09/20,服务,丽人,39753
 2018/09/20,零售,商超,231524
 2018/09/20,服务,运动健身,69327
 2018/09/20,服务,按摩,86108
 2018/09/20,零售,女装,382880
 2018/09/20,服务,教育,99261
 2018/09/20,娱乐,电影院,81404
 2018/09/20,餐饮,中餐,253651
 2018/09/20,娱乐,KTV,70467
 2018/09/21,娱乐,游戏厅,2209
 2018/09/21,零售,电子产品,40948
 2018/09/21,零售,男装,51768
 2018/09/21,零售,童装,52980
 2018/09/21,餐饮,快餐,19129
 2018/09/21,餐饮,面包甜点,29984
 2018/09/21,餐饮,西餐,34147
 2018/09/21,服务,丽人,36500
 2018/09/21,零售,商超,219124
 2018/09/21,服务,运动健身,64386
 2018/09/21,服务,按摩,76367
 2018/09/21,零售,女装,357776
 2018/09/21,服务,教育,91201
 2018/09/21,餐饮,中餐,233935
 2018/09/21,娱乐,KTV,60679
 2018/09/21,娱乐,电影院,140983
 2018/09/22,娱乐,游戏厅,2016
 2018/09/22,零售,电子产品,37356
 2018/09/22,零售,男装,46576
 2018/09/22,零售,童装,48096
 2018/09/22,餐饮,快餐,16876
 2018/09/22,餐饮,面包甜点,25427
 2018/09/22,餐饮,西餐,30277
 2018/09/22,服务,丽人,31318
 2018/09/22,零售,商超,194740
 2018/09/22,服务,运动健身,61927
 2018/09/22,零售,女装,313300
 2018/09/22,服务,按摩,80086
 2018/09/22,服务,教育,90926
 2018/09/22,娱乐,KTV,50165
 2018/09/22,餐饮,中餐,205796
 2018/09/22,娱乐,电影院,198781
 2018/09/23,娱乐,游戏厅,2007
 2018/09/23,零售,电子产品,37544
 2018/09/23,零售,男装,45940
 2018/09/23,零售,童装,47012
 2018/09/23,餐饮,快餐,16304
 2018/09/23,餐饮,面包甜点,25113
 2018/09/23,餐饮,西餐,29829
 2018/09/23,服务,丽人,30311
 2018/09/23,零售,商超,190992
 2018/09/23,服务,运动健身,61373
 2018/09/23,零售,女装,309780
 2018/09/23,服务,按摩,80368
 2018/09/23,服务,教育,90640
 2018/09/23,娱乐,KTV,49419
 2018/09/23,餐饮,中餐,200672
 2018/09/23,娱乐,电影院,201209
 2018/09/24,娱乐,游戏厅,2056
 2018/09/24,零售,电子产品,39036
 2018/09/24,零售,男装,47500
 2018/09/24,零售,童装,48340
 2018/09/24,餐饮,快餐,16545
 2018/09/24,餐饮,面包甜点,26444
 2018/09/24,餐饮,西餐,29591
 2018/09/24,服务,丽人,31801
 2018/09/24,零售,商超,199136
 2018/09/24,服务,运动健身,63975
 2018/09/24,零售,女装,320512
 2018/09/24,服务,按摩,80172
 2018/09/24,服务,教育,94763
 2018/09/24,餐饮,中餐,200665
 2018/09/24,娱乐,KTV,51880
 2018/09/24,娱乐,电影院,180943
 2018/09/25,娱乐,游戏厅,2228
 2018/09/25,零售,电子产品,42220
 2018/09/25,零售,男装,52944
 2018/09/25,零售,童装,54744
 2018/09/25,餐饮,快餐,19912
 2018/09/25,餐饮,面包甜点,33927
 2018/09/25,餐饮,西餐,35691
 2018/09/25,服务,丽人,38190
 2018/09/25,零售,商超,227380
 2018/09/25,服务,运动健身,68127
 2018/09/25,服务,按摩,84029
 2018/09/25,零售,女装,375992
 2018/09/25,服务,教育,96892
 2018/09/25,娱乐,电影院,54165
 2018/09/25,餐饮,中餐,246913
 2018/09/25,娱乐,KTV,70582
 2018/09/26,娱乐,游戏厅,2236
 2018/09/26,零售,电子产品,42668
 2018/09/26,零售,男装,54144
 2018/09/26,零售,童装,54836
 2018/09/26,餐饮,快餐,20371
 2018/09/26,餐饮,面包甜点,34570
 2018/09/26,餐饮,西餐,36540
 2018/09/26,服务,丽人,38614
 2018/09/26,零售,商超,227176
 2018/09/26,服务,运动健身,68661
 2018/09/26,娱乐,电影院,40940
 2018/09/26,服务,按摩,85272
 2018/09/26,零售,女装,377880
 2018/09/26,服务,教育,96930
 2018/09/26,餐饮,中餐,251660
 2018/09/26,娱乐,KTV,71378
 2018/09/27,娱乐,游戏厅,2157
 2018/09/27,零售,电子产品,41924
 2018/09/27,零售,男装,53148
 2018/09/27,零售,童装,54248
 2018/09/27,餐饮,快餐,20271
 2018/09/27,餐饮,面包甜点,34085
 2018/09/27,餐饮,西餐,36327
 2018/09/27,服务,丽人,38036
 2018/09/27,零售,商超,224432
 2018/09/27,服务,运动健身,68317
 2018/09/27,娱乐,电影院,41930
 2018/09/27,服务,按摩,84256
 2018/09/27,零售,女装,371592
 2018/09/27,服务,教育,96222
 2018/09/27,餐饮,中餐,249144
 2018/09/27,娱乐,KTV,69785
 2018/09/28,娱乐,游戏厅,2089
 2018/09/28,零售,电子产品,41020
 2018/09/28,零售,男装,51540
 2018/09/28,零售,童装,52812
 2018/09/28,餐饮,快餐,19436
 2018/09/28,餐饮,面包甜点,32393
 2018/09/28,餐饮,西餐,35533
 2018/09/28,服务,丽人,36562
 2018/09/28,零售,商超,217216
 2018/09/28,服务,运动健身,66408
 2018/09/28,服务,按摩,80447
 2018/09/28,零售,女装,357796
 2018/09/28,服务,教育,93215
 2018/09/28,娱乐,电影院,77926
 2018/09/28,餐饮,中餐,239770
 2018/09/28,娱乐,KTV,64650
 2018/09/29,娱乐,游戏厅,1970
 2018/09/29,零售,电子产品,38808
 2018/09/29,零售,男装,48164
 2018/09/29,零售,童装,50212
 2018/09/29,餐饮,快餐,18359
 2018/09/29,餐饮,面包甜点,30547
 2018/09/29,餐饮,西餐,33662
 2018/09/29,服务,丽人,34195
 2018/09/29,零售,商超,205124
 2018/09/29,服务,运动健身,63540
 2018/09/29,服务,按摩,77997
 2018/09/29,零售,女装,333576
 2018/09/29,服务,教育,88316
 2018/09/29,娱乐,电影院,111980
 2018/09/29,餐饮,中餐,225924
 2018/09/29,娱乐,KTV,59426
 2018/09/30,娱乐,游戏厅,1872
 2018/09/30,零售,电子产品,36976
 2018/09/30,零售,男装,46288
 2018/09/30,零售,童装,48124
 2018/09/30,餐饮,快餐,16750
 2018/09/30,餐饮,面包甜点,26632
 2018/09/30,餐饮,西餐,31332
 2018/09/30,服务,丽人,31420
 2018/09/30,零售,商超,193552
 2018/09/30,服务,运动健身,58961
 2018/09/30,服务,按摩,69031
 2018/09/30,零售,女装,311964
 2018/09/30,服务,教育,81850
 2018/09/30,娱乐,KTV,50262
 2018/09/30,餐饮,中餐,206796
 2018/09/30,娱乐,电影院,180939
 2018/10/01,娱乐,游戏厅,1883
 2018/10/01,零售,电子产品,37548
 2018/10/01,零售,男装,44884
 2018/10/01,零售,童装,46680
 2018/10/01,餐饮,快餐,15472
 2018/10/01,餐饮,面包甜点,23313
 2018/10/01,服务,丽人,29274
 2018/10/01,餐饮,西餐,29603
 2018/10/01,零售,商超,187184
 2018/10/01,服务,运动健身,59774
 2018/10/01,服务,按摩,72632
 2018/10/01,零售,女装,300116
 2018/10/01,服务,教育,86498
 2018/10/01,娱乐,KTV,44216
 2018/10/01,餐饮,中餐,191354
 2018/10/01,娱乐,电影院,227528
 2018/10/02,娱乐,游戏厅,1734
 2018/10/02,零售,电子产品,37172
 2018/10/02,零售,男装,44712
 2018/10/02,零售,童装,45732
 2018/10/02,餐饮,快餐,15285
 2018/10/02,餐饮,面包甜点,22955
 2018/10/02,服务,丽人,28333
 2018/10/02,餐饮,西餐,29559
 2018/10/02,零售,商超,182652
 2018/10/02,服务,运动健身,58087
 2018/10/02,服务,按摩,71674
 2018/10/02,零售,女装,293612
 2018/10/02,服务,教育,84277
 2018/10/02,娱乐,KTV,43649
 2018/10/02,餐饮,中餐,189534
 2018/10/02,娱乐,电影院,230567
 2018/10/03,娱乐,游戏厅,1705
 2018/10/03,零售,电子产品,36196
 2018/10/03,零售,男装,44456
 2018/10/03,零售,童装,45592
 2018/10/03,餐饮,快餐,15098
 2018/10/03,餐饮,面包甜点,22591
 2018/10/03,服务,丽人,27761
 2018/10/03,餐饮,西餐,29160
 2018/10/03,零售,商超,179520
 2018/10/03,服务,运动健身,57416
 2018/10/03,服务,按摩,71377
 2018/10/03,零售,女装,286748
 2018/10/03,服务,教育,83779
 2018/10/03,娱乐,KTV,42704
 2018/10/03,餐饮,中餐,186385
 2018/10/03,娱乐,电影院,236254
 2018/10/04,娱乐,游戏厅,1663
 2018/10/04,零售,电子产品,36460
 2018/10/04,零售,男装,43972
 2018/10/04,零售,童装,44672
 2018/10/04,餐饮,快餐,15179
 2018/10/04,餐饮,面包甜点,22481
 2018/10/04,服务,丽人,27837
 2018/10/04,餐饮,西餐,29517
 2018/10/04,零售,商超,179152
 2018/10/04,服务,运动健身,58073
 2018/10/04,服务,按摩,71842
 2018/10/04,零售,女装,288348
 2018/10/04,服务,教育,84090
 2018/10/04,娱乐,KTV,42620
 2018/10/04,餐饮,中餐,188292
 2018/10/04,娱乐,电影院,237554
 2018/10/05,娱乐,游戏厅,1650
 2018/10/05,零售,电子产品,36360
 2018/10/05,零售,男装,43496
 2018/10/05,零售,童装,45212
 2018/10/05,餐饮,快餐,15375
 2018/10/05,餐饮,面包甜点,22699
 2018/10/05,服务,丽人,28156
 2018/10/05,餐饮,西餐,29796
 2018/10/05,零售,商超,180284
 2018/10/05,服务,运动健身,59187
 2018/10/05,零售,女装,288344
 2018/10/05,服务,按摩,74183
 2018/10/05,服务,教育,86200
 2018/10/05,娱乐,KTV,43123
 2018/10/05,餐饮,中餐,189252
 2018/10/05,娱乐,电影院,237413
 2018/10/06,娱乐,游戏厅,1650
 2018/10/06,零售,电子产品,35348
 2018/10/06,零售,男装,43240
 2018/10/06,零售,童装,44360
 2018/10/06,餐饮,快餐,15422
 2018/10/06,餐饮,面包甜点,22837
 2018/10/06,服务,丽人,27406
 2018/10/06,餐饮,西餐,29855
 2018/10/06,零售,商超,176724
 2018/10/06,服务,运动健身,58940
 2018/10/06,零售,女装,284304
 2018/10/06,服务,按摩,75785
 2018/10/06,服务,教育,86315
 2018/10/06,娱乐,KTV,43576
 2018/10/06,餐饮,中餐,190010
 2018/10/06,娱乐,电影院,236781
 2018/10/07,娱乐,游戏厅,1786
 2018/10/07,零售,电子产品,36568
 2018/10/07,零售,男装,45540
 2018/10/07,零售,童装,46820
 2018/10/07,餐饮,快餐,16502
 2018/10/07,餐饮,面包甜点,26683
 2018/10/07,服务,丽人,29924
 2018/10/07,餐饮,西餐,31562
 2018/10/07,零售,商超,187832
 2018/10/07,服务,运动健身,62221
 2018/10/07,零售,女装,303100
 2018/10/07,服务,按摩,81773
 2018/10/07,服务,教育,90754
 2018/10/07,餐饮,中餐,202106
 2018/10/07,娱乐,KTV,51337
 2018/10/07,娱乐,电影院,168282
 2018/10/08,娱乐,游戏厅,2139
 2018/10/08,零售,电子产品,41384
 2018/10/08,零售,男装,53140
 2018/10/08,零售,童装,53816
 2018/10/08,娱乐,电影院,9265
 2018/10/08,餐饮,快餐,20389
 2018/10/08,餐饮,面包甜点,36016
 2018/10/08,餐饮,西餐,37136
 2018/10/08,服务,丽人,37874
 2018/10/08,零售,商超,224308
 2018/10/08,服务,运动健身,68855
 2018/10/08,服务,按摩,85385
 2018/10/08,零售,女装,373500
 2018/10/08,服务,教育,95318
 2018/10/08,餐饮,中餐,247042
 2018/10/08,娱乐,KTV,73870
 2018/10/09,娱乐,游戏厅,2139
 2018/10/09,零售,电子产品,42232
 2018/10/09,零售,男装,54180
 2018/10/09,零售,童装,54444
 2018/10/09,餐饮,快餐,21182
 2018/10/09,娱乐,电影院,14959
 2018/10/09,餐饮,西餐,37837
 2018/10/09,餐饮,面包甜点,38002
 2018/10/09,服务,丽人,38684
 2018/10/09,零售,商超,228772
 2018/10/09,服务,运动健身,69375
 2018/10/09,服务,按摩,88599
 2018/10/09,零售,女装,382632
 2018/10/09,服务,教育,96881
 2018/10/09,餐饮,中餐,252034
 2018/10/09,娱乐,KTV,76451
 2018/10/10,娱乐,游戏厅,2119
 2018/10/10,零售,电子产品,41984
 2018/10/10,零售,男装,53964
 2018/10/10,零售,童装,54588
 2018/10/10,娱乐,电影院,10526
 2018/10/10,餐饮,快餐,21203
 2018/10/10,餐饮,西餐,37789
 2018/10/10,餐饮,面包甜点,38579
 2018/10/10,服务,丽人,38900
 2018/10/10,零售,商超,228164
 2018/10/10,服务,运动健身,69263
 2018/10/10,服务,按摩,86404
 2018/10/10,零售,女装,383016
 2018/10/10,服务,教育,96469
 2018/10/10,餐饮,中餐,249748
 2018/10/10,娱乐,KTV,75685
 2018/10/11,娱乐,电影院,1597
 2018/10/11,娱乐,游戏厅,2085
 2018/10/11,零售,电子产品,41456
 2018/10/11,零售,男装,53028
 2018/10/11,零售,童装,53668
 2018/10/11,餐饮,快餐,21068
 2018/10/11,餐饮,西餐,37785
 2018/10/11,餐饮,面包甜点,38283
 2018/10/11,服务,丽人,38322
 2018/10/11,零售,商超,224560
 2018/10/11,服务,运动健身,68724
 2018/10/11,服务,按摩,84455
 2018/10/11,零售,女装,376248
 2018/10/11,服务,教育,94831
 2018/10/11,餐饮,中餐,247081
 2018/10/11,娱乐,KTV,74088
 2018/10/12,娱乐,游戏厅,1997
 2018/10/12,零售,电子产品,39836
 2018/10/12,零售,男装,51032
 2018/10/12,零售,童装,51392
 2018/10/12,餐饮,快餐,19840
 2018/10/12,餐饮,面包甜点,35210
 2018/10/12,服务,丽人,35987
 2018/10/12,餐饮,西餐,36406
 2018/10/12,零售,商超,215812
 2018/10/12,服务,运动健身,64889
 2018/10/12,服务,按摩,76704
 2018/10/12,零售,女装,355168
 2018/10/12,服务,教育,89017
 2018/10/12,娱乐,电影院,68927
 2018/10/12,餐饮,中餐,234042
 2018/10/12,娱乐,KTV,66142
 2018/10/13,娱乐,游戏厅,1945
 2018/10/13,零售,电子产品,37320
 2018/10/13,零售,男装,47952
 2018/10/13,零售,童装,48072
 2018/10/13,餐饮,快餐,18100
 2018/10/13,餐饮,面包甜点,30815
 2018/10/13,服务,丽人,32053
 2018/10/13,餐饮,西餐,34033
 2018/10/13,零售,商超,198376
 2018/10/13,服务,运动健身,63927
 2018/10/13,零售,女装,323716
 2018/10/13,服务,按摩,82211
 2018/10/13,服务,教育,91329
 2018/10/13,餐饮,中餐,214962
 2018/10/13,娱乐,KTV,58731
 2018/10/13,娱乐,电影院,136702
 2018/10/14,娱乐,游戏厅,2004
 2018/10/14,零售,电子产品,38184
 2018/10/14,零售,男装,48772
 2018/10/14,零售,童装,48960
 2018/10/14,餐饮,快餐,18721
 2018/10/14,服务,丽人,33305
 2018/10/14,餐饮,面包甜点,33374
 2018/10/14,餐饮,西餐,34367
 2018/10/14,零售,商超,201752
 2018/10/14,服务,运动健身,67264
 2018/10/14,零售,女装,333600
 2018/10/14,服务,按摩,88557
 2018/10/14,服务,教育,96393
 2018/10/14,娱乐,电影院,84727
 2018/10/14,餐饮,中餐,217678
 2018/10/14,娱乐,KTV,62708
 2018/10/15,娱乐,游戏厅,2232
 2018/10/15,零售,电子产品,42084
 2018/10/15,零售,童装,54488
 2018/10/15,零售,男装,54904
 2018/10/15,娱乐,电影院,9128
 2018/10/15,餐饮,快餐,21128
 2018/10/15,餐饮,西餐,38603
 2018/10/15,餐饮,面包甜点,38920
 2018/10/15,服务,丽人,39497
 2018/10/15,零售,商超,231576
 2018/10/15,服务,运动健身,71778
 2018/10/15,服务,按摩,87770
 2018/10/15,零售,女装,385300
 2018/10/15,服务,教育,99028
 2018/10/15,餐饮,中餐,248052
 2018/10/15,娱乐,KTV,75901
 2018/10/16,娱乐,电影院,65
 2018/10/16,娱乐,游戏厅,2111
 2018/10/16,零售,电子产品,42188
 2018/10/16,零售,男装,54276
 2018/10/16,零售,童装,54584
 2018/10/16,餐饮,快餐,21141
 2018/10/16,餐饮,西餐,38564
 2018/10/16,餐饮,面包甜点,38618
 2018/10/16,服务,丽人,39452
 2018/10/16,零售,商超,229480
 2018/10/16,服务,运动健身,70938
 2018/10/16,服务,按摩,86659
 2018/10/16,零售,女装,385172
 2018/10/16,服务,教育,97784
 2018/10/16,餐饮,中餐,246735
 2018/10/16,娱乐,KTV,74847
 2018/10/17,娱乐,游戏厅,2080
 2018/10/17,零售,电子产品,41924
 2018/10/17,零售,男装,53472
 2018/10/17,零售,童装,53680
 2018/10/17,娱乐,电影院,7812
 2018/10/17,餐饮,快餐,20962
 2018/10/17,餐饮,面包甜点,38273
 2018/10/17,餐饮,西餐,38448
 2018/10/17,服务,丽人,38928
 2018/10/17,零售,商超,225892
 2018/10/17,服务,运动健身,70314
 2018/10/17,服务,按摩,85731
 2018/10/17,零售,女装,379804
 2018/10/17,服务,教育,97027
 2018/10/17,餐饮,中餐,244091
 2018/10/17,娱乐,KTV,73612
 2018/10/18,娱乐,游戏厅,2099
 2018/10/18,零售,电子产品,41696
 2018/10/18,零售,男装,52412
 2018/10/18,零售,童装,53352
 2018/10/18,餐饮,快餐,20626
 2018/10/18,餐饮,面包甜点,37607
 2018/10/18,餐饮,西餐,37951
 2018/10/18,服务,丽人,38572
 2018/10/18,娱乐,电影院,21917
 2018/10/18,零售,商超,224348
 2018/10/18,服务,运动健身,69590
 2018/10/18,服务,按摩,84438
 2018/10/18,零售,女装,375148
 2018/10/18,服务,教育,96951
 2018/10/18,餐饮,中餐,241284
 2018/10/18,娱乐,KTV,71777
 2018/10/19,娱乐,游戏厅,1992
 2018/10/19,零售,电子产品,40248
 2018/10/19,零售,男装,50644
 2018/10/19,零售,童装,51152
 2018/10/19,餐饮,快餐,19505
 2018/10/19,餐饮,面包甜点,34212
 2018/10/19,服务,丽人,36406
 2018/10/19,餐饮,西餐,36453
 2018/10/19,零售,商超,215096
 2018/10/19,服务,运动健身,65934
 2018/10/19,服务,按摩,76875
 2018/10/19,零售,女装,357100
 2018/10/19,服务,教育,91257
 2018/10/19,娱乐,电影院,86053
 2018/10/19,餐饮,中餐,226981
 2018/10/19,娱乐,KTV,64101
 2018/10/20,娱乐,游戏厅,1850
 2018/10/20,零售,电子产品,37772
 2018/10/20,零售,男装,46640
 2018/10/20,零售,童装,47568
 2018/10/20,餐饮,快餐,17788
 2018/10/20,餐饮,面包甜点,30014
 2018/10/20,服务,丽人,32261
 2018/10/20,餐饮,西餐,33216
 2018/10/20,零售,商超,196884
 2018/10/20,服务,运动健身,64183
 2018/10/20,服务,按摩,80153
 2018/10/20,零售,女装,321632
 2018/10/20,服务,教育,92695
 2018/10/20,餐饮,中餐,204563
 2018/10/20,娱乐,KTV,55983
 2018/10/20,娱乐,电影院,154802
 2018/10/21,娱乐,游戏厅,1940
 2018/10/21,零售,电子产品,38436
 2018/10/21,零售,男装,47744
 2018/10/21,零售,童装,48476
 2018/10/21,餐饮,快餐,18339
 2018/10/21,餐饮,面包甜点,33073
 2018/10/21,服务,丽人,33516
 2018/10/21,餐饮,西餐,33935
 2018/10/21,零售,商超,202012
 2018/10/21,服务,运动健身,67352
 2018/10/21,零售,女装,333776
 2018/10/21,服务,按摩,86465
 2018/10/21,服务,教育,96962
 2018/10/21,娱乐,电影院,99126
 2018/10/21,餐饮,中餐,211548
 2018/10/21,娱乐,KTV,60744
 2018/10/22,娱乐,游戏厅,2191
 2018/10/22,娱乐,电影院,4666
 2018/10/22,零售,电子产品,41520
 2018/10/22,零售,男装,53508
 2018/10/22,零售,童装,53628
 2018/10/22,餐饮,快餐,20573
 2018/10/22,餐饮,西餐,38078
 2018/10/22,餐饮,面包甜点,38368
 2018/10/22,服务,丽人,39693
 2018/10/22,零售,商超,228740
 2018/10/22,服务,运动健身,71861
 2018/10/22,服务,按摩,85467
 2018/10/22,零售,女装,384660
 2018/10/22,服务,教育,99351
 2018/10/22,餐饮,中餐,240740
 2018/10/22,娱乐,KTV,73376
 2018/10/23,娱乐,电影院,1169
 2018/10/23,娱乐,游戏厅,2109
 2018/10/23,零售,电子产品,41584
 2018/10/23,零售,男装,53596
 2018/10/23,零售,童装,53908
 2018/10/23,餐饮,快餐,20688
 2018/10/23,餐饮,面包甜点,38796
 2018/10/23,餐饮,西餐,38859
 2018/10/23,服务,丽人,39929
 2018/10/23,零售,商超,229432
 2018/10/23,服务,运动健身,71873
 2018/10/23,服务,按摩,88526
 2018/10/23,零售,女装,384396
 2018/10/23,服务,教育,99496
 2018/10/23,餐饮,中餐,244210
 2018/10/23,娱乐,KTV,73749
 2018/10/24,娱乐,游戏厅,2051
 2018/10/24,零售,电子产品,41424
 2018/10/24,零售,童装,52892
 2018/10/24,零售,男装,52944
 2018/10/24,餐饮,快餐,20442
 2018/10/24,娱乐,电影院,12494
 2018/10/24,餐饮,面包甜点,38204
 2018/10/24,餐饮,西餐,38461
 2018/10/24,服务,丽人,39533
 2018/10/24,零售,商超,226908
 2018/10/24,服务,运动健身,70988
 2018/10/24,服务,按摩,86566
 2018/10/24,零售,女装,379448
 2018/10/24,服务,教育,99021
 2018/10/24,餐饮,中餐,239783
 2018/10/24,娱乐,KTV,71618
 2018/10/25,娱乐,游戏厅,2057
 2018/10/25,零售,电子产品,41236
 2018/10/25,零售,男装,52372
 2018/10/25,零售,童装,52464
 2018/10/25,餐饮,快餐,20108
 2018/10/25,餐饮,面包甜点,37077
 2018/10/25,餐饮,西餐,37997
 2018/10/25,服务,丽人,38839
 2018/10/25,零售,商超,223104
 2018/10/25,娱乐,电影院,32785
 2018/10/25,服务,运动健身,70740
 2018/10/25,服务,按摩,84906
 2018/10/25,零售,女装,371984
 2018/10/25,服务,教育,98329
 2018/10/25,餐饮,中餐,234598
 2018/10/25,娱乐,KTV,68659
 2018/10/26,娱乐,游戏厅,1923
 2018/10/26,零售,电子产品,39672
 2018/10/26,零售,童装,49976
 2018/10/26,零售,男装,50112
 2018/10/26,餐饮,快餐,19002
 2018/10/26,餐饮,面包甜点,33880
 2018/10/26,餐饮,西餐,36000
 2018/10/26,服务,丽人,36555
 2018/10/26,零售,商超,213952
 2018/10/26,服务,运动健身,66523
 2018/10/26,服务,按摩,76675
 2018/10/26,零售,女装,351716
 2018/10/26,服务,教育,91787
 2018/10/26,娱乐,电影院,96213
 2018/10/26,餐饮,中餐,220566
 2018/10/26,娱乐,KTV,61298
 2018/10/27,娱乐,游戏厅,1852
 2018/10/27,零售,电子产品,37164
 2018/10/27,零售,童装,46112
 2018/10/27,零售,男装,46116
 2018/10/27,餐饮,快餐,17259
 2018/10/27,餐饮,面包甜点,29863
 2018/10/27,服务,丽人,32643
 2018/10/27,餐饮,西餐,33242
 2018/10/27,零售,商超,196256
 2018/10/27,服务,运动健身,63938
 2018/10/27,服务,按摩,79146
 2018/10/27,零售,女装,317324
 2018/10/27,服务,教育,92480
 2018/10/27,餐饮,中餐,201253
 2018/10/27,娱乐,KTV,54046
 2018/10/27,娱乐,电影院,161227
 2018/10/28,娱乐,游戏厅,1880
 2018/10/28,零售,电子产品,37032
 2018/10/28,零售,童装,46788
 2018/10/28,零售,男装,47012
 2018/10/28,餐饮,快餐,17417
 2018/10/28,餐饮,面包甜点,32125
 2018/10/28,服务,丽人,32834
 2018/10/28,餐饮,西餐,33665
 2018/10/28,零售,商超,197676
 2018/10/28,服务,运动健身,66093
 2018/10/28,零售,女装,324676
 2018/10/28,服务,按摩,83932
 2018/10/28,服务,教育,95590
 2018/10/28,餐饮,中餐,203644
 2018/10/28,娱乐,KTV,57317
 2018/10/28,娱乐,电影院,117607
 2018/10/29,娱乐,游戏厅,2050
 2018/10/29,零售,电子产品,41052
 2018/10/29,零售,男装,51484
 2018/10/29,零售,童装,51712
 2018/10/29,餐饮,快餐,19511
 2018/10/29,娱乐,电影院,17773
 2018/10/29,餐饮,面包甜点,37333
 2018/10/29,餐饮,西餐,37471
 2018/10/29,服务,丽人,38896
 2018/10/29,零售,商超,221780
 2018/10/29,服务,运动健身,70088
 2018/10/29,服务,按摩,83487
 2018/10/29,零售,女装,369948
 2018/10/29,服务,教育,97302
 2018/10/29,餐饮,中餐,231274
 2018/10/29,娱乐,KTV,69705
 2018/10/30,娱乐,游戏厅,2039
 2018/10/30,零售,电子产品,40896
 2018/10/30,零售,男装,51508
 2018/10/30,零售,童装,51684
 2018/10/30,餐饮,快餐,19602
 2018/10/30,餐饮,面包甜点,37083
 2018/10/30,餐饮,西餐,37686
 2018/10/30,服务,丽人,38913
 2018/10/30,娱乐,电影院,19886
 2018/10/30,零售,商超,222012
 2018/10/30,服务,运动健身,69838
 2018/10/30,服务,按摩,82969
 2018/10/30,零售,女装,369540
 2018/10/30,服务,教育,96912
 2018/10/30,餐饮,中餐,231079
 2018/10/30,娱乐,KTV,69303
 2018/10/31,娱乐,游戏厅,2017
 2018/10/31,零售,电子产品,41036
 2018/10/31,零售,男装,50932
 2018/10/31,零售,童装,51512
 2018/10/31,餐饮,快餐,19275
 2018/10/31,餐饮,面包甜点,36304
 2018/10/31,餐饮,西餐,37382
 2018/10/31,服务,丽人,38362
 2018/10/31,零售,商超,220284
 2018/10/31,服务,运动健身,68969
 2018/10/31,娱乐,电影院,35147
 2018/10/31,服务,按摩,82409
 2018/10/31,零售,女装,362396
 2018/10/31,服务,教育,96419
 2018/10/31,餐饮,中餐,227953
 2018/10/31,娱乐,KTV,66952
 2018/11/01,娱乐,游戏厅,1963
 2018/11/01,零售,电子产品,40080
 2018/11/01,零售,男装,50244
 2018/11/01,零售,童装,50960
 2018/11/01,餐饮,快餐,18949
 2018/11/01,餐饮,面包甜点,35402
 2018/11/01,餐饮,西餐,37113
 2018/11/01,服务,丽人,37780
 2018/11/01,零售,商超,216648
 2018/11/01,服务,运动健身,68222
 2018/11/01,服务,按摩,79454
 2018/11/01,零售,女装,357056
 2018/11/01,服务,教育,95433
 2018/11/01,娱乐,电影院,49516
 2018/11/01,餐饮,中餐,224601
 2018/11/01,娱乐,KTV,65174
 2018/11/02,娱乐,游戏厅,1932
 2018/11/02,零售,电子产品,39292
 2018/11/02,零售,男装,48744
 2018/11/02,零售,童装,49308
 2018/11/02,餐饮,快餐,17854
 2018/11/02,餐饮,面包甜点,32378
 2018/11/02,餐饮,西餐,35634
 2018/11/02,服务,丽人,35693
 2018/11/02,零售,商超,210436
 2018/11/02,服务,运动健身,65627
 2018/11/02,服务,按摩,75537
 2018/11/02,零售,女装,343904
 2018/11/02,服务,教育,90264
 2018/11/02,娱乐,电影院,99337
 2018/11/02,餐饮,中餐,214039
 2018/11/02,娱乐,KTV,59544
 2018/11/03,娱乐,游戏厅,1758
 2018/11/03,零售,电子产品,36276
 2018/11/03,零售,男装,44348
 2018/11/03,零售,童装,44628
 2018/11/03,餐饮,快餐,15802
 2018/11/03,餐饮,面包甜点,27986
 2018/11/03,服务,丽人,31007
 2018/11/03,餐饮,西餐,32365
 2018/11/03,零售,商超,186080
 2018/11/03,服务,运动健身,62403
 2018/11/03,零售,女装,303516
