Date,AveragePrice,region
2015/2/8,1.08,Seattle
2015/2/1,0.97,Seattle
2015/1/25,1.26,Seattle
2015/1/18,1.2,Seattle
2015/1/11,1.06,Seattle
2015/1/4,0.97,Seattle
2015/12/27,0.98,SouthCarolina
2015/12/20,1.04,SouthCarolina
2015/12/13,0.96,SouthCarolina
2015/12/6,1.03,SouthCarolina
2015/11/29,0.97,SouthCarolina
2015/11/22,0.99,SouthCarolina
2015/11/15,1.07,SouthCarolina
2015/11/8,1.08,SouthCarolina
2015/11/1,1,SouthCarolina
2015/10/25,1.11,SouthCarolina
2015/10/18,1.12,SouthCarolina
2015/10/11,1.03,SouthCarolina
2015/10/4,1.04,SouthCarolina
2015/9/27,1.08,SouthCarolina
2015/9/20,1.02,SouthCarolina
2015/9/13,1.14,SouthCarolina
2015/9/6,1,SouthCarolina
2015/8/30,1.15,SouthCarolina
2015/8/23,1.09,SouthCarolina
2015/8/16,1.12,SouthCarolina
2015/8/9,1.05,SouthCarolina
2015/8/2,1.14,SouthCarolina
2015/7/26,1.11,SouthCarolina
2015/7/19,1.05,SouthCarolina
2015/7/12,1.14,SouthCarolina
2015/7/5,1.05,SouthCarolina
2015/6/28,1.11,SouthCarolina
2015/6/21,1.03,SouthCarolina
2015/6/14,1.1,SouthCarolina
2015/6/7,1.04,SouthCarolina
2015/5/31,1.13,SouthCarolina
2015/5/24,1.05,SouthCarolina
2015/5/17,1.09,SouthCarolina
2015/5/10,1.13,SouthCarolina
2015/5/3,0.97,SouthCarolina
2015/4/26,1.1,SouthCarolina
2015/4/19,1.08,SouthCarolina
2015/4/12,1.05,SouthCarolina
2015/4/5,1.1,SouthCarolina
2015/3/29,1.11,SouthCarolina
2015/3/22,1,SouthCarolina
2015/3/15,1.15,SouthCarolina
2015/3/8,1.14,SouthCarolina
2015/3/1,1.05,SouthCarolina
2015/2/22,1.02,SouthCarolina
2015/2/15,1.11,SouthCarolina
2015/2/8,1.06,SouthCarolina
2015/2/1,0.91,SouthCarolina
2015/1/25,1.06,SouthCarolina
2015/1/18,1.15,SouthCarolina
2015/1/11,1.1,SouthCarolina
2015/1/4,1.01,SouthCarolina
2015/12/27,0.81,SouthCentral
2015/12/20,0.81,SouthCentral
2015/12/13,0.78,SouthCentral
2015/12/6,0.76,SouthCentral
2015/11/29,0.82,SouthCentral
2015/11/22,0.8,SouthCentral
2015/11/15,0.76,SouthCentral
2015/11/8,0.8,SouthCentral
2015/11/1,0.81,SouthCentral
2015/10/25,0.86,SouthCentral
2015/10/18,0.87,SouthCentral
2015/10/11,0.83,SouthCentral
2015/10/4,0.84,SouthCentral
2015/9/27,0.87,SouthCentral
2015/9/20,0.83,SouthCentral
2015/9/13,0.88,SouthCentral
2015/9/6,0.86,SouthCentral
2015/8/30,0.87,SouthCentral
2015/8/23,0.89,SouthCentral
2015/8/16,0.89,SouthCentral
2015/8/9,0.89,SouthCentral
2015/8/2,0.9,SouthCentral
2015/7/26,0.81,SouthCentral
2015/7/19,0.83,SouthCentral
2015/7/12,0.82,SouthCentral
2015/7/5,0.83,SouthCentral
2015/6/28,0.77,SouthCentral
2015/6/21,0.79,SouthCentral
2015/6/14,0.69,SouthCentral
2015/6/7,0.75,SouthCentral
2015/5/31,0.74,SouthCentral
2015/5/24,0.83,SouthCentral
2015/5/17,0.79,SouthCentral
2015/5/10,0.79,SouthCentral
2015/5/3,0.78,SouthCentral
2015/4/26,0.83,SouthCentral
2015/4/19,0.82,SouthCentral
2015/4/12,0.8,SouthCentral
2015/4/5,0.83,SouthCentral
2015/3/29,0.82,SouthCentral
2015/3/22,0.76,SouthCentral
2015/3/15,0.79,SouthCentral
2015/3/8,0.8,SouthCentral
2015/3/1,0.87,SouthCentral
2015/2/22,0.85,SouthCentral
2015/2/15,0.8,SouthCentral
2015/2/8,0.73,SouthCentral
2015/2/1,0.71,SouthCentral
2015/1/25,0.81,SouthCentral
2015/1/18,0.79,SouthCentral
2015/1/11,0.8,SouthCentral
2015/1/4,0.77,SouthCentral
2015/12/27,0.98,Southeast
2015/12/20,1.12,Southeast
2015/12/13,0.96,Southeast
2015/12/6,1.13,Southeast
2015/11/29,0.97,Southeast
2015/11/22,0.98,Southeast
2015/11/15,1.16,Southeast
2015/11/8,1.16,Southeast
2015/11/1,0.98,Southeast
2015/10/25,1.16,Southeast
2015/10/18,1.15,Southeast
2015/10/11,0.97,Southeast
2015/10/4,0.98,Southeast
2015/9/27,1.17,Southeast
2015/9/20,0.96,Southeast
2015/9/13,1.15,Southeast
2015/9/6,0.97,Southeast
2015/8/30,1.19,Southeast
2015/8/23,1.16,Southeast
2015/8/16,1.16,Southeast
2015/8/9,1,Southeast
2015/8/2,1.18,Southeast
2015/7/26,1.15,Southeast
2015/7/19,0.99,Southeast
2015/7/12,1.17,Southeast
2015/7/5,0.99,Southeast
2015/6/28,1.14,Southeast
2015/6/21,0.97,Southeast
2015/6/14,1.15,Southeast
2015/6/7,0.99,Southeast
2015/5/31,1.17,Southeast
2015/5/24,1,Southeast
2015/5/17,1.15,Southeast
2015/5/10,1.17,Southeast
2015/5/3,0.97,Southeast
2015/4/26,1.16,Southeast
2015/4/19,1.14,Southeast
2015/4/12,1,Southeast
2015/4/5,1.08,Southeast
2015/3/29,1.16,Southeast
2015/3/22,0.98,Southeast
2015/3/15,1.21,Southeast
2015/3/8,1.18,Southeast
2015/3/1,1.01,Southeast
2015/2/22,1.11,Southeast
2015/2/15,1.16,Southeast
2015/2/8,1.11,Southeast
2015/2/1,0.93,Southeast
2015/1/25,1.15,Southeast
2015/1/18,1.19,Southeast
2015/1/11,1.18,Southeast
2015/1/4,0.98,Southeast
2015/12/27,1.05,Spokane
2015/12/20,1.12,Spokane
2015/12/13,0.99,Spokane
2015/12/6,0.85,Spokane
2015/11/29,1.17,Spokane
2015/11/22,1.12,Spokane
2015/11/15,1,Spokane
2015/11/8,1.08,Spokane
2015/11/1,1.13,Spokane
2015/10/25,1.08,Spokane
2015/10/18,1.13,Spokane
2015/10/11,0.94,Spokane
2015/10/4,0.99,Spokane
2015/9/27,1.09,Spokane
2015/9/20,1.05,Spokane
2015/9/13,1.03,Spokane
2015/9/6,1.08,Spokane
2015/8/30,1.11,Spokane
2015/8/23,1.08,Spokane
2015/8/16,1.15,Spokane
2015/8/9,1.21,Spokane
2015/8/2,1.19,Spokane
2015/7/26,1.18,Spokane
2015/7/19,1.16,Spokane
2015/7/12,1.05,Spokane
2015/7/5,1.22,Spokane
2015/6/28,1.2,Spokane
2015/6/21,1.12,Spokane
2015/6/14,1.13,Spokane
2015/6/7,1.19,Spokane
2015/5/31,1.08,Spokane
2015/5/24,1.07,Spokane
2015/5/17,1.09,Spokane
2015/5/10,1.03,Spokane
2015/5/3,0.98,Spokane
2015/4/26,1.08,Spokane
2015/4/19,1.03,Spokane
2015/4/12,1.21,Spokane
2015/4/5,1.15,Spokane
2015/3/29,1.12,Spokane
2015/3/22,1.1,Spokane
2015/3/15,1.19,Spokane
2015/3/8,1.18,Spokane
2015/3/1,1.03,Spokane
2015/2/22,1.03,Spokane
2015/2/15,1.24,Spokane
2015/2/8,1.03,Spokane
2015/2/1,0.97,Spokane
2015/1/25,1.21,Spokane
2015/1/18,1.18,Spokane
2015/1/11,1.07,Spokane
2015/1/4,1,Spokane
2015/12/27,1.1,StLouis
2015/12/20,1.13,StLouis
2015/12/13,0.99,StLouis
2015/12/6,1.09,StLouis
2015/11/29,1.16,StLouis
2015/11/22,1.15,StLouis
2015/11/15,1.07,StLouis
2015/11/8,1.18,StLouis
2015/11/1,1.21,StLouis
2015/10/25,1.21,StLouis
2015/10/18,1.26,StLouis
2015/10/11,1.15,StLouis
2015/10/4,1.23,StLouis
2015/9/27,1.12,StLouis
2015/9/20,1.24,StLouis
2015/9/13,1.15,StLouis
2015/9/6,1.3,StLouis
2015/8/30,1.32,StLouis
2015/8/23,1.11,StLouis
2015/8/16,0.88,StLouis
2015/8/9,1.15,StLouis
2015/8/2,1.26,StLouis
2015/7/26,1.06,StLouis
2015/7/19,1.2,StLouis
2015/7/12,1.13,StLouis
2015/7/5,1.32,StLouis
2015/6/28,1.17,StLouis
2015/6/21,1.26,StLouis
2015/6/14,1.28,StLouis
2015/6/7,1.3,StLouis
2015/5/31,1.16,StLouis
2015/5/24,1.18,StLouis
2015/5/17,1.32,StLouis
2015/5/10,1.25,StLouis
2015/5/3,1.09,StLouis
2015/4/26,1.37,StLouis
2015/4/19,1.34,StLouis
2015/4/12,1.21,StLouis
2015/4/5,1.36,StLouis
2015/3/29,1.21,StLouis
2015/3/22,1.34,StLouis
2015/3/15,1.33,StLouis
2015/3/8,1.36,StLouis
2015/3/1,1.24,StLouis
2015/2/22,1.32,StLouis
2015/2/15,1.23,StLouis
2015/2/8,1.09,StLouis
2015/2/1,1.1,StLouis
2015/1/25,1.17,StLouis
2015/1/18,1.28,StLouis
2015/1/11,1.29,StLouis
2015/1/4,1.15,StLouis
2015/12/27,1.36,Syracuse
2015/12/20,1.36,Syracuse
2015/12/13,1.32,Syracuse
2015/12/6,1.17,Syracuse
2015/11/29,1.41,Syracuse
2015/11/22,1.38,Syracuse
2015/11/15,1.21,Syracuse
2015/11/8,1.23,Syracuse
2015/11/1,1.16,Syracuse
2015/10/25,1.26,Syracuse
2015/10/18,1.26,Syracuse
2015/10/11,1.32,Syracuse
2015/10/4,1.34,Syracuse
2015/9/27,1.16,Syracuse
2015/9/20,1.44,Syracuse
2015/9/13,1.44,Syracuse
2015/9/6,1.36,Syracuse
2015/8/30,1.2,Syracuse
2015/8/23,1.44,Syracuse
2015/8/16,1.42,Syracuse
2015/8/9,1.35,Syracuse
2015/8/2,1.48,Syracuse
2015/7/26,1.23,Syracuse
2015/7/19,1.38,Syracuse
2015/7/12,1.25,Syracuse
2015/7/5,1.45,Syracuse
2015/6/28,1.39,Syracuse
2015/6/21,1.4,Syracuse
2015/6/14,1.35,Syracuse
2015/6/7,1.22,Syracuse
2015/5/31,1.36,Syracuse
2015/5/24,1.35,Syracuse
2015/5/17,1.44,Syracuse
2015/5/10,1.34,Syracuse
2015/5/3,1.4,Syracuse
2015/4/26,1.4,Syracuse
2015/4/19,1.4,Syracuse
2015/4/12,1.36,Syracuse
2015/4/5,1.38,Syracuse
2015/3/29,1.29,Syracuse
2015/3/22,1.33,Syracuse
2015/3/15,1.36,Syracuse
2015/3/8,1.28,Syracuse
2015/3/1,1.32,Syracuse
2015/2/22,1.33,Syracuse
2015/2/15,1.35,Syracuse
2015/2/8,1.25,Syracuse
2015/2/1,1.26,Syracuse
2015/1/25,1.37,Syracuse
2015/1/18,1.4,Syracuse
2015/1/11,1.45,Syracuse
2015/1/4,1.33,Syracuse
2015/12/27,0.97,Tampa
2015/12/20,1.15,Tampa
2015/12/13,0.96,Tampa
2015/12/6,1.17,Tampa
2015/11/29,0.96,Tampa
2015/11/22,0.97,Tampa
2015/11/15,1.22,Tampa
2015/11/8,1.21,Tampa
2015/11/1,0.97,Tampa
2015/10/25,1.12,Tampa
2015/10/18,1.11,Tampa
2015/10/11,0.88,Tampa
2015/10/4,0.89,Tampa
2015/9/27,1.13,Tampa
2015/9/20,0.88,Tampa
2015/9/13,1.1,Tampa
2015/9/6,0.91,Tampa
2015/8/30,1.2,Tampa
2015/8/23,1.17,Tampa
2015/8/16,1.17,Tampa
2015/8/9,0.97,Tampa
2015/8/2,1.18,Tampa
2015/7/26,1.16,Tampa
2015/7/19,0.97,Tampa
2015/7/12,1.17,Tampa
2015/7/5,0.95,Tampa
2015/6/28,1.11,Tampa
2015/6/21,0.95,Tampa
2015/6/14,1.17,Tampa
2015/6/7,0.97,Tampa
2015/5/31,1.22,Tampa
2015/5/24,0.99,Tampa
2015/5/17,1.18,Tampa
2015/5/10,1.21,Tampa
2015/5/3,0.97,Tampa
2015/4/26,1.19,Tampa
2015/4/19,1.16,Tampa
2015/4/12,0.99,Tampa
2015/4/5,1.09,Tampa
2015/3/29,1.2,Tampa
2015/3/22,0.97,Tampa
2015/3/15,1.25,Tampa
2015/3/8,1.22,Tampa
2015/3/1,1,Tampa
2015/2/22,1.12,Tampa
2015/2/15,1.21,Tampa
2015/2/8,1.19,Tampa
2015/2/1,0.92,Tampa
2015/1/25,1.21,Tampa
2015/1/18,1.27,Tampa
2015/1/11,1.24,Tampa
2015/1/4,0.97,Tampa
2015/12/27,0.83,West
2015/12/20,0.88,West
2015/12/13,0.85,West
2015/12/6,0.75,West
2015/11/29,0.99,West
2015/11/22,0.92,West
2015/11/15,0.83,West
2015/11/8,0.88,West
2015/11/1,0.9,West
2015/10/25,0.95,West
2015/10/18,0.89,West
2015/10/11,0.91,West
2015/10/4,1,West
2015/9/27,0.97,West
2015/9/20,0.92,West
2015/9/13,0.92,West
2015/9/6,0.93,West
2015/8/30,1.03,West
2015/8/23,1.04,West
2015/8/16,0.98,West
2015/8/9,1.01,West
2015/8/2,1.02,West
2015/7/26,1.07,West
2015/7/19,1.04,West
2015/7/12,1.01,West
2015/7/5,0.98,West
2015/6/28,1.03,West
2015/6/21,0.93,West
2015/6/14,0.92,West
2015/6/7,0.92,West
2015/5/31,0.93,West
2015/5/24,0.93,West
2015/5/17,0.98,West
2015/5/10,0.94,West
2015/5/3,0.89,West
2015/4/26,0.9,West
2015/4/19,0.88,West
2015/4/12,0.98,West
2015/4/5,0.95,West
2015/3/29,0.93,West
2015/3/22,0.99,West
2015/3/15,0.94,West
2015/3/8,0.99,West
2015/3/1,0.95,West
2015/2/22,0.95,West
2015/2/15,0.98,West
2015/2/8,0.89,West
2015/2/1,0.84,West
2015/1/25,0.94,West
2015/1/18,0.96,West
2015/1/11,0.95,West
2015/1/4,0.89,West
2015/12/27,0.71,WestTexNewMexico
2015/12/20,0.83,WestTexNewMexico
2015/12/13,0.78,WestTexNewMexico
2015/12/6,0.74,WestTexNewMexico
2015/11/29,0.81,WestTexNewMexico
2015/11/22,0.78,WestTexNewMexico
2015/11/15,0.71,WestTexNewMexico
2015/11/8,0.76,WestTexNewMexico
2015/11/1,0.8,WestTexNewMexico
2015/10/25,0.82,WestTexNewMexico
2015/10/18,0.81,WestTexNewMexico
2015/10/11,0.89,WestTexNewMexico
2015/10/4,0.85,WestTexNewMexico
2015/9/27,0.79,WestTexNewMexico
2015/9/20,0.78,WestTexNewMexico
2015/9/13,0.75,WestTexNewMexico
2015/9/6,0.8,WestTexNewMexico
2015/8/30,0.82,WestTexNewMexico
2015/8/23,0.8,WestTexNewMexico
2015/8/16,0.77,WestTexNewMexico
2015/8/9,0.74,WestTexNewMexico
2015/8/2,0.79,WestTexNewMexico
2015/7/26,0.81,WestTexNewMexico
2015/7/19,0.76,WestTexNewMexico
2015/7/12,0.77,WestTexNewMexico
2015/7/5,0.78,WestTexNewMexico
2015/6/28,0.71,WestTexNewMexico
2015/6/21,0.74,WestTexNewMexico
2015/6/14,0.7,WestTexNewMexico
2015/6/7,0.68,WestTexNewMexico
2015/5/31,0.74,WestTexNewMexico
2015/5/24,0.75,WestTexNewMexico
2015/5/17,0.7,WestTexNewMexico
2015/5/10,0.71,WestTexNewMexico
2015/5/3,0.74,WestTexNewMexico
2015/4/26,0.74,WestTexNewMexico
2015/4/19,0.7,WestTexNewMexico
2015/4/12,0.76,WestTexNewMexico
2015/4/5,0.76,WestTexNewMexico
2015/3/29,0.74,WestTexNewMexico
2015/3/22,0.85,WestTexNewMexico
2015/3/15,0.75,WestTexNewMexico
2015/3/8,0.73,WestTexNewMexico
2015/3/1,0.84,WestTexNewMexico
2015/2/22,0.85,WestTexNewMexico
2015/2/15,0.78,WestTexNewMexico
2015/2/8,0.72,WestTexNewMexico
2015/2/1,0.71,WestTexNewMexico
2015/1/25,0.8,WestTexNewMexico
2015/1/18,0.8,WestTexNewMexico
2015/1/11,0.92,WestTexNewMexico
2015/1/4,0.75,WestTexNewMexico
2016/12/25,1.52,Albany
2016/12/18,1.53,Albany
2016/12/11,1.49,Albany
2016/12/4,1.48,Albany
2016/11/27,1.52,Albany
2016/11/20,1.56,Albany
2016/11/13,1.62,Albany
2016/11/6,1.63,Albany
2016/10/30,1.46,Albany
2016/10/23,1.19,Albany
2016/10/16,1.4,Albany
2016/10/9,1.13,Albany
2016/10/2,1.51,Albany
2016/9/25,1.62,Albany
2016/9/18,1.39,Albany
2016/9/11,1.37,Albany
2016/9/4,1.44,Albany
2016/8/28,1.18,Albany
2016/8/21,1.43,Albany
2016/8/14,1.2,Albany
2016/8/7,1.48,Albany
2016/7/31,1.61,Albany
2016/7/24,1.46,Albany
2016/7/17,1.31,Albany
2016/7/10,1.11,Albany
2016/7/3,1.42,Albany
2016/6/26,1.5,Albany
2016/6/19,1.42,Albany
2016/6/12,1.38,Albany
2016/6/5,1.47,Albany
2016/5/29,1.49,Albany
2016/5/22,1.34,Albany
2016/5/15,1.36,Albany
2016/5/8,1.27,Albany
2016/5/1,1.03,Albany
2016/4/24,1.18,Albany
2016/4/17,1.22,Albany
2016/4/10,1.46,Albany
2016/4/3,0.85,Albany
2016/3/27,1.49,Albany
2016/3/20,1.32,Albany
2016/3/13,1.18,Albany
2016/3/6,1.27,Albany
2016/2/28,1.26,Albany
2016/2/21,1.28,Albany
2016/2/14,1.13,Albany
2016/2/7,1.07,Albany
2016/1/31,1.16,Albany
2016/1/24,1.22,Albany
2016/1/17,1.26,Albany
2016/1/10,1.28,Albany
2016/1/3,1.03,Albany
2016/12/25,0.91,Atlanta
2016/12/18,0.94,Atlanta
2016/12/11,1.06,Atlanta
2016/12/4,1.03,Atlanta
2016/11/27,1.22,Atlanta
2016/11/20,1.14,Atlanta
2016/11/13,1.25,Atlanta
2016/11/6,1.29,Atlanta
2016/10/30,1.26,Atlanta
2016/10/23,1.23,Atlanta
2016/10/16,1.16,Atlanta
2016/10/9,1.23,Atlanta
2016/10/2,1.26,Atlanta
2016/9/25,1.26,Atlanta
2016/9/18,1.01,Atlanta
2016/9/11,0.9,Atlanta
2016/9/4,0.89,Atlanta
2016/8/28,0.95,Atlanta
2016/8/21,0.94,Atlanta
2016/8/14,0.87,Atlanta
2016/8/7,1.04,Atlanta
2016/7/31,0.98,Atlanta
2016/7/24,1,Atlanta
2016/7/17,1.01,Atlanta
2016/7/10,0.92,Atlanta
2016/7/3,0.77,Atlanta
2016/6/26,0.85,Atlanta
2016/6/19,0.78,Atlanta
2016/6/12,0.78,Atlanta
2016/6/5,0.75,Atlanta
2016/5/29,0.78,Atlanta
2016/5/22,0.79,Atlanta
2016/5/15,0.68,Atlanta
2016/5/8,0.81,Atlanta
2016/5/1,0.77,Atlanta
2016/4/24,0.79,Atlanta
2016/4/17,0.89,Atlanta
2016/4/10,0.83,Atlanta
2016/4/3,1.03,Atlanta
2016/3/27,0.98,Atlanta
2016/3/20,0.98,Atlanta
2016/3/13,0.9,Atlanta
2016/3/6,1.03,Atlanta
2016/2/28,0.9,Atlanta
2016/2/21,1.04,Atlanta
2016/2/14,0.97,Atlanta
2016/2/7,0.76,Atlanta
2016/1/31,1.04,Atlanta
2016/1/24,0.92,Atlanta
2016/1/17,1.04,Atlanta
2016/1/10,0.93,Atlanta
2016/1/3,1.05,Atlanta
2016/12/25,1.47,BaltimoreWashington
2016/12/18,1.21,BaltimoreWashington
2016/12/11,1.35,BaltimoreWashington
2016/12/4,1.41,BaltimoreWashington
2016/11/27,1.49,BaltimoreWashington
2016/11/20,1.6,BaltimoreWashington
2016/11/13,1.73,BaltimoreWashington
2016/11/6,1.8,BaltimoreWashington
2016/10/30,1.86,BaltimoreWashington
2016/10/23,1.85,BaltimoreWashington
2016/10/16,1.69,BaltimoreWashington
2016/10/9,1.59,BaltimoreWashington
2016/10/2,1.66,BaltimoreWashington
2016/9/25,1.58,BaltimoreWashington
2016/9/18,1.5,BaltimoreWashington
2016/9/11,1.34,BaltimoreWashington
2016/9/4,1.51,BaltimoreWashington
2016/8/28,1.57,BaltimoreWashington
2016/8/21,1.48,BaltimoreWashington
2016/8/14,1.52,BaltimoreWashington
2016/8/7,1.52,BaltimoreWashington
2016/7/31,1.65,BaltimoreWashington
2016/7/24,1.64,BaltimoreWashington
2016/7/17,1.47,BaltimoreWashington
2016/7/10,1.37,BaltimoreWashington
2016/7/3,1.38,BaltimoreWashington
2016/6/26,1.36,BaltimoreWashington
2016/6/19,1.37,BaltimoreWashington
2016/6/12,1.34,BaltimoreWashington
2016/6/5,1.33,BaltimoreWashington
2016/5/29,1.19,BaltimoreWashington
2016/5/22,1.19,BaltimoreWashington
2016/5/15,1.12,BaltimoreWashington
2016/5/8,0.95,BaltimoreWashington
2016/5/1,1.07,BaltimoreWashington
2016/4/24,1.13,BaltimoreWashington
2016/4/17,1.13,BaltimoreWashington
2016/4/10,1.12,BaltimoreWashington
2016/4/3,1.14,BaltimoreWashington
2016/3/27,1.19,BaltimoreWashington
2016/3/20,1.1,BaltimoreWashington
2016/3/13,1.18,BaltimoreWashington
2016/3/6,1.21,BaltimoreWashington
2016/2/28,1.12,BaltimoreWashington
2016/2/21,1.2,BaltimoreWashington
2016/2/14,1.11,BaltimoreWashington
2016/2/7,1.1,BaltimoreWashington
2016/1/31,1.11,BaltimoreWashington
2016/1/24,1.09,BaltimoreWashington
2016/1/17,1.17,BaltimoreWashington
2016/1/10,1.17,BaltimoreWashington
2016/1/3,1.11,BaltimoreWashington
2016/12/25,1.03,Boise
2016/12/18,1.02,Boise
2016/12/11,0.8,Boise
2016/12/4,1.01,Boise
2016/11/27,1.22,Boise
2016/11/20,1.27,Boise
2016/11/13,1.28,Boise
2016/11/6,1.37,Boise
2016/10/30,1.34,Boise
2016/10/23,1.17,Boise
2016/10/16,1.09,Boise
2016/10/9,1.03,Boise
2016/10/2,0.9,Boise
2016/9/25,0.91,Boise
2016/9/18,0.97,Boise
2016/9/11,0.89,Boise
2016/9/4,1.01,Boise
2016/8/28,0.99,Boise
2016/8/21,0.9,Boise
2016/8/14,0.93,Boise
2016/8/7,0.76,Boise
2016/7/31,0.78,Boise
2016/7/24,0.74,Boise
2016/7/17,0.7,Boise
2016/7/10,0.75,Boise
2016/7/3,0.77,Boise
2016/6/26,0.69,Boise
2016/6/19,0.7,Boise
2016/6/12,0.67,Boise
2016/6/5,0.63,Boise
2016/5/29,0.63,Boise
2016/5/22,0.65,Boise
2016/5/15,0.58,Boise
2016/5/8,0.61,Boise
2016/5/1,0.63,Boise
2016/4/24,0.65,Boise
2016/4/17,0.67,Boise
2016/4/10,0.82,Boise
2016/4/3,0.82,Boise
2016/3/27,0.81,Boise
2016/3/20,0.94,Boise
2016/3/13,0.83,Boise
2016/3/6,0.86,Boise
2016/2/28,0.89,Boise
2016/2/21,0.74,Boise
2016/2/14,0.94,Boise
2016/2/7,0.82,Boise
2016/1/31,0.94,Boise
2016/1/24,0.9,Boise
2016/1/17,0.92,Boise
2016/1/10,0.93,Boise
2016/1/3,0.77,Boise
2016/12/25,1.28,Boston
2016/12/18,1.09,Boston
2016/12/11,1.22,Boston
2016/12/4,1.26,Boston
2016/11/27,1.45,Boston
2016/11/20,1.39,Boston
2016/11/13,1.56,Boston
2016/11/6,1.62,Boston
2016/10/30,1.67,Boston
2016/10/23,1.58,Boston
2016/10/16,1.6,Boston
2016/10/9,1.49,Boston
2016/10/2,1.59,Boston
2016/9/25,1.53,Boston
2016/9/18,1.45,Boston
2016/9/11,1.27,Boston
2016/9/4,1.41,Boston
2016/8/28,1.37,Boston
2016/8/21,1.31,Boston
2016/8/14,1.29,Boston
2016/8/7,1.48,Boston
2016/7/31,1.61,Boston
2016/7/24,1.52,Boston
2016/7/17,1.56,Boston
2016/7/10,1.32,Boston
2016/7/3,1.38,Boston
2016/6/26,1.33,Boston
2016/6/19,1.32,Boston
2016/6/12,1.29,Boston
2016/6/5,1.26,Boston
2016/5/29,1.08,Boston
2016/5/22,1.05,Boston
2016/5/15,1.06,Boston
2016/5/8,0.85,Boston
2016/5/1,1.05,Boston
2016/4/24,1.07,Boston
2016/4/17,1.08,Boston
2016/4/10,0.99,Boston
2016/4/3,1.11,Boston
2016/3/27,1.08,Boston
2016/3/20,1.1,Boston
2016/3/13,1.05,Boston
2016/3/6,1.1,Boston
2016/2/28,1.08,Boston
2016/2/21,1.14,Boston
2016/2/14,0.98,Boston
2016/2/7,1.05,Boston
2016/1/31,1.03,Boston
2016/1/24,1.05,Boston
2016/1/17,1.02,Boston
2016/1/10,1.15,Boston
2016/1/3,1.01,Boston
2016/12/25,1.41,BuffaloRochester
2016/12/18,1.36,BuffaloRochester
2016/12/11,1.47,BuffaloRochester
2016/12/4,1.66,BuffaloRochester
2016/11/27,1.57,BuffaloRochester
2016/11/20,1.63,BuffaloRochester
2016/11/13,1.6,BuffaloRochester
2016/11/6,1.64,BuffaloRochester
2016/10/30,1.65,BuffaloRochester
2016/10/23,1.6,BuffaloRochester
2016/10/16,1.36,BuffaloRochester
2016/10/9,1.37,BuffaloRochester
2016/10/2,1.35,BuffaloRochester
2016/9/25,1.4,BuffaloRochester
2016/9/18,1.54,BuffaloRochester
2016/9/11,1.38,BuffaloRochester
2016/9/4,1.48,BuffaloRochester
2016/8/28,1.4,BuffaloRochester
2016/8/21,1.33,BuffaloRochester
2016/8/14,1.41,BuffaloRochester
2016/8/7,1.5,BuffaloRochester
2016/7/31,1.45,BuffaloRochester
2016/7/24,1.44,BuffaloRochester
2016/7/17,1.3,BuffaloRochester
2016/7/10,1.25,BuffaloRochester
2016/7/3,1.3,BuffaloRochester
2016/6/26,1.26,BuffaloRochester
2016/6/19,1.23,BuffaloRochester
2016/6/12,1.15,BuffaloRochester
2016/6/5,1.15,BuffaloRochester
2016/5/29,1.19,BuffaloRochester
2016/5/22,1.12,BuffaloRochester
2016/5/15,1.09,BuffaloRochester
2016/5/8,1.09,BuffaloRochester
2016/5/1,1.11,BuffaloRochester
2016/4/24,1.15,BuffaloRochester
2016/4/17,1.14,BuffaloRochester
2016/4/10,1.1,BuffaloRochester
2016/4/3,1.04,BuffaloRochester
2016/3/27,1.13,BuffaloRochester
2016/3/20,1.14,BuffaloRochester
2016/3/13,1.11,BuffaloRochester
2016/3/6,1.36,BuffaloRochester
2016/2/28,1.22,BuffaloRochester
2016/2/21,1.31,BuffaloRochester
2016/2/14,1.29,BuffaloRochester
2016/2/7,1.3,BuffaloRochester
2016/1/31,1.21,BuffaloRochester
2016/1/24,1.31,BuffaloRochester
2016/1/17,1.38,BuffaloRochester
2016/1/10,1.35,BuffaloRochester
2016/1/3,1.39,BuffaloRochester
2016/12/25,0.94,California
2016/12/18,0.95,California
2016/12/11,0.9,California
2016/12/4,0.98,California
2016/11/27,1.21,California
2016/11/20,1.32,California
2016/11/13,1.48,California
2016/11/6,1.68,California
2016/10/30,1.68,California
2016/10/23,1.39,California
2016/10/16,1.4,California
2016/10/9,1.34,California
2016/10/2,1.19,California
2016/9/25,1.15,California
2016/9/18,1.22,California
2016/9/11,1.12,California
2016/9/4,1.08,California
2016/8/28,0.99,California
2016/8/21,1.05,California
2016/8/14,1.07,California
2016/8/7,1.17,California
2016/7/31,1.22,California
2016/7/24,1.2,California
2016/7/17,1.14,California
2016/7/10,1.08,California
2016/7/3,1.1,California
2016/6/26,1.03,California
2016/6/19,1.06,California
2016/6/12,1.01,California
2016/6/5,0.94,California
2016/5/29,0.98,California
2016/5/22,0.9,California
2016/5/15,0.97,California
2016/5/8,0.79,California
2016/5/1,0.75,California
2016/4/24,0.84,California
2016/4/17,0.93,California
2016/4/10,0.94,California
2016/4/3,0.93,California
2016/3/27,0.93,California
2016/3/20,0.91,California
2016/3/13,0.96,California
2016/3/6,0.92,California
2016/2/28,0.89,California
2016/2/21,0.89,California
2016/2/14,0.82,California
2016/2/7,0.7,California
2016/1/31,0.88,California
2016/1/24,0.88,California
2016/1/17,0.9,California
