订单号,用户ID,商品ID,商品名,单价,数量,总价,下单时间,
700010202002253637,94461713,700010,儿童口罩,20,15,300,2020-08-25 14:36:37,
700010202002254700,64984995,700010,儿童口罩,20,18,360,2020-08-25 14:47:00,
700010202002255450,35089655,700010,儿童口罩,20,23,460,2020-08-25 14:54:50,
700010202002255738,23355239,700010,儿童口罩,20,15,300,2020-08-25 14:57:38,
700010202002255738,52113410,700010,儿童口罩,20,15,300,2020-08-25 14:57:38,
700010202002255813,23430788,700010,儿童口罩,20,33,660,2020-08-25 14:58:13,
700010202002255836,88174579,700010,儿童口罩,20,15,300,2020-08-25 14:58:36,
700010202002255927,15543282,700010,儿童口罩,20,15,300,2020-08-25 14:59:27,
700010202002255927,71904753,700010,儿童口罩,20,25,500,2020-08-25 14:59:27,
700010202002254337,5253808,700010,儿童口罩,20,15,300,2020-08-25 15:43:37,
700010202002254701,52339980,700010,儿童口罩,20,12,240,2020-08-25 15:47:01,
700010202002254701,75491738,700010,儿童口罩,20,12,240,2020-08-25 15:47:01,
700010202002255050,71596828,700010,儿童口罩,20,16,320,2020-08-25 15:50:50,
700010202002255050,3537208,700010,儿童口罩,20,46,920,2020-08-25 15:50:50,
700010202002252930,18297974,700010,儿童口罩,20,15,300,2020-08-25 16:29:30,
700010202002253018,13460943,700010,儿童口罩,20,23,460,2020-08-25 16:30:18,
700010202002253732,3052564,700010,儿童口罩,20,12,240,2020-08-25 16:37:32,
700010202002254254,11343336,700010,儿童口罩,20,10,200,2020-08-25 16:42:54,
700010202002255019,44710030,700010,儿童口罩,20,12,240,2020-08-25 16:50:19,
700010202002255019,4729971,700010,儿童口罩,20,22,440,2020-08-25 16:50:19,
700010202002250307,99474855,700010,儿童口罩,20,10,200,2020-08-25 17:03:07,
700010202002251050,32754180,700010,儿童口罩,20,23,460,2020-08-25 17:10:50,
700010202002251455,51363450,700010,儿童口罩,20,20,400,2020-08-25 17:14:55,
700010202002252012,49505102,700010,儿童口罩,20,22,440,2020-08-25 17:20:12,
700010202002253537,90748885,700010,儿童口罩,20,10,200,2020-08-25 17:35:37,
700010202002251529,58472330,700010,儿童口罩,20,29,580,2020-08-25 18:15:29,
700010202002253137,92358593,700010,儿童口罩,20,17,340,2020-08-25 18:31:37,
700010202002253137,97596602,700010,儿童口罩,20,15,300,2020-08-25 18:31:37,
700010202002253224,53040431,700010,儿童口罩,20,15,300,2020-08-25 18:32:24,
700010202002254822,11928933,700010,儿童口罩,20,15,300,2020-08-25 18:48:22,
700010202002254822,51244641,700010,儿童口罩,20,16,320,2020-08-25 18:48:22,
700010202002255417,82251051,700010,儿童口罩,20,34,680,2020-08-25 18:54:17,
700010202002255417,50285737,700010,儿童口罩,20,40,800,2020-08-25 18:54:17,
700010202002252449,85096897,700010,儿童口罩,20,38,760,2020-08-25 19:24:49,
700010202002252449,97407210,700010,儿童口罩,20,23,460,2020-08-25 19:24:49,
700010202002254202,98190686,700010,儿童口罩,20,10,200,2020-08-25 19:42:02,
700010202002253011,60266453,700010,儿童口罩,20,46,920,2020-08-25 20:30:11,
700010202002253011,72565165,700010,儿童口罩,20,10,200,2020-08-25 20:30:11,
700010202002253413,29193404,700010,儿童口罩,20,35,700,2020-08-25 20:34:13,
700010202002253423,9097626,700010,儿童口罩,20,45,900,2020-08-25 20:34:23,
700010202002255258,66006675,700010,儿童口罩,20,12,240,2020-08-25 20:52:58,
700010202002255258,25959205,700010,儿童口罩,20,10,200,2020-08-25 20:52:58,
700010202002255655,56827436,700010,儿童口罩,20,16,320,2020-08-25 20:56:55,
700010202002255655,52819794,700010,儿童口罩,20,10,200,2020-08-25 20:56:55,
700010202002251148,98075864,700010,儿童口罩,20,46,920,2020-08-25 21:11:48,
700010202002251148,43694559,700010,儿童口罩,20,25,500,2020-08-25 21:11:48,
700010202002252942,73781329,700010,儿童口罩,20,10,200,2020-08-25 21:29:42,
700010202002254843,57505911,700010,儿童口罩,20,15,300,2020-08-25 21:48:43,
700010202002254843,10069278,700010,儿童口罩,20,15,300,2020-08-25 21:48:43,
700010202002255304,4969297,700010,儿童口罩,20,12,240,2020-08-25 21:53:04,
700010202002255425,61721886,700010,儿童口罩,20,34,680,2020-08-25 21:54:25,
700010202002255425,27326893,700010,儿童口罩,20,20,400,2020-08-25 21:54:25,
700010202002251512,9904139,700010,儿童口罩,20,10,200,2020-08-25 22:15:12,
700010202002252430,23290492,700010,儿童口罩,20,20,400,2020-08-25 22:24:30,
700010202002254813,47863706,700010,儿童口罩,20,30,600,2020-08-25 22:48:13,
700010202002254813,49703086,700010,儿童口罩,20,26,520,2020-08-25 22:48:13,
700010202002250218,12978715,700010,儿童口罩,20,48,960,2020-08-25 23:02:18,
700010202002250218,52586622,700010,儿童口罩,20,15,300,2020-08-25 23:02:18,
700010202002250249,13461771,700010,儿童口罩,20,48,960,2020-08-25 23:02:49,
700010202002250249,86296653,700010,儿童口罩,20,17,340,2020-08-25 23:02:49,
700010202002250820,27754371,700010,儿童口罩,20,20,400,2020-08-25 23:08:20,
700010202002253847,49058364,700010,儿童口罩,20,25,500,2020-08-25 23:38:47,
700010202002253847,24335543,700010,儿童口罩,20,19,380,2020-08-25 23:38:47,
700010202002254717,32546773,700010,儿童口罩,20,15,300,2020-08-25 23:47:17,
700010202002254717,4747788,700010,儿童口罩,20,18,360,2020-08-25 23:47:17,
700010202002255550,56944076,700010,儿童口罩,20,29,580,2020-08-25 23:55:50,
700010202002255950,22827709,700010,儿童口罩,20,20,400,2020-08-25 23:59:50,
700010202002261530,90688577,700010,儿童口罩,20,16,320,2020-08-26 07:15:30,
700010202002261530,24684791,700010,儿童口罩,20,25,500,2020-08-26 07:15:30,
700010202002262824,20535418,700010,儿童口罩,20,15,300,2020-08-26 07:28:24,
700010202002264230,80035718,700010,儿童口罩,20,23,460,2020-08-26 07:42:30,
700010202002264732,61273951,700010,儿童口罩,20,15,300,2020-08-26 07:47:32,
700010202002264732,46248139,700010,儿童口罩,20,15,300,2020-08-26 07:47:32,
700010202002274257,53159217,700010,儿童口罩,20,15,300,2020-08-27 15:42:57,
700010202002274257,1899490,700010,儿童口罩,20,50,1000,2020-08-27 15:42:57,
700010202002270929,99926230,700010,儿童口罩,20,23,460,2020-08-27 16:09:29,
700010202002270929,63510116,700010,儿童口罩,20,25,500,2020-08-27 16:09:29,
700010202002271532,41612118,700010,儿童口罩,20,20,400,2020-08-27 16:15:32,
700010202002271706,70064273,700010,儿童口罩,20,15,300,2020-08-27 16:17:06,
700010202002271706,6778425,700010,儿童口罩,20,29,580,2020-08-27 16:17:06,
700010202002271735,38124991,700010,儿童口罩,20,10,200,2020-08-27 16:17:35,
700010202002271735,93664108,700010,儿童口罩,20,12,240,2020-08-27 16:17:35,
700010202002272252,83555833,700010,儿童口罩,20,12,240,2020-08-27 16:22:52,
700010202002275150,2241720,700010,儿童口罩,20,30,600,2020-08-27 16:51:50,
700010202002275150,43278153,700010,儿童口罩,20,15,300,2020-08-27 16:51:50,
700010202002275323,8026576,700010,儿童口罩,20,29,580,2020-08-27 16:53:23,
700010202002273217,41453566,700010,儿童口罩,20,26,520,2020-08-27 17:32:17,
700010202002273217,19982169,700010,儿童口罩,20,20,400,2020-08-27 17:32:17,
700010202002271932,82088115,700010,儿童口罩,20,10,200,2020-08-27 18:19:32,
700010202002271935,92544820,700010,儿童口罩,20,15,300,2020-08-27 18:19:35,
700010202002271935,15857310,700010,儿童口罩,20,30,600,2020-08-27 18:19:35,
700010202002272232,4483310,700010,儿童口罩,20,9,180,2020-08-27 18:22:32,
700010202002273226,51979566,700010,儿童口罩,20,25,500,2020-08-27 18:32:26,
700010202002273226,44304232,700010,儿童口罩,20,23,460,2020-08-27 18:32:26,
700010202002274616,17753576,700010,儿童口罩,20,12,240,2020-08-27 18:46:16,
700010202002274929,41215326,700010,儿童口罩,20,10,200,2020-08-27 19:49:29,
700010202002270452,14152777,700010,儿童口罩,20,22,440,2020-08-27 20:04:52,
700010202002271427,74436942,700010,儿童口罩,20,19,380,2020-08-27 20:14:27,
700010202002271903,16982947,700010,儿童口罩,20,15,300,2020-08-27 20:19:03,
700010202002273411,28542759,700010,儿童口罩,20,25,500,2020-08-27 20:34:11,
700010202002273411,12603672,700010,儿童口罩,20,16,320,2020-08-27 20:34:11,
700010202002270018,29402267,700010,儿童口罩,20,25,500,2020-08-27 21:00:18,
700010202002270018,91274508,700010,儿童口罩,20,30,600,2020-08-27 21:00:18,
700010202002270718,28835657,700010,儿童口罩,20,19,380,2020-08-27 21:07:18,
700010202002273413,3636336,700010,儿童口罩,20,12,240,2020-08-27 21:34:13,
700010202002271756,69703187,700010,儿童口罩,20,12,240,2020-08-27 22:17:56,
700010202002271756,39584686,700010,儿童口罩,20,15,300,2020-08-27 22:17:56,
700010202002275222,92848997,700010,儿童口罩,20,10,200,2020-08-27 22:52:22,
700010202002270031,13636537,700010,儿童口罩,20,23,460,2020-08-27 23:00:31,
700010202002270031,53441163,700010,儿童口罩,20,18,360,2020-08-27 23:00:31,
700010202002270342,48703556,700010,儿童口罩,20,18,360,2020-08-27 23:03:42,
700010202002270342,67455436,700010,儿童口罩,20,17,340,2020-08-27 23:03:42,
700010202002271114,3888331,700010,儿童口罩,20,15,300,2020-08-27 23:11:14,
700010202002271143,43497240,700010,儿童口罩,20,19,380,2020-08-27 23:11:43,
700010202002280957,69565971,700010,儿童口罩,20,20,400,2020-08-28 07:09:57,
700010202002281309,35049518,700010,儿童口罩,20,12,240,2020-08-28 07:13:09,
700010202002281309,24715123,700010,儿童口罩,20,23,460,2020-08-28 07:13:09,
700010202002281536,12520147,700010,儿童口罩,20,25,500,2020-08-28 07:15:36,
700010202002282248,26204316,700010,儿童口罩,20,43,860,2020-08-28 07:22:48,
700010202002284145,44852793,700010,儿童口罩,20,30,600,2020-08-28 07:41:45,
700010202002284845,15198914,700010,儿童口罩,20,15,300,2020-08-28 08:48:45,
700010202002282444,95758905,700010,儿童口罩,20,25,500,2020-08-28 09:24:44,
700010202002283452,3682750,700010,儿童口罩,20,16,320,2020-08-28 09:34:52,
700010202002283452,72544384,700010,儿童口罩,20,50,1000,2020-08-28 09:34:52,
700010202002284726,11619882,700010,儿童口罩,20,35,700,2020-08-28 09:47:26,
700010202002284726,42996663,700010,儿童口罩,20,32,640,2020-08-28 09:47:26,
700010202002280013,59416165,700010,儿童口罩,20,18,360,2020-08-28 10:00:13,
700010202002281928,17754350,700010,儿童口罩,20,15,300,2020-08-28 10:19:28,
700010202002281928,79247641,700010,儿童口罩,20,30,600,2020-08-28 10:19:28,
700010202002282959,79662181,700010,儿童口罩,20,15,300,2020-08-28 10:29:59,
700010202002283155,99188867,700010,儿童口罩,20,8,160,2020-08-28 10:31:55,
700010202002283155,17298281,700010,儿童口罩,20,25,500,2020-08-28 10:31:55,
700010202002285059,10643885,700010,儿童口罩,20,45,900,2020-08-28 10:50:59,
700010202002281903,75840876,700010,儿童口罩,20,12,240,2020-08-28 11:19:03,
700010202002281903,73881348,700010,儿童口罩,20,20,400,2020-08-28 11:19:03,
700010202002282207,76688953,700010,儿童口罩,20,25,500,2020-08-28 11:22:07,
700010202002282647,9045342,700010,儿童口罩,20,35,700,2020-08-28 11:26:47,
700010202002282915,70872792,700010,儿童口罩,20,20,400,2020-08-28 11:29:15,
700010202002282915,87567080,700010,儿童口罩,20,24,480,2020-08-28 11:29:15,
700010202002283004,20804110,700010,儿童口罩,20,45,900,2020-08-28 11:30:04,
700010202002283004,58743427,700010,儿童口罩,20,15,300,2020-08-28 11:30:04,
700010202002283059,41675605,700010,儿童口罩,20,15,300,2020-08-28 11:30:59,
700010202002283059,39814200,700010,儿童口罩,20,20,400,2020-08-28 11:30:59,
700010202002283350,82752168,700010,儿童口罩,20,20,400,2020-08-28 11:33:50,
700010202002285843,19228536,700010,儿童口罩,20,15,300,2020-08-28 11:58:43,
700010202002285843,72801103,700010,儿童口罩,20,26,520,2020-08-28 11:58:43,
700010202002280025,83800013,700010,儿童口罩,20,12,240,2020-08-28 12:00:25,
700010202002282246,25729784,700010,儿童口罩,20,49,980,2020-08-28 12:22:46,
700010202002282246,73378476,700010,儿童口罩,20,15,300,2020-08-28 12:22:46,
700010202002283230,65182347,700010,儿童口罩,20,12,240,2020-08-28 12:32:30,
700010202002283230,86656592,700010,儿童口罩,20,20,400,2020-08-28 12:32:30,
700010202002285200,21107403,700010,儿童口罩,20,15,300,2020-08-28 12:52:00,
700010202002285200,92614732,700010,儿童口罩,20,50,1000,2020-08-28 12:52:00,
700010202002285600,59231969,700010,儿童口罩,20,25,500,2020-08-28 12:56:00,
700010202002285600,17030437,700010,儿童口罩,20,18,360,2020-08-28 12:56:00,
700010202002280807,28679854,700010,儿童口罩,20,35,700,2020-08-28 13:08:07,
700010202002280807,75095786,700010,儿童口罩,20,15,300,2020-08-28 13:08:07,
700010202002282603,28744844,700010,儿童口罩,20,15,300,2020-08-28 13:26:03,
700010202002282823,82279931,700010,儿童口罩,20,30,600,2020-08-28 13:28:23,
700010202002282823,25370691,700010,儿童口罩,20,23,460,2020-08-28 13:28:23,
700010202002284129,41644585,700010,儿童口罩,20,22,440,2020-08-28 13:41:29,
700010202002281024,72760789,700010,儿童口罩,20,20,400,2020-08-28 14:10:24,
700010202002282151,91718181,700010,儿童口罩,20,16,320,2020-08-28 14:21:51,
700010202002282151,7186819,700010,儿童口罩,20,20,400,2020-08-28 14:21:51,
700010202002282202,89491469,700010,儿童口罩,20,15,300,2020-08-28 14:22:02,
700010202002283041,1273581,700010,儿童口罩,20,15,300,2020-08-28 14:30:41,
700010202002280956,39002458,700010,儿童口罩,20,25,500,2020-08-28 15:09:56,
700010202002281148,24069405,700010,儿童口罩,20,25,500,2020-08-28 15:11:48,
700010202002290550,44071680,700010,儿童口罩,20,18,360,2020-08-29 10:05:50,
700010202002290822,16111225,700010,儿童口罩,20,12,240,2020-08-29 10:08:22,
700010202002290830,14415561,700010,儿童口罩,20,12,240,2020-08-29 10:08:30,
700010202002290839,31066711,700010,儿童口罩,20,23,460,2020-08-29 10:08:39,
700010202002292610,65406549,700010,儿童口罩,20,22,440,2020-08-29 10:26:10,
700010202002292610,64249931,700010,儿童口罩,20,50,1000,2020-08-29 10:26:10,
700010202002294143,84980675,700010,儿童口罩,20,16,320,2020-08-29 10:41:43,
700010202002294143,5351395,700010,儿童口罩,20,15,300,2020-08-29 10:41:43,
700010202002295744,58603389,700010,儿童口罩,20,25,500,2020-08-29 10:57:44,
700010202002295744,35534698,700010,儿童口罩,20,22,440,2020-08-29 10:57:44,
700010202002290808,87117721,700010,儿童口罩,20,27,540,2020-08-29 11:08:08,
700010202002293154,68621880,700010,儿童口罩,20,18,360,2020-08-29 11:31:54,
700010202002293646,22274095,700010,儿童口罩,20,10,200,2020-08-29 11:36:46,
700010202002293646,97966221,700010,儿童口罩,20,18,360,2020-08-29 11:36:46,
700010202002295105,74603544,700010,儿童口罩,20,12,240,2020-08-29 11:51:05,
700010202002291235,71234319,700010,儿童口罩,20,13,260,2020-08-29 12:12:35,
700010202002291318,11145028,700010,儿童口罩,20,16,320,2020-08-29 12:13:18,
700010202002291318,25262779,700010,儿童口罩,20,15,300,2020-08-29 12:13:18,
700010202002292345,15172075,700010,儿童口罩,20,18,360,2020-08-29 12:23:45,
700010202002293039,79523001,700010,儿童口罩,20,23,460,2020-08-29 12:30:39,
700010202002293039,50480085,700010,儿童口罩,20,16,320,2020-08-29 12:30:39,
700010202002293717,98741235,700010,儿童口罩,20,25,500,2020-08-29 12:37:17,
700010202002293717,77359735,700010,儿童口罩,20,17,340,2020-08-29 12:37:17,
700010202002294527,51740385,700010,儿童口罩,20,33,660,2020-08-29 12:45:27,
700010202002290140,31369154,700010,儿童口罩,20,35,700,2020-08-29 13:01:40,
700010202002290140,77039776,700010,儿童口罩,20,25,500,2020-08-29 13:01:40,
700010202002291628,7504403,700010,儿童口罩,20,23,460,2020-08-29 13:16:28,
700010202002291736,2159625,700010,儿童口罩,20,23,460,2020-08-29 13:17:36,
700010202002291736,36188811,700010,儿童口罩,20,20,400,2020-08-29 13:17:36,
700010202002295959,34412341,700010,儿童口罩,20,19,380,2020-08-29 13:59:59,
700010202002295959,76448739,700010,儿童口罩,20,5,100,2020-08-29 13:59:59,
700010202002291518,93676743,700010,儿童口罩,20,15,300,2020-08-29 14:15:18,
700010202002291518,22352987,700010,儿童口罩,20,27,540,2020-08-29 14:15:18,
700010202002292421,53120757,700010,儿童口罩,20,35,700,2020-08-29 14:24:21,
700010202002292421,99176136,700010,儿童口罩,20,20,400,2020-08-29 14:24:21,
700010202002293109,69985888,700010,儿童口罩,20,20,400,2020-08-29 14:31:09,
700010202002293309,63424022,700010,儿童口罩,20,22,440,2020-08-29 14:33:09,
700010202002294253,96957256,700010,儿童口罩,20,12,240,2020-08-29 14:42:53,
700010202002294633,18043765,700010,儿童口罩,20,16,320,2020-08-29 14:46:33,
700010202002294633,95781836,700010,儿童口罩,20,25,500,2020-08-29 14:46:33,
700010202002290345,82582066,700010,儿童口罩,20,22,440,2020-08-29 15:03:45,
700010202002291608,34505000,700010,儿童口罩,20,10,200,2020-08-29 15:16:08,
700010202002291908,60550523,700010,儿童口罩,20,20,400,2020-08-29 15:19:08,
700010202002292304,90106114,700010,儿童口罩,20,20,400,2020-08-29 15:23:04,
700010202002293209,86968953,700010,儿童口罩,20,35,700,2020-08-29 15:32:09,
700010202002293209,84773155,700010,儿童口罩,20,15,300,2020-08-29 15:32:09,
700010202002293233,77241402,700010,儿童口罩,20,29,580,2020-08-29 15:32:33,
700010202002294739,5414590,700010,儿童口罩,20,23,460,2020-08-29 15:47:39,
700010202002294739,76604916,700010,儿童口罩,20,15,300,2020-08-29 15:47:39,
700010202002290109,6944485,700010,儿童口罩,20,10,200,2020-08-29 16:01:09,
700010202002290456,13968849,700010,儿童口罩,20,25,500,2020-08-29 16:04:56,
700010202002290456,30301596,700010,儿童口罩,20,15,300,2020-08-29 16:04:56,
700010202002290533,92053628,700010,儿童口罩,20,22,440,2020-08-29 16:05:33,
700010202002291126,64722607,700010,儿童口罩,20,17,340,2020-08-29 16:11:26,
700010202002291126,16117620,700010,儿童口罩,20,45,900,2020-08-29 16:11:26,
700010202002291644,90913852,700010,儿童口罩,20,18,360,2020-08-29 16:16:44,
700010202002292546,14834702,700010,儿童口罩,20,23,460,2020-08-29 16:25:46,
700010202002292546,92285278,700010,儿童口罩,20,20,400,2020-08-29 16:25:46,
700010202002290220,64256249,700010,儿童口罩,20,16,320,2020-08-29 17:02:20,
700010202002290220,70721881,700010,儿童口罩,20,15,300,2020-08-29 17:02:20,
700010202002290355,93251848,700010,儿童口罩,20,29,580,2020-08-29 17:03:55,
700010202002293135,95894179,700010,儿童口罩,20,29,580,2020-08-29 17:31:35,
700010202002293436,48557757,700010,儿童口罩,20,25,500,2020-08-29 17:34:36,
700010202002293436,76055694,700010,儿童口罩,20,18,360,2020-08-29 17:34:36,
700010202002293925,85837323,700010,儿童口罩,20,15,300,2020-08-29 17:39:25,
700010202002291203,4963876,700010,儿童口罩,20,15,300,2020-08-29 18:12:03,
700010202002291456,98787287,700010,儿童口罩,20,25,500,2020-08-29 18:14:56,
700010202002292947,77849222,700010,儿童口罩,20,12,240,2020-08-29 18:29:47,
700010202002293034,89518515,700010,儿童口罩,20,5,100,2020-08-29 18:30:34,
700010202002293444,74286284,700010,儿童口罩,20,19,380,2020-08-29 18:34:44,
700010202002293647,20091199,700010,儿童口罩,20,16,320,2020-08-29 18:36:47,
700010202002293647,51401819,700010,儿童口罩,20,35,700,2020-08-29 18:36:47,
700010202002291840,89785108,700010,儿童口罩,20,45,900,2020-08-29 19:18:40,
700010202002291840,29848567,700010,儿童口罩,20,15,300,2020-08-29 19:18:40,
700010202002293857,29705414,700010,儿童口罩,20,10,200,2020-08-29 19:38:57,
700010202002294101,16699061,700010,儿童口罩,20,42,840,2020-08-29 19:41:01,
700010202002294101,34688509,700010,儿童口罩,20,12,240,2020-08-29 19:41:01,
700010202002294439,93166874,700010,儿童口罩,20,15,300,2020-08-29 19:44:39,
700010202002294439,19148403,700010,儿童口罩,20,15,300,2020-08-29 19:44:39,
700010202002290245,17192575,700010,儿童口罩,20,18,360,2020-08-29 20:02:45,
700010202002290245,44525819,700010,儿童口罩,20,50,1000,2020-08-29 20:02:45,
700010202002291529,39010427,700010,儿童口罩,20,39,780,2020-08-29 20:15:29,
700010202002291529,79309654,700010,儿童口罩,20,26,520,2020-08-29 20:15:29,
700010202002292356,43134941,700010,儿童口罩,20,12,240,2020-08-29 20:23:56,
700010202002293255,95247116,700010,儿童口罩,20,35,700,2020-08-29 20:32:55,
700010202002293255,33586098,700010,儿童口罩,20,10,200,2020-08-29 20:32:55,
700010202002295544,70491554,700010,儿童口罩,20,15,300,2020-08-29 20:55:44,
700010202002295544,73783298,700010,儿童口罩,20,15,300,2020-08-29 20:55:44,
700010202002290651,49326592,700010,儿童口罩,20,29,580,2020-08-29 21:06:51,
700010202002290651,76761508,700010,儿童口罩,20,9,180,2020-08-29 21:06:51,
700010202002291635,5582071,700010,儿童口罩,20,19,380,2020-08-29 21:16:35,
700010202002291854,52558759,700010,儿童口罩,20,23,460,2020-08-29 21:18:54,
700010202002291854,91523367,700010,儿童口罩,20,14,280,2020-08-29 21:18:54,
700010202002293037,70130203,700010,儿童口罩,20,18,360,2020-08-29 21:30:37,
700010202002290714,74854175,700010,儿童口罩,20,20,400,2020-08-29 22:07:14,
700010202002294257,99103034,700010,儿童口罩,20,15,300,2020-08-29 22:42:57,
700010202002295213,76295572,700010,儿童口罩,20,18,360,2020-08-29 22:52:13,
700010202002295213,8306370,700010,儿童口罩,20,25,500,2020-08-29 22:52:13,
700010202002290010,13742982,700010,儿童口罩,20,15,300,2020-08-29 23:00:10,
700010202002291136,13389736,700010,儿童口罩,20,22,440,2020-08-29 23:11:36,
700010202002291837,88917514,700010,儿童口罩,20,18,360,2020-08-29 23:18:37,
700010202002291837,25057296,700010,儿童口罩,20,25,500,2020-08-29 23:18:37,
700010202002292102,62197470,700010,儿童口罩,20,50,1000,2020-08-29 23:21:02,
700010202002292102,43912277,700010,儿童口罩,20,25,500,2020-08-29 23:21:02,
700010202002292744,7498494,700010,儿童口罩,20,28,560,2020-08-29 23:27:44,
700010202002293523,94284677,700010,儿童口罩,20,18,360,2020-08-29 23:35:23,
700010202002294637,41191078,700010,儿童口罩,20,26,520,2020-08-29 23:46:37,
700010202002294637,74876400,700010,儿童口罩,20,12,240,2020-08-29 23:46:37,
700010202002294944,12752572,700010,儿童口罩,20,23,460,2020-08-29 23:49:44,
700010202002295255,82905508,700010,儿童口罩,20,18,360,2020-08-29 23:52:55,
700010202002295255,85436649,700010,儿童口罩,20,15,300,2020-08-29 23:52:55,
700010202002295905,97386284,700010,儿童口罩,20,22,440,2020-08-29 23:59:05,
700010202003010045,30188938,700010,儿童口罩,20,22,440,2020-09-01 01:00:45,
700010202003010047,86769017,700010,儿童口罩,20,30,600,2020-09-01 02:00:47,
700010202003010211,88111438,700010,儿童口罩,20,20,400,2020-09-01 07:02:11,
700010202003011009,58237701,700010,儿童口罩,20,10,200,2020-09-01 07:10:09,
700010202003013626,59351015,700010,儿童口罩,20,27,540,2020-09-01 07:36:26,
700010202003010015,54441637,700010,儿童口罩,20,18,360,2020-09-01 08:00:15,
700010202003010614,10785920,700010,儿童口罩,20,23,460,2020-09-01 08:06:14,
700010202003010614,19549246,700010,儿童口罩,20,29,580,2020-09-01 08:06:14,
700010202003011932,91388293,700010,儿童口罩,20,46,920,2020-09-01 08:19:32,
700010202003011932,24517139,700010,儿童口罩,20,22,440,2020-09-01 08:19:32,
700010202003011954,91248593,700010,儿童口罩,20,15,300,2020-09-01 08:19:54,
700010202003011954,98792175,700010,儿童口罩,20,18,360,2020-09-01 08:19:54,
700010202003013910,55246917,700010,儿童口罩,20,30,600,2020-09-01 08:39:10,
700010202003013910,73070539,700010,儿童口罩,20,25,500,2020-09-01 08:39:10,
700010202003014510,60297728,700010,儿童口罩,20,27,540,2020-09-01 08:45:10,
700010202003014848,87166898,700010,儿童口罩,20,18,360,2020-09-01 08:48:48,
700010202003014848,15952914,700010,儿童口罩,20,25,500,2020-09-01 08:48:48,
700010202003014857,20903084,700010,儿童口罩,20,22,440,2020-09-01 08:48:57,
700010202003013214,38134316,700010,儿童口罩,20,25,500,2020-09-01 15:32:14,
700010202003013358,19025709,700010,儿童口罩,20,15,300,2020-09-01 15:33:58,
700010202003013358,63179833,700010,儿童口罩,20,18,360,2020-09-01 15:33:58,
700010202003014156,43288953,700010,儿童口罩,20,15,300,2020-09-01 15:41:56,
700010202003014359,9856096,700010,儿童口罩,20,18,360,2020-09-01 15:43:59,
700010202003014359,47824076,700010,儿童口罩,20,18,360,2020-09-01 15:43:59,
700010202003015103,14324360,700010,儿童口罩,20,35,700,2020-09-01 15:51:03,
700010202003010406,28457521,700010,儿童口罩,20,28,560,2020-09-01 16:04:06,
700010202003010406,72966884,700010,儿童口罩,20,25,500,2020-09-01 16:04:06,
700010202003010956,78245240,700010,儿童口罩,20,20,400,2020-09-01 16:09:56,
700010202003010956,5117031,700010,儿童口罩,20,29,580,2020-09-01 16:09:56,
700010202003011900,4803720,700010,儿童口罩,20,17,340,2020-09-01 16:19:00,
700010202003011900,54899288,700010,儿童口罩,20,26,520,2020-09-01 16:19:00,
700010202003012834,71057821,700010,儿童口罩,20,15,300,2020-09-01 16:28:34,
700010202003012834,83445706,700010,儿童口罩,20,5,100,2020-09-01 16:28:34,
700010202003014759,92984799,700010,儿童口罩,20,12,240,2020-09-01 16:47:59,
700010202003014824,7013128,700010,儿童口罩,20,49,980,2020-09-01 16:48:24,
700010202003014824,22745537,700010,儿童口罩,20,10,200,2020-09-01 16:48:24,
700010202003014957,87633752,700010,儿童口罩,20,23,460,2020-09-01 16:49:57,
700010202003015542,73306653,700010,儿童口罩,20,18,360,2020-09-01 16:55:42,
700010202003015542,62573098,700010,儿童口罩,20,16,320,2020-09-01 16:55:42,
700010202003015701,14088227,700010,儿童口罩,20,13,260,2020-09-01 16:57:01,
700010202003015701,27277114,700010,儿童口罩,20,15,300,2020-09-01 16:57:01,
700010202003014248,88145704,700010,儿童口罩,20,10,200,2020-09-01 17:42:48,
700010202003014544,80477804,700010,儿童口罩,20,35,700,2020-09-01 17:45:44,
700010202003015035,79706518,700010,儿童口罩,20,35,700,2020-09-01 17:50:35,
700010202003011301,53315117,700010,儿童口罩,20,25,500,2020-09-01 18:13:01,
700010202003011301,46127371,700010,儿童口罩,20,12,240,2020-09-01 18:13:01,
700010202003011503,70213873,700010,儿童口罩,20,16,320,2020-09-01 18:15:03,
700010202003011528,83934213,700010,儿童口罩,20,16,320,2020-09-01 18:15:28,
700010202003012940,61978649,700010,儿童口罩,20,17,340,2020-09-01 18:29:40,
700010202003012940,48264587,700010,儿童口罩,20,16,320,2020-09-01 18:29:40,
700010202003010556,31874052,700010,儿童口罩,20,23,460,2020-09-01 19:05:56,
700010202003011204,4397462,700010,儿童口罩,20,10,200,2020-09-01 19:12:04,
700010202003010237,72979351,700010,儿童口罩,20,45,900,2020-09-01 20:02:37,
700010202003010245,69794170,700010,儿童口罩,20,15,300,2020-09-01 20:02:45,
700010202003010452,90570040,700010,儿童口罩,20,15,300,2020-09-01 20:04:52,
700010202003010553,56303298,700010,儿童口罩,20,34,680,2020-09-01 20:05:53,
700010202003015558,79280142,700010,儿童口罩,20,15,300,2020-09-01 20:55:58,
700010202003010520,3825437,700010,儿童口罩,20,45,900,2020-09-01 21:05:20,
700010202003015256,66264712,700010,儿童口罩,20,33,660,2020-09-01 21:52:56,
700010202003012417,57295906,700010,儿童口罩,20,18,360,2020-09-01 22:24:17,
