用户ID,地区,宝宝性别,宝宝年龄
50068945,武汉,男,2
5974200,上海,女,1
91172465,北京,男,2
90221210,武汉,女,0
40401596,北京,女,0
89145580,武汉,女,2
24090111,兰州,男,2
82197540,上海,女,3
99666711,深圳,男,3
1790508,北京,男,2
12200017,上海,男,0
95009679,成都,女,0
56721507,武汉,女,1
68070122,重庆,男,2
66724791,哈尔滨,男,3
52704597,哈尔滨,男,1
91774601,北京,女,2
5705807,哈尔滨,女,0
48767400,深圳,男,0
67160582,哈尔滨,女,2
21722468,武汉,女,2
86050258,武汉,男,1
51420770,重庆,男,0
40671146,重庆,女,0
28562248,兰州,男,0
60976765,重庆,女,1
75960077,武汉,女,3
90006964,深圳,女,2
1008925,重庆,女,3
85269908,成都,男,1
9082401,北京,女,3
8494061,兰州,男,1
99946092,上海,男,0
95948800,重庆,女,3
8144700,哈尔滨,男,1
79012707,北京,女,2
42904872,成都,男,2
64527414,哈尔滨,男,2
12969678,哈尔滨,男,1
25692684,重庆,女,2
10802001,成都,男,0
54628900,深圳,男,0
10571545,兰州,男,3
86110267,上海,男,3
54760952,兰州,男,1
27007008,成都,女,0
7470119,重庆,男,1
78569600,重庆,女,1
51790207,上海,女,2
31279674,武汉,男,3
47064080,重庆,男,3
55790752,成都,男,2
3314596,重庆,女,0
2051025,重庆,男,1
51012001,兰州,男,2
7562095,兰州,男,3
50004449,深圳,男,2
19008552,深圳,男,3
90700066,哈尔滨,女,1
44940088,上海,女,1
9490604,兰州,男,0
68702190,北京,男,1
75184984,兰州,男,1
48170919,兰州,男,0
42269208,深圳,女,3
60707422,哈尔滨,男,0
9580825,兰州,女,2
18607777,兰州,女,1
50621267,深圳,男,1
24126140,上海,女,1
94905000,成都,男,1
16024774,武汉,女,1
64689055,深圳,女,1
67505964,上海,男,0
27909801,哈尔滨,女,0
57557084,上海,男,2
76004497,成都,女,2
44028116,深圳,女,3
91064589,深圳,女,1
82082009,重庆,男,1
70842942,上海,男,0
42880776,深圳,女,0
77262297,深圳,男,1
48204026,上海,女,3
42679648,成都,女,2
10790579,深圳,男,2
74710926,北京,男,2
91102164,成都,女,0
29959861,上海,女,2
95602970,深圳,男,0
66904847,上海,女,1
57111540,兰州,女,3
87460578,武汉,女,0
2599004,重庆,男,1
9440197,兰州,男,1
77100650,北京,男,3
85422968,深圳,女,2
904765,北京,男,3
17869962,重庆,女,1
61720095,兰州,女,1
742600,北京,女,1
59854481,哈尔滨,女,0
96967656,重庆,男,0
20279585,哈尔滨,女,0
42895486,哈尔滨,女,3
2845788,重庆,男,1
82742646,武汉,男,1
755019,重庆,男,0
77215008,北京,男,2
57692549,武汉,女,0
86706509,成都,女,3
47104690,北京,男,2
71190604,北京,女,1
49787044,深圳,男,0
20771802,哈尔滨,女,3
99220288,武汉,女,2
1244750,上海,男,1
2006976,重庆,女,0
78184507,重庆,女,1
84558276,深圳,男,1
85408420,成都,女,3
97061428,北京,女,3
56194577,上海,男,0
46771626,兰州,女,3
20150201,上海,女,0
66060208,重庆,女,3
97661460,深圳,女,2
32121776,深圳,女,0
17001772,哈尔滨,女,3
41010428,上海,男,1
21086706,哈尔滨,女,1
90509750,兰州,女,0
84476700,深圳,女,3
75940040,上海,女,0
10000540,武汉,男,2
86819097,哈尔滨,女,1
48979440,深圳,女,3
75265672,上海,女,0
94499058,兰州,男,1
18042006,武汉,男,0
4570074,上海,女,2
87696275,成都,女,3
38691149,重庆,男,2
76400127,深圳,男,3
6446067,兰州,女,2
1040042,武汉,男,1
10660649,北京,男,2
45092109,深圳,女,2
71108059,哈尔滨,男,0
20161711,北京,男,1
89708292,上海,男,1
19777109,成都,男,3
75009687,北京,男,0
85570169,哈尔滨,女,2
49016874,重庆,男,2
74527075,上海,男,3
94465525,重庆,女,3
89188600,上海,男,1
10950101,重庆,女,1
67585576,北京,男,2
89700818,成都,女,3
90255004,武汉,女,2
4591124,北京,男,0
61897111,哈尔滨,男,1
20848420,成都,男,2
94595562,深圳,男,1
58565954,成都,男,0
92229654,武汉,女,1
25569212,深圳,女,1
876108,北京,男,2
14228159,武汉,男,0
9418858,哈尔滨,男,0
71584905,重庆,女,0
66154216,北京,男,3
6646815,成都,女,1
40761719,北京,男,0
62965820,兰州,女,0
60008047,兰州,女,0
1126052,深圳,男,2
60040470,深圳,女,3
67802475,重庆,男,2
58228918,深圳,女,1
81459098,武汉,女,1
4490999,上海,女,2
5078046,北京,女,3
95245470,上海,女,2
7408400,深圳,女,3
70869477,武汉,女,0
84254694,哈尔滨,男,3
26000860,深圳,女,2
59469800,北京,男,2
49666097,深圳,男,0
10225000,重庆,男,3
49066722,成都,女,3
90608905,兰州,男,1
14788705,上海,男,2
69500002,哈尔滨,女,0
15701900,上海,男,2
59020054,深圳,男,1
6248420,重庆,男,3
22625170,深圳,男,1
52747494,哈尔滨,男,3
77648066,武汉,女,2
47005270,深圳,女,2
88907912,重庆,女,0
40579099,兰州,女,0
77906715,武汉,男,1
20709710,武汉,男,0
42946654,武汉,女,2
45995062,北京,女,0
69056557,兰州,男,0
7048000,上海,男,1
6009647,哈尔滨,女,0
30576121,武汉,女,3
69800882,重庆,女,0
5690854,成都,男,3
48844810,武汉,男,3
4100067,哈尔滨,男,3
1500171,成都,男,2
86298098,哈尔滨,男,0
32419458,哈尔滨,女,2
62976005,哈尔滨,男,1
67404812,北京,女,3
86107618,兰州,女,2
84206600,上海,女,1
60560210,重庆,男,2
74690741,上海,男,3
54009742,重庆,男,1
60651070,深圳,男,2
32186792,北京,女,0
40879040,北京,女,1
89046800,成都,男,0
82482125,兰州,男,3
780729,北京,女,0
2586819,深圳,女,0
9729142,上海,女,2
6745228,上海,男,3
46801745,哈尔滨,女,2
91696204,重庆,女,3
37267522,武汉,女,2
95078750,深圳,男,0
19469017,武汉,女,2
11170002,深圳,女,2
91504582,上海,女,2
1961800,武汉,女,3
90785097,重庆,男,0
54401001,兰州,男,0
69859275,成都,男,0
66640405,哈尔滨,男,1
51440007,成都,女,2
68000056,重庆,男,0
61000642,深圳,女,1
76747460,成都,男,3
60290005,上海,男,2
52090798,重庆,女,1
68165827,哈尔滨,男,0
11886166,北京,男,2
29058189,重庆,女,0
7259171,武汉,男,0
6680468,上海,女,2
52172070,北京,男,2
55262595,哈尔滨,女,1
78577816,武汉,男,0
61171550,上海,女,1
76067687,武汉,女,0
34277558,兰州,女,0
58678550,哈尔滨,男,3
4408867,兰州,男,3
57172756,北京,男,0
97786572,北京,男,1
87148542,上海,男,1
70967804,武汉,女,3
87426008,兰州,女,3
20416216,深圳,女,1
4769168,北京,男,0
51400842,上海,女,0
28009882,上海,男,3
70401269,兰州,女,0
10904506,深圳,男,2
48010069,武汉,男,1
55280002,成都,女,0
47470595,成都,男,1
40862162,深圳,女,1
40858117,武汉,男,3
1159007,成都,男,2
84772952,兰州,女,1
7628204,兰州,男,0
69050205,哈尔滨,女,2
24020094,兰州,女,2
9409808,深圳,女,3
72006478,上海,男,0
69179098,深圳,男,3
38199812,武汉,女,1
42710098,上海,男,3
55571420,兰州,女,1
52816171,哈尔滨,男,0
42222168,兰州,女,0
62222524,北京,女,2
60250088,深圳,男,3
559021,重庆,女,2
10976182,上海,女,3
97567714,成都,男,1
40600940,武汉,男,2
88420702,武汉,女,2
16589490,重庆,女,2
67517654,兰州,男,1
98184789,成都,男,0
22287210,深圳,女,1
42986700,北京,男,3
69070885,兰州,女,2
9106224,武汉,男,3
50450000,成都,男,0
40194075,深圳,男,0
68616002,深圳,女,1
49260806,北京,男,1
64461418,成都,女,2
79962402,北京,女,2
8100915,北京,男,3
60140108,上海,男,3
36654591,武汉,女,1
49086094,兰州,男,1
284019,兰州,男,2
5786458,武汉,女,0
8228718,成都,男,1
75422516,北京,女,1
54119870,重庆,男,3
2600688,北京,男,1
85887504,成都,女,0
6816610,深圳,男,3
17984466,深圳,女,2
8170002,兰州,女,3
49480207,北京,男,0
80182542,成都,女,1
97409052,成都,男,0
25094205,兰州,男,0
69524410,武汉,男,0
19620910,重庆,女,3
48758518,武汉,男,1
79812875,上海,男,0
2749086,成都,女,1
45187907,北京,女,0
67097405,北京,男,3
99041178,北京,女,0
46986126,武汉,男,2
10426954,武汉,男,0
94102248,深圳,女,1
38726628,武汉,男,3
65479418,深圳,男,0
72828429,兰州,男,0
95661907,兰州,男,3
47079004,武汉,女,1
84516008,重庆,男,0
50042868,成都,男,2
74600750,成都,女,3
97060587,兰州,女,3
24645550,兰州,女,0
17906421,上海,女,1
57008720,武汉,女,3
20710205,兰州,男,1
81719286,上海,女,2
6528580,成都,女,1
2092856,成都,男,0
57487142,武汉,男,1
660165,成都,女,0
5242752,重庆,女,3
78276486,哈尔滨,女,2
44101187,武汉,男,0
91970446,成都,男,2
50010820,北京,女,1
90402987,深圳,女,1
92082774,北京,男,0
27886805,上海,女,1
71542686,武汉,男,3
98995656,深圳,女,1
77961628,北京,男,0
56261024,武汉,女,2
76100556,兰州,女,3
82455714,成都,男,0
9965584,深圳,女,0
7298890,北京,男,0
12219979,上海,女,0
11001280,兰州,女,0
39945677,重庆,女,3
79658714,兰州,女,1
72980480,北京,男,1
76041744,重庆,男,1
46542896,深圳,女,1
50150170,重庆,男,2
11028245,哈尔滨,男,2
26108016,北京,男,3
1861208,哈尔滨,女,3
62249297,上海,男,0
16117864,深圳,男,0
39486492,重庆,女,2
36895694,哈尔滨,女,0
4995018,北京,男,1
55006528,哈尔滨,女,3
60408285,重庆,男,0
85799085,重庆,男,2
64478110,重庆,男,2
48147815,深圳,女,3
90897860,北京,男,1
99618411,武汉,男,1
9227260,北京,男,0
87917050,成都,男,3
58867209,深圳,女,1
4771516,北京,女,3
60446158,重庆,男,0
25125746,北京,男,3
59807180,成都,女,0
11110195,兰州,男,0
77891204,兰州,男,3
14910669,成都,女,2
56002225,深圳,女,0
97809248,上海,女,3
17290258,上海,女,2
72466595,北京,男,2
81611455,兰州,男,1
10109956,上海,男,3
5952901,重庆,女,0
64022771,哈尔滨,男,3
8902816,北京,男,1
79211910,兰州,男,3
84596196,兰州,女,1
81178682,北京,男,3
15481006,北京,男,3
10066840,重庆,男,0
72476168,上海,女,2
7027924,重庆,男,2
44024658,兰州,女,2
92770479,武汉,男,2
7552720,上海,男,0
70664292,深圳,女,2
80129772,兰州,女,0
31279146,上海,男,0
7198950,成都,男,3
55957456,上海,男,1
91429111,兰州,男,1
65714601,成都,女,2
84260762,兰州,女,2
14709900,上海,男,1
69511281,哈尔滨,男,2
5960674,武汉,女,3
52016909,深圳,男,0
89482990,武汉,女,3
60607509,武汉,男,3
30214451,上海,男,3
2668098,兰州,男,3
7420997,哈尔滨,女,3
19909624,兰州,女,0
88440784,深圳,女,0
16048610,上海,女,2
40142008,兰州,男,1
48602609,武汉,女,0
60294760,北京,女,2
54547942,武汉,男,1
25281616,武汉,女,2
6185660,深圳,女,1
42181004,哈尔滨,男,1
62180999,北京,女,3
66470095,哈尔滨,男,2
90072406,哈尔滨,女,1
20554484,兰州,男,0
64501179,哈尔滨,女,1
40720604,重庆,男,0
37722646,上海,男,2
22904444,上海,男,1
98404410,哈尔滨,女,0
82086526,重庆,男,1
56220070,上海,女,1
68805760,武汉,男,2
27559126,深圳,女,3
18792212,兰州,女,2
51755752,上海,男,0
50688410,北京,男,1
29262784,成都,女,3
50080509,成都,男,1
61205272,深圳,男,1
27578879,兰州,男,2
76740758,成都,男,0
1400298,武汉,女,2
62080009,北京,男,1
47261280,哈尔滨,男,1
84252880,成都,男,1
32154216,哈尔滨,男,1
69995779,重庆,女,2
90004252,重庆,男,1
10056684,成都,女,0
9715045,兰州,男,2
47969007,深圳,男,0
2907108,上海,男,3
92066115,哈尔滨,男,2
47062262,上海,女,2
5701086,上海,女,1
11492745,上海,男,1
48598889,深圳,女,0
40146606,北京,男,0
16740201,上海,女,1
5028109,上海,男,0
41200589,北京,女,1
51858100,哈尔滨,女,1
5094544,成都,男,2
91020898,武汉,女,1
22745050,深圳,男,1
95117414,哈尔滨,男,1
80058680,武汉,女,2
9102402,哈尔滨,男,3
89767108,北京,男,0
9860774,上海,女,1
66156025,兰州,女,1
1052852,武汉,男,2
47484049,成都,女,2
50612911,武汉,男,1
57516248,北京,男,0
8292150,成都,男,1
97584408,兰州,男,0
22758897,哈尔滨,女,3
81169018,成都,男,0
37179717,北京,女,0
68076857,武汉,男,3
97575100,北京,男,0
8019250,成都,男,2
40020067,武汉,女,0
75106800,哈尔滨,女,3
91050650,成都,男,0
9579210,武汉,女,1
33211622,重庆,男,0
51002911,兰州,女,2
9897756,上海,女,2
95040415,成都,男,1
9918640,兰州,女,1
96885099,武汉,男,3
8788127,北京,女,3
46742708,重庆,女,0
25106029,哈尔滨,女,3
84059821,重庆,女,0
9280206,哈尔滨,男,3
6862064,重庆,男,2
71861926,北京,女,3
64489908,兰州,女,0
64590719,哈尔滨,男,1
17224801,成都,女,0
9076261,武汉,男,3
34865427,哈尔滨,女,1
4959067,上海,女,0
62662098,成都,女,3
24902899,重庆,男,3
4520050,兰州,女,2
50408101,成都,女,0
60940829,重庆,女,3
6886940,重庆,女,1
18557055,上海,男,1
45598215,武汉,男,0
1820198,成都,女,0
60144020,深圳,男,1
76712285,北京,男,0
56085581,深圳,女,2
48275578,深圳,男,0
6007864,哈尔滨,男,2
94669420,深圳,女,0
62242071,深圳,男,1
45076986,深圳,男,1
58629020,兰州,女,3
9879167,哈尔滨,女,3
98629180,深圳,男,2
98088785,兰州,男,3
57271650,重庆,女,0
2410509,上海,女,0
80822417,深圳,女,3
41149789,北京,女,0
77054204,深圳,男,2
10794846,重庆,女,3
26859049,上海,男,3
90808607,兰州,女,2
70017586,武汉,男,0
52026454,深圳,女,1
47082050,重庆,女,1
96475419,深圳,男,1
86112864,武汉,男,1
90287602,武汉,女,1
74976741,北京,女,0
87415044,兰州,男,0
14051165,上海,男,0
87078027,武汉,女,1
2064690,兰州,男,3
21699229,武汉,男,3
3256858,成都,男,1
25820508,兰州,男,2
49418018,北京,男,0
79044522,武汉,女,2
69411105,上海,女,3
71090055,兰州,女,0
69294095,兰州,女,1
89176525,兰州,女,0
18089584,兰州,女,3
58548505,上海,女,3
80986808,北京,男,1
9098252,重庆,男,3
6155006,深圳,男,0
50058862,北京,女,3
71410004,哈尔滨,男,2
1826446,北京,女,0
90406606,北京,男,0
69402960,哈尔滨,男,0
52406500,北京,女,2
4100416,重庆,男,3
7205407,哈尔滨,男,0
76815068,武汉,男,3
80620288,武汉,女,0
4610766,重庆,男,0
77910409,哈尔滨,男,3
2852061,哈尔滨,男,0
765105,重庆,男,1
28052856,上海,女,3
4465480,哈尔滨,男,1
1187151,哈尔滨,女,3
61609094,武汉,女,0
79555500,深圳,女,2
81264589,成都,女,0
95078027,重庆,男,0
19159045,成都,男,3
209277,兰州,女,1
81066000,重庆,女,0
98447156,成都,男,0
88515701,北京,女,2
8490950,北京,女,1
9450501,深圳,女,1
82091056,成都,男,1
77110165,兰州,男,0
274021,上海,男,3
27148964,哈尔滨,女,1
97905020,北京,女,3
51648072,哈尔滨,女,3
99196148,上海,女,0
22420020,上海,女,0
77590476,北京,男,3
25092987,哈尔滨,男,3
21091285,兰州,女,2
94669070,北京,男,1
17852001,兰州,女,0
22900459,兰州,男,2
99279080,深圳,男,1
86907149,深圳,男,2
17725110,武汉,女,0
99040108,深圳,女,1
48449807,北京,男,2
98146506,深圳,男,1
80024422,北京,女,1
86008879,上海,男,1
60869807,兰州,男,1
61798620,重庆,男,0
99990886,上海,女,3
60519,兰州,男,0
2206172,哈尔滨,女,2
60000644,深圳,女,2
10968286,北京,女,0
41226700,成都,女,3
74605082,重庆,男,1
69590740,重庆,男,1
55189410,武汉,女,2
7646582,武汉,男,2
44621008,成都,男,1
18060919,成都,女,2
20681409,重庆,女,2
70806510,武汉,女,0
7645001,成都,男,2
8804049,上海,男,2
55051809,上海,男,3
57052087,哈尔滨,女,0
97464048,上海,男,1
95454117,武汉,男,0
46007720,成都,男,2
62590024,成都,女,3
56766695,成都,女,2
28122678,哈尔滨,女,0
27188220,成都,女,1
72759002,深圳,女,3
12505519,武汉,男,1
90506970,武汉,女,2
17801729,兰州,女,0
50986474,兰州,女,1
3716564,重庆,女,1
51640442,上海,女,0
35997814,成都,男,3
64042049,兰州,男,0
30845149,深圳,男,0
17646656,北京,女,1
50247651,兰州,男,0
15041,哈尔滨,女,2
80778080,成都,男,0
82854908,上海,男,0
54059201,哈尔滨,男,3
25967189,成都,男,1
45157247,兰州,男,0
94461710,上海,男,1
64984995,兰州,女,1
5089655,武汉,女,2
20055209,兰州,男,0
52110410,重庆,女,3
20400788,北京,男,0
88174579,上海,男,1
15540282,重庆,女,3
71904750,北京,男,0
5250808,上海,女,0
52009980,深圳,女,0
75491708,上海,男,3
71596828,北京,女,1
507208,北京,女,3
18297974,深圳,女,0
10460940,兰州,女,0
3052564,重庆,女,0
11040006,上海,女,3
44710000,上海,男,0
4729971,北京,男,3
99474855,北京,女,0
2754180,哈尔滨,女,1
51060450,武汉,女,1
49505102,北京,女,3
90748885,成都,女,2
58472000,武汉,男,1
92058590,重庆,男,0
97596602,深圳,女,0
50040401,武汉,女,1
11928900,兰州,女,1
51244641,哈尔滨,女,2
82251051,重庆,女,0
50285707,成都,女,0
85096897,重庆,男,2
97407210,兰州,女,3
98190686,重庆,女,2
60266450,深圳,男,0
72565165,武汉,女,3
29190404,深圳,男,3
9097626,武汉,男,1
66006675,北京,女,0
25959205,重庆,女,3
56827406,兰州,女,1
52819794,哈尔滨,女,0
98075864,深圳,男,2
40694559,成都,女,0
70781029,成都,男,1
57505911,兰州,女,1
10069278,深圳,男,1
4969297,深圳,男,1
61721886,武汉,女,3
27026890,哈尔滨,男,2
9904109,深圳,男,2
20290492,兰州,男,2
47860706,深圳,男,3
49700086,北京,男,2
12978715,兰州,女,1
52586622,武汉,女,3
10461771,哈尔滨,男,1
86296650,深圳,男,1
27754071,上海,女,2
49058064,上海,女,1
24005540,成都,男,0
2546770,上海,男,0
4747788,成都,男,3
56944076,重庆,男,1
22827709,上海,女,0
90688577,深圳,女,1
24684791,武汉,女,0
20505418,武汉,男,3
80005718,上海,男,1
61270951,成都,男,2
46248109,重庆,女,1
87489601,成都,男,3
40050419,武汉,男,1
4606284,深圳,女,0
21619895,成都,女,3
66797720,成都,女,3
44721292,武汉,女,1
57704200,深圳,女,2
54081464,北京,男,2
97640078,深圳,男,0
51811447,北京,女,2
57044885,哈尔滨,女,3
19576524,兰州,男,3
20797752,上海,男,0
7725015,哈尔滨,女,3
48899102,深圳,男,1
49716840,哈尔滨,女,0
71111467,武汉,男,0
90052808,成都,女,1
99901758,武汉,男,0
92270418,深圳,女,3
39984442,北京,男,3
6270175,上海,女,2
95454904,深圳,女,2
61152878,兰州,女,0
28618002,重庆,男,3
98480748,北京,男,1
58240500,重庆,男,2
82706718,武汉,女,3
85497479,成都,女,0
22072602,成都,男,3
71926875,哈尔滨,男,1
4601164,深圳,男,0
22926226,北京,男,2
67100167,武汉,男,3
85600006,武汉,男,2
57584551,深圳,女,0
60041490,兰州,女,1
91488701,哈尔滨,女,0
86826204,兰州,女,0
56295860,北京,女,0
55820820,武汉,男,0
84068201,北京,男,0
9752420,武汉,男,1
1091261,北京,男,0
26654140,重庆,男,3
72055471,重庆,男,3
50162040,深圳,男,0
12116468,上海,女,3
90777506,重庆,女,1
5618575,武汉,男,1
48080768,哈尔滨,女,2
25992920,北京,男,3
80120949,成都,女,3
79658704,北京,男,1
45750846,上海,女,2
16786110,兰州,男,3
6881657,武汉,男,3
60149694,兰州,女,0
3300979,北京,女,2
89807869,哈尔滨,女,1
67866009,北京,男,3
89157655,兰州,男,0
4069080,上海,男,1
11206874,成都,女,1
97914427,兰州,男,0
81172917,重庆,女,3
52910976,上海,男,2
12721894,重庆,男,3
77949040,北京,男,1
8016597,深圳,女,0
92857272,重庆,男,3
62987009,深圳,女,2
70904190,重庆,男,0
20264690,哈尔滨,男,1
46040020,上海,女,0
2414808,武汉,女,3
86516089,兰州,女,2
20244000,重庆,男,1
74805755,成都,女,3
75919759,深圳,女,0
72221507,哈尔滨,男,0
54962526,重庆,男,1
1870070,上海,女,0
1514059,成都,男,1
1074959,哈尔滨,女,1
51259219,兰州,男,3
84401284,兰州,男,1
86867942,重庆,男,1
76269760,北京,女,1
95856460,上海,女,0
51004112,北京,女,1
90644089,重庆,男,3
34541142,哈尔滨,女,2
2070861,兰州,女,3
68245090,武汉,男,3
17055769,哈尔滨,女,1
10009995,武汉,女,3
29480271,深圳,男,1
40945607,哈尔滨,男,1
60272471,哈尔滨,女,2
44564962,北京,男,1
99450709,深圳,男,2
68702102,北京,男,1
24520287,北京,女,2
29256456,武汉,男,3
51280426,上海,男,3
82087785,深圳,男,0
49047452,武汉,男,2
71028604,武汉,男,2
9002092,上海,男,1
50202712,哈尔滨,男,3
4488045,武汉,男,2
38144979,兰州,女,0
60282765,兰州,女,2
55081584,成都,男,2
50004456,成都,男,1
69085812,上海,女,2
80880678,成都,男,1
95601115,上海,男,0
76201499,重庆,女,3
769061,哈尔滨,男,3
37874497,成都,男,0
32547567,哈尔滨,男,1
50720404,武汉,男,2
50466151,成都,男,3
40090950,武汉,男,0
8002009,深圳,男,2
70609294,成都,男,0
20502595,深圳,男,0
22528521,北京,男,2
50159217,深圳,女,3
1899490,兰州,男,1
99926200,成都,男,1
60510116,重庆,男,0
41612118,武汉,女,2
70064270,重庆,男,1
6778425,重庆,男,1
38124991,重庆,男,0
90664108,兰州,男,3
80555800,兰州,女,1
2241720,深圳,女,3
40278150,兰州,男,0
8026576,深圳,女,0
41450566,成都,男,3
19982169,上海,女,3
82088115,武汉,男,2
92544820,哈尔滨,女,2
15857010,武汉,男,3
4480010,深圳,女,0
51979566,武汉,女,3
44004202,重庆,男,0
17750576,北京,男,3
41215026,上海,女,2
14152777,深圳,女,0
74406942,兰州,女,2
16982947,武汉,男,2
28542759,上海,女,3
12600672,上海,女,0
29402267,哈尔滨,女,0
91274508,上海,男,1
28805657,武汉,男,3
606006,重庆,男,0
69700187,兰州,女,1
39584686,武汉,女,0
92848997,武汉,女,1
10606507,兰州,女,3
50441160,北京,男,1
48700556,武汉,女,3
67455406,上海,男,3
888001,重庆,男,2
40497240,武汉,女,3
69565971,兰州,女,0
5049518,兰州,女,3
24715120,重庆,女,0
12520147,深圳,女,3
26204016,深圳,男,1
44852790,成都,男,0
15198914,武汉,男,1
95758905,兰州,女,0
682750,兰州,女,1
72544084,武汉,女,2
11619882,兰州,男,3
42996660,重庆,男,3
59416165,上海,男,0
17754050,成都,女,0
79247641,重庆,男,0
79662181,武汉,男,1
99188867,上海,女,1
17298281,北京,男,3
10640885,兰州,女,3
75840876,武汉,女,2
70881048,上海,女,2
76688950,北京,女,0
9045042,成都,男,2
70872792,上海,男,3
87567080,深圳,男,3
20804110,深圳,男,1
58740427,兰州,女,1
41675605,北京,女,1
9814200,上海,男,3
82752168,成都,女,3
19228506,兰州,女,1
72801100,成都,男,0
80800010,哈尔滨,女,3
25729784,上海,男,0
70078476,成都,女,0
65182047,兰州,男,1
86656592,深圳,男,2
21107400,重庆,男,2
92614702,哈尔滨,男,2
59201969,成都,女,3
17000407,重庆,女,3
28679854,哈尔滨,男,2
75095786,北京,女,3
28744844,成都,女,1
82279901,北京,女,1
25070691,哈尔滨,女,2
41644585,兰州,男,1
72760789,北京,男,3
91718181,北京,男,1
7186819,重庆,女,2
89491469,上海,男,0
1270581,兰州,女,3
9002458,深圳,女,1
24069405,深圳,女,3
7060640,武汉,女,1
58129027,兰州,女,3
59460570,武汉,女,0
78085765,北京,男,2
250508,深圳,男,2
85608000,哈尔滨,男,1
88801121,上海,男,2
86507606,武汉,女,3
45040640,深圳,男,3
90000700,深圳,女,2
10560091,上海,男,0
89411506,兰州,男,1
28158064,兰州,女,0
6569507,上海,男,0
94559102,深圳,女,3
9061459,成都,男,0
76797848,上海,男,3
6092661,成都,女,0
4040800,武汉,男,0
9085482,重庆,女,0
90856895,上海,女,1
59890941,兰州,女,1
44811766,兰州,男,0
10502005,哈尔滨,男,3
30418975,哈尔滨,女,2
90214750,兰州,男,2
9009661,北京,女,3
21647008,深圳,女,2
26885714,哈尔滨,女,2
59505812,北京,男,1
4226090,重庆,男,1
17429162,武汉,男,1
61070872,武汉,女,2
42587054,兰州,男,3
899061,哈尔滨,女,1
90126610,兰州,女,2
49881474,北京,男,2
29040229,上海,女,0
88609228,成都,女,2
70079054,北京,男,2
92549511,重庆,女,2
54078600,成都,男,2
25054884,成都,男,3
28505097,深圳,男,2
22025940,北京,男,3
92674057,上海,男,3
71001286,上海,女,0
91862286,北京,女,2
60595080,兰州,女,3
15715675,兰州,男,1
62226428,重庆,女,1
65015080,深圳,男,3
44272072,重庆,男,3
9060044,上海,男,2
70762552,武汉,男,0
25891010,重庆,女,0
5790279,兰州,女,0
44029065,武汉,女,2
90900595,上海,男,1
92005908,成都,女,0
40296689,哈尔滨,女,3
29488655,上海,女,0
5218840,上海,男,0
5714501,武汉,女,3
40561108,深圳,男,3
79826440,深圳,女,2
44071680,北京,女,3
16111225,武汉,女,0
14415561,上海,女,1
1066711,成都,女,2
65406549,兰州,男,1
64249901,成都,男,1
84980675,哈尔滨,女,3
5051095,哈尔滨,男,0
58600089,成都,男,0
5504698,深圳,男,2
87117721,上海,女,0
68621880,武汉,女,3
22274095,哈尔滨,女,1
97966221,重庆,女,0
74600544,兰州,女,3
71204019,哈尔滨,女,1
11145028,哈尔滨,男,1
25262779,上海,女,1
15172075,成都,男,1
79520001,重庆,女,1
50480085,深圳,男,3
98741205,重庆,男,3
77059705,武汉,女,0
51740085,北京,男,2
1069154,哈尔滨,女,0
77009776,成都,男,0
7504400,北京,女,1
2159625,兰州,男,3
36188811,哈尔滨,男,1
4412041,重庆,男,3
76448709,武汉,女,1
90676740,成都,女,1
22052987,武汉,女,3
50120757,成都,女,3
99176106,上海,女,1
69985888,哈尔滨,男,1
60424022,深圳,男,3
96957256,兰州,男,0
18040765,重庆,女,2
95781806,重庆,女,1
82582066,兰州,女,0
4505000,兰州,女,0
60550520,上海,女,3
90106114,北京,女,0
86968950,兰州,女,2
84770155,哈尔滨,男,1
77241402,深圳,女,2
5414590,兰州,女,1
76604916,武汉,女,3
6944485,北京,男,2
10968849,深圳,男,2
30301596,哈尔滨,男,2
92050628,重庆,男,0
64722607,武汉,男,3
16117620,哈尔滨,女,2
90910852,哈尔滨,男,1
14804702,武汉,女,0
92285278,成都,男,0
64256249,兰州,男,1
70721881,重庆,男,1
90251848,哈尔滨,男,2
95894179,重庆,女,0
48557757,哈尔滨,男,2
76055694,兰州,女,1
85807020,武汉,女,3
4960876,上海,女,0
98787287,上海,女,2
77849222,深圳,女,2
89518515,成都,女,3
74286284,北京,女,3
20091199,重庆,女,0
51401819,北京,女,3
89785108,武汉,男,1
29848567,北京,男,2
29705414,上海,女,0
16699061,深圳,男,2
4688509,哈尔滨,女,3
90166874,武汉,女,3
19148400,深圳,男,3
17192575,武汉,女,3
44525819,北京,男,3
9010427,成都,女,1
79009654,武汉,男,3
40104941,哈尔滨,女,0
95247116,北京,女,1
586098,成都,女,2
70491554,重庆,女,1
70780298,武汉,女,1
49026592,兰州,男,2
76761508,深圳,女,2
5582071,深圳,男,2
52558759,武汉,女,3
91520067,兰州,女,2
70100200,武汉,女,1
74854175,北京,男,3
99100004,兰州,男,3
76295572,武汉,男,2
8006070,武汉,男,2
10742982,兰州,女,1
10089706,哈尔滨,男,1
88917514,成都,女,0
25057296,哈尔滨,女,2
62197470,上海,女,2
40912277,成都,男,0
7498494,兰州,女,3
94284677,哈尔滨,男,0
41191078,北京,男,2
74876400,武汉,男,2
12752572,成都,女,3
82905508,哈尔滨,女,0
85406649,成都,男,0
