,order_id,user_id,price,platform,payment_provider,create_time,pay_time
4743,4744,111530244,248.0,ios,applepay,2019-08-10 16:14:00,2020-04-01 12:03:00
4744,4745,112520410,248.0,ios,applepay,2019-08-10 16:21:00,2020-04-01 12:03:00
4746,4747,87902357,25.0,ios,applepay,2019-08-10 16:46:00,2020-04-01 12:03:00
4748,4749,12642112,25.0,ios,applepay,2019-08-10 16:58:00,2020-04-01 12:03:00
4749,4750,55609889,248.0,ios,applepay,2019-09-17 23:16:00,2020-04-01 12:03:00
4750,4751,16097534,248.0,ios,applepay,2019-08-23 06:34:00,2020-04-01 12:03:00
4752,4753,99857128,248.0,ios,applepay,2019-11-15 13:28:00,2019-11-16 10:14:00
4756,4757,49174267,68.0,ios,applepay,2019-11-06 09:13:00,2020-04-01 12:04:00
4761,4762,49089786,248.0,ios,applepay,2019-08-10 19:16:00,2020-04-01 12:03:00
4764,4765,101472857,248.0,android,alipay,2019-08-10 19:21:00,2019-08-10 19:22:00
4765,4766,112312573,68.0,ios,applepay,2019-12-23 20:20:00,2020-04-01 12:05:00
4766,4767,112440039,25.0,android,wxpay,2019-08-10 19:34:00,2019-08-10 19:35:00
4769,4770,67211684,25.0,ios,applepay,2019-11-10 16:51:00,2020-04-01 12:04:00
4770,4771,67211684,25.0,ios,applepay,2020-02-08 15:35:00,2020-04-01 12:05:00
4772,4773,64128569,25.0,ios,applepay,2019-08-10 20:19:00,2020-04-01 12:03:00
4774,4775,81581993,25.0,ios,applepay,2019-08-10 20:43:00,2020-04-01 12:03:00
4777,4778,111691648,248.0,android,wxpay,2019-08-10 21:11:00,2019-08-10 21:12:00
4778,4779,13636056,25.0,ios,applepay,2019-08-10 21:12:00,2020-04-01 12:03:00
4780,4781,45340862,248.0,android,alipay,2019-08-10 21:17:00,2019-08-10 21:18:00
4784,4785,53146564,248.0,ios,applepay,2019-08-10 21:35:00,2020-04-01 12:03:00
4785,4786,49478048,248.0,android,wxpay,2019-08-10 21:41:00,2019-08-10 21:42:00
4787,4788,95658871,25.0,ios,applepay,2019-10-18 22:34:00,2020-04-01 12:04:00
4788,4789,17858874,248.0,ios,applepay,2019-08-10 21:57:00,2020-04-01 12:03:00
4790,4791,76871363,248.0,ios,applepay,2019-08-10 22:00:00,2020-04-01 12:03:00
4792,4793,73796562,25.0,ios,applepay,2019-08-10 22:10:00,2020-04-01 12:03:00
4795,4796,14241065,248.0,ios,applepay,2019-08-10 22:16:00,2020-04-01 12:03:00
4796,4797,98218180,25.0,android,alipay,2020-02-16 02:11:00,2020-02-16 02:12:00
4798,4799,112535032,25.0,android,wxpay,2019-08-10 22:24:00,2019-08-10 22:25:00
4799,4800,95570076,248.0,ios,applepay,2019-08-10 22:26:00,2020-04-01 12:03:00
4805,4806,89159542,248.0,android,alipay,2020-03-16 15:45:00,2020-03-16 15:46:00
4806,4807,104532556,248.0,android,wxpay,2019-08-10 22:53:00,2019-08-10 22:54:00
4809,4810,82393857,25.0,ios,applepay,2019-09-10 18:41:00,2020-04-01 12:03:00
4812,4813,42297953,25.0,android,alipay,2020-04-02 09:55:00,2020-04-02 09:56:00
4814,4815,53851275,25.0,ios,applepay,2019-09-09 09:33:00,2020-04-01 12:03:00
4816,4817,19800501,248.0,ios,applepay,2019-08-10 23:35:00,2020-04-01 12:03:00
4817,4818,109921345,25.0,ios,applepay,2019-08-10 23:43:00,2020-04-01 12:03:00
4818,4819,31701696,248.0,ios,applepay,2019-08-10 23:51:00,2020-04-01 12:03:00
4820,4821,38151987,248.0,ios,applepay,2019-10-11 13:31:00,2020-04-01 12:04:00
4823,4824,19860121,248.0,ios,applepay,2019-08-11 00:29:00,2020-04-01 12:03:00
4829,4830,30228251,248.0,ios,applepay,2019-08-11 06:56:00,2020-04-01 12:03:00
4830,4831,99903875,68.0,ios,applepay,2019-09-25 12:22:00,2020-04-01 12:04:00
4833,4834,102478726,248.0,android,alipay,2019-08-11 07:20:00,2019-08-11 07:21:00
4834,4835,60175710,248.0,android,alipay,2019-08-11 07:43:00,2019-08-11 07:44:00
4835,4836,101280980,68.0,android,alipay,2019-08-11 07:44:00,2019-08-11 07:45:00
4837,4838,36533725,25.0,ios,applepay,2019-11-21 07:53:00,2020-04-01 12:04:00
4839,4840,82446281,25.0,android,wxpay,2019-08-11 08:07:00,2019-08-11 08:08:00
4844,4845,60724309,25.0,android,wxpay,2020-02-13 06:59:00,2020-02-13 07:00:00
4849,4850,93240552,68.0,android,wxpay,2019-09-10 21:17:00,2019-09-10 21:25:00
4852,4853,83276128,68.0,ios,applepay,2019-08-11 08:31:00,2020-04-01 12:03:00
4853,4854,73022779,25.0,ios,applepay,2019-09-14 09:25:00,2020-04-01 12:03:00
4857,4858,109946890,248.0,android,wxpay,2019-08-11 09:12:00,2019-08-11 09:13:00
4858,4859,77562879,248.0,android,alipay,2020-01-15 23:05:00,2020-01-15 23:06:00
4860,4861,73063538,25.0,android,wxpay,2020-02-16 09:57:00,2020-02-16 09:58:00
4864,4865,110719706,248.0,ios,applepay,2019-08-11 09:39:00,2020-04-01 12:03:00
4865,4866,46866701,25.0,ios,applepay,2019-08-11 09:40:00,2020-04-01 12:03:00
4866,4867,46866701,25.0,ios,applepay,2019-11-06 15:15:00,2020-04-01 12:04:00
4867,4868,11665441,248.0,ios,applepay,2019-08-11 09:44:00,2020-04-01 12:03:00
4868,4869,12977808,25.0,ios,applepay,2019-09-27 09:57:00,2020-04-01 12:04:00
4870,4871,30280168,248.0,ios,applepay,2019-08-10 21:15:00,2019-08-11 09:48:00
4871,4872,19397409,248.0,ios,applepay,2019-08-10 10:46:00,2019-08-11 09:49:00
4872,4873,31030213,25.0,ios,applepay,2019-08-10 23:26:00,2019-08-11 09:49:00
4873,4874,109117131,25.0,android,wxpay,2019-08-11 09:53:00,2019-08-11 09:54:00
4874,4875,112208760,248.0,ios,applepay,2019-08-10 21:59:00,2019-08-11 09:56:00
4875,4876,102751439,68.0,android,wxpay,2020-01-01 08:58:00,2020-01-01 08:59:00
4876,4877,86341334,248.0,ios,applepay,2019-08-11 09:56:00,2020-04-01 12:03:00
4877,4878,86810718,248.0,ios,applepay,2019-08-11 10:15:00,2020-04-01 12:03:00
4878,4879,61238099,248.0,ios,applepay,2019-08-11 10:16:00,2020-04-01 12:03:00
4885,4886,39050997,25.0,ios,applepay,2019-10-12 21:39:00,2020-04-01 12:04:00
4887,4888,13001910,25.0,ios,applepay,2019-08-11 10:36:00,2020-04-01 12:03:00
4889,4890,94830529,248.0,ios,applepay,2019-08-21 08:14:00,2020-04-01 12:03:00
4893,4894,39996356,248.0,ios,applepay,2019-08-11 10:58:00,2020-04-01 12:03:00
4894,4895,62492293,25.0,ios,applepay,2020-01-11 09:54:00,2020-04-01 12:05:00
4895,4896,109453849,25.0,ios,applepay,2019-08-11 11:00:00,2020-04-01 12:03:00
4896,4897,15452598,25.0,ios,applepay,2019-08-11 11:04:00,2020-04-01 12:03:00
4897,4898,29690824,248.0,android,wxpay,2019-08-11 11:16:00,2019-08-11 11:17:00
4901,4902,112080745,248.0,android,wxpay,2019-08-11 11:34:00,2019-08-11 11:35:00
4902,4903,10662057,248.0,ios,applepay,2019-08-11 11:43:00,2020-04-01 12:03:00
4904,4905,86597849,25.0,ios,applepay,2019-09-18 21:52:00,2020-04-01 12:03:00
4905,4906,69741723,248.0,ios,applepay,2019-08-11 12:05:00,2020-04-01 12:03:00
4906,4907,112192597,248.0,ios,applepay,2019-09-07 20:05:00,2019-09-08 11:26:00
4909,4910,64253092,248.0,ios,applepay,2019-08-10 20:58:00,2019-08-11 12:52:00
4910,4911,16727618,25.0,android,wxpay,2019-12-30 10:25:00,2019-12-30 10:26:00
4914,4915,88303565,248.0,ios,applepay,2019-08-11 13:26:00,2020-04-01 12:03:00
4915,4916,23926639,248.0,ios,applepay,2019-09-08 12:51:00,2020-04-01 12:03:00
4916,4917,80467887,248.0,ios,applepay,2019-08-11 13:54:00,2020-04-01 12:03:00
4921,4922,38508103,248.0,ios,applepay,2019-08-11 14:31:00,2020-04-01 12:03:00
4922,4923,108254648,25.0,ios,applepay,2019-10-11 10:46:00,2020-04-01 12:04:00
4923,4924,108254648,25.0,ios,applepay,2020-03-16 10:54:00,2020-04-01 12:06:00
4925,4926,112572945,248.0,ios,applepay,2019-08-11 14:44:00,2020-04-01 12:03:00
4928,4929,23851017,248.0,ios,applepay,2019-08-11 15:20:00,2020-04-01 12:03:00
4930,4931,78896108,68.0,android,wxpay,2019-08-11 15:32:00,2019-08-11 15:33:00
4934,4935,108584529,68.0,ios,applepay,2019-08-11 15:55:00,2020-04-01 12:03:00
4935,4936,61227467,25.0,android,wxpay,2019-08-11 15:58:00,2019-08-11 15:59:00
4937,4938,19810468,25.0,android,alipay,2019-08-11 16:01:00,2019-08-11 16:02:00
4940,4941,58669175,248.0,ios,applepay,2019-08-11 16:23:00,2020-04-01 12:03:00
4943,4944,112558647,25.0,ios,applepay,2019-08-11 10:12:00,2019-08-11 16:31:00
4946,4947,112223248,68.0,android,wxpay,2019-08-28 15:02:00,2019-08-28 15:03:00
4947,4948,72821480,248.0,ios,applepay,2019-08-11 16:53:00,2020-04-01 12:03:00
4949,4950,76584245,248.0,ios,applepay,2019-08-11 16:54:00,2020-04-01 12:03:00
4952,4953,47321076,25.0,android,wxpay,2020-01-17 20:31:00,2020-01-17 20:32:00
4954,4955,110735197,248.0,android,wxpay,2020-03-13 18:48:00,2020-03-13 18:49:00
4955,4956,101605893,25.0,ios,applepay,2019-09-23 20:37:00,2020-04-01 12:04:00
4957,4958,45491559,248.0,android,wxpay,2019-08-11 17:53:00,2019-08-11 17:55:00
4958,4959,110483214,25.0,ios,applepay,2019-09-22 23:22:00,2020-04-01 12:04:00
4959,4960,110483214,25.0,ios,applepay,2019-12-23 18:14:00,2020-04-01 12:05:00
4963,4964,6843999,248.0,ios,applepay,2019-08-11 18:21:00,2020-04-01 12:03:00
4970,4971,111453561,25.0,android,wxpay,2020-03-02 20:17:00,2020-03-02 20:18:00
4972,4973,103932337,25.0,android,wxpay,2019-08-11 18:37:00,2019-08-11 18:38:00
4975,4976,72383888,25.0,android,alipay,2020-03-17 02:14:00,2020-03-17 02:15:00
4976,4977,39836088,248.0,android,wxpay,2019-12-07 13:54:00,2019-12-07 13:55:00
4977,4978,53766457,248.0,android,wxpay,2019-08-11 19:06:00,2019-08-11 19:07:00
4978,4979,112484090,25.0,ios,applepay,2019-08-11 19:16:00,2020-04-01 12:03:00
4980,4981,22646238,25.0,ios,applepay,2019-08-11 19:21:00,2020-04-01 12:03:00
4982,4983,44741565,248.0,ios,applepay,2019-08-11 19:32:00,2020-04-01 12:03:00
4983,4984,112584535,25.0,android,wxpay,2019-08-11 19:35:00,2019-08-11 19:36:00
4984,4985,26463591,25.0,ios,applepay,2019-08-11 19:51:00,2020-04-01 12:03:00
4989,4990,15201834,248.0,ios,applepay,2019-09-15 21:52:00,2020-04-01 12:03:00
4990,4991,64948578,248.0,android,alipay,2019-08-11 20:31:00,2019-08-11 20:32:00
4992,4993,44791980,248.0,ios,applepay,2019-08-30 07:42:00,2020-04-01 12:03:00
4993,4994,106848217,248.0,ios,applepay,2019-08-11 20:49:00,2019-08-11 21:21:00
5005,5006,112597761,68.0,ios,applepay,2019-08-11 21:39:00,2020-04-01 12:03:00
5006,5007,93504099,248.0,ios,applepay,2019-09-05 22:25:00,2020-04-01 12:03:00
5010,5011,95258514,25.0,android,alipay,2019-12-01 21:18:00,2019-12-01 21:19:00
5014,5015,109822638,25.0,android,wxpay,2019-08-11 21:50:00,2019-08-11 21:51:00
5016,5017,112287888,25.0,ios,applepay,2019-08-11 22:01:00,2020-04-01 12:03:00
5017,5018,112287888,25.0,ios,applepay,2019-12-17 22:03:00,2020-04-01 12:05:00
5022,5023,12508380,248.0,ios,applepay,2019-08-11 22:21:00,2020-04-01 12:03:00
5023,5024,112511284,248.0,ios,applepay,2019-08-11 22:25:00,2020-04-01 12:03:00
5026,5027,90759590,248.0,ios,applepay,2019-08-11 22:34:00,2020-04-01 12:03:00
5030,5031,112590762,25.0,android,alipay,2019-08-11 22:50:00,2019-08-11 22:51:00
5031,5032,105820054,25.0,ios,applepay,2019-08-28 17:27:00,2020-04-01 12:03:00
5032,5033,45703996,248.0,ios,applepay,2019-08-11 22:53:00,2020-04-01 12:03:00
5036,5037,85188169,248.0,android,wxpay,2019-09-12 21:19:00,2019-09-12 21:20:00
5037,5038,112491371,68.0,ios,applepay,2019-08-11 23:08:00,2020-04-01 12:03:00
5038,5039,112168880,248.0,ios,applepay,2019-08-11 23:17:00,2020-04-01 12:03:00
5039,5040,15152751,25.0,ios,applepay,2019-10-07 22:30:00,2020-04-01 12:04:00
5040,5041,107246754,25.0,android,wxpay,2020-03-11 13:13:00,2020-03-11 13:14:00
5043,5044,44367241,248.0,ios,applepay,2019-08-11 23:30:00,2020-04-01 12:03:00
5045,5046,112581047,68.0,ios,applepay,2019-08-11 23:42:00,2020-04-01 12:03:00
5048,5049,112594049,25.0,ios,applepay,2019-08-25 20:42:00,2019-08-26 23:15:00
5049,5050,112574445,68.0,ios,applepay,2019-11-02 13:16:00,2020-04-01 12:04:00
5051,5052,45569941,248.0,ios,applepay,2019-08-12 00:04:00,2020-04-01 12:03:00
5052,5053,83972040,25.0,android,alipay,2019-08-17 22:30:00,2019-08-17 22:31:00
5055,5056,34926996,68.0,ios,applepay,2019-08-12 00:48:00,2020-04-01 12:03:00
5056,5057,34926996,248.0,ios,applepay,2020-03-02 01:54:00,2020-04-01 12:06:00
5057,5058,112611287,68.0,ios,applepay,2019-08-12 00:54:00,2020-04-01 12:03:00
5058,5059,70468681,25.0,ios,applepay,2019-08-12 01:09:00,2020-04-01 12:03:00
5059,5060,108945743,248.0,ios,applepay,2019-08-12 04:03:00,2020-04-01 12:03:00
5060,5061,86046543,68.0,android,wxpay,2019-08-12 04:56:00,2019-08-12 04:57:00
5062,5063,26610634,248.0,ios,applepay,2019-11-28 08:28:00,2020-04-01 12:04:00
5063,5064,86937150,248.0,ios,applepay,2019-12-16 20:44:00,2019-12-17 20:47:00
5064,5065,107153904,248.0,ios,applepay,2019-08-12 06:27:00,2020-04-01 12:03:00
5065,5066,112613449,248.0,android,wxpay,2019-08-12 06:56:00,2019-08-12 06:57:00
5066,5067,17125163,248.0,ios,applepay,2019-11-26 08:19:00,2020-04-01 12:04:00
5067,5068,97634591,248.0,ios,applepay,2019-08-12 07:14:00,2020-04-01 12:03:00
5068,5069,18583317,248.0,ios,applepay,2019-08-12 07:18:00,2020-04-01 12:03:00
5069,5070,111998912,25.0,android,wxpay,2019-08-12 07:25:00,2019-08-12 07:26:00
5072,5073,94905077,25.0,android,wxpay,2019-09-21 10:00:00,2019-09-21 10:01:00
5077,5078,20357888,248.0,ios,applepay,2019-09-23 04:08:00,2020-04-01 12:04:00
5080,5081,72628832,248.0,ios,applepay,2019-08-12 08:27:00,2020-04-01 12:03:00
5081,5082,24181860,25.0,ios,applepay,2020-02-04 07:44:00,2020-04-01 12:05:00
5082,5083,89799232,25.0,ios,applepay,2019-09-24 21:36:00,2020-04-01 12:04:00
5086,5087,109729511,25.0,ios,applepay,2019-08-12 08:45:00,2020-04-01 12:03:00
5088,5089,44907810,248.0,android,wxpay,2020-02-06 17:46:00,2020-02-06 17:47:00
5089,5090,14304449,25.0,android,wxpay,2019-08-12 09:08:00,2019-08-12 09:09:00
5092,5093,109112906,68.0,ios,applepay,2019-09-18 07:59:00,2020-04-01 12:03:00
5093,5094,103962442,25.0,ios,applepay,2019-08-12 09:27:00,2020-04-01 12:03:00
5097,5098,79848960,248.0,ios,applepay,2019-08-12 10:02:00,2020-04-01 12:03:00
5098,5099,96217078,248.0,ios,applepay,2019-08-12 10:08:00,2020-04-01 12:03:00
5100,5101,53482363,68.0,ios,applepay,2019-08-12 10:15:00,2020-04-01 12:03:00
5102,5103,61871146,68.0,ios,applepay,2019-08-12 10:16:00,2020-04-01 12:03:00
5111,5112,70619913,248.0,ios,applepay,2019-08-12 10:48:00,2020-04-01 12:03:00
5116,5117,62910421,68.0,android,wxpay,2019-09-29 02:12:00,2019-09-29 02:13:00
5118,5119,112626474,248.0,android,wxpay,2019-09-22 13:43:00,2019-09-22 13:44:00
5119,5120,82888864,248.0,ios,applepay,2019-08-12 11:18:00,2020-04-01 12:03:00
5120,5121,53955612,248.0,ios,applepay,2019-09-15 22:03:00,2020-04-01 12:03:00
5121,5122,27077984,25.0,ios,applepay,2019-09-18 21:24:00,2020-04-01 12:03:00
5122,5123,27077984,248.0,ios,applepay,2020-02-01 12:38:00,2020-04-01 12:05:00
5123,5124,81597210,25.0,android,wxpay,2019-11-10 10:28:00,2019-11-10 10:29:00
5124,5125,81597210,248.0,android,wxpay,2020-02-08 08:38:00,2020-02-08 08:39:00
5128,5129,112620034,248.0,android,alipay,2019-08-12 12:00:00,2019-08-12 12:01:00
5129,5130,48014489,68.0,ios,applepay,2019-09-15 14:15:00,2020-04-01 12:03:00
5130,5131,54785375,248.0,android,wxpay,2019-08-12 12:18:00,2019-08-12 12:19:00
5131,5132,60515355,248.0,ios,applepay,2019-08-12 12:20:00,2020-04-01 12:03:00
5132,5133,112458874,25.0,ios,applepay,2019-08-12 12:21:00,2020-04-01 12:03:00
5133,5134,93972616,248.0,android,wxpay,2019-08-12 12:22:00,2019-08-12 12:24:00
5135,5136,72923622,248.0,ios,applepay,2019-08-12 12:26:00,2020-04-01 12:03:00
5136,5137,71362191,25.0,ios,applepay,2020-03-30 16:30:00,2020-04-01 12:06:00
5139,5140,103834339,248.0,ios,applepay,2019-08-12 12:40:00,2020-04-01 12:03:00
5142,5143,112624579,248.0,android,wxpay,2019-08-12 13:13:00,2019-08-12 13:14:00
5144,5145,89181299,248.0,android,wxpay,2019-08-12 13:37:00,2019-08-12 13:38:00
5145,5146,112519364,25.0,android,wxpay,2019-08-12 13:46:00,2019-08-12 13:47:00
5148,5149,91326509,248.0,android,alipay,2019-08-12 14:21:00,2019-08-12 14:22:00
5149,5150,18246935,25.0,ios,applepay,2019-10-19 06:22:00,2020-04-01 12:04:00
5150,5151,82164754,248.0,ios,applepay,2019-08-12 14:32:00,2020-04-01 12:03:00
5153,5154,57537249,248.0,ios,applepay,2020-01-13 11:11:00,2020-04-01 12:05:00
5154,5155,81109334,25.0,android,alipay,2019-08-12 15:26:00,2019-08-12 15:27:00
5156,5157,101599467,25.0,ios,applepay,2019-08-12 15:30:00,2020-04-01 12:03:00
5158,5159,95604875,25.0,android,wxpay,2020-01-27 17:12:00,2020-01-27 17:13:00
5159,5160,69017850,25.0,ios,applepay,2019-08-12 15:35:00,2020-04-01 12:03:00
5162,5163,110763365,248.0,ios,applepay,2019-08-12 15:56:00,2020-04-01 12:03:00
5164,5165,99562429,68.0,android,wxpay,2019-11-05 21:04:00,2019-11-05 21:05:00
5167,5168,30508979,25.0,ios,applepay,2019-08-12 15:59:00,2020-04-01 12:03:00
5169,5170,89630076,25.0,ios,applepay,2019-09-07 08:10:00,2020-04-01 12:03:00
5172,5173,74400109,248.0,ios,applepay,2019-08-12 16:24:00,2020-04-01 12:03:00
5175,5176,75665505,25.0,ios,applepay,2019-09-13 08:02:00,2020-04-01 12:03:00
5176,5177,108238404,68.0,android,wxpay,2019-08-12 16:38:00,2019-08-12 16:39:00
5179,5180,84329433,248.0,ios,applepay,2019-08-12 16:46:00,2020-04-01 12:03:00
5182,5183,29571531,25.0,android,wxpay,2019-08-12 16:54:00,2019-08-12 16:55:00
5183,5184,15048407,25.0,ios,applepay,2019-09-11 13:56:00,2020-04-01 12:03:00
5186,5187,112647444,25.0,ios,applepay,2019-08-12 17:24:00,2020-04-01 12:03:00
5190,5191,66147186,68.0,ios,applepay,2019-08-11 23:31:00,2019-08-12 17:47:00
5192,5193,112649492,68.0,ios,applepay,2019-10-09 14:40:00,2020-04-01 12:04:00
5198,5199,100956443,25.0,android,wxpay,2019-09-29 22:36:00,2019-09-29 22:37:00
5200,5201,62057737,25.0,ios,applepay,2019-08-12 19:06:00,2020-04-01 12:03:00
5201,5202,112314037,248.0,android,wxpay,2019-08-12 19:18:00,2019-08-12 19:19:00
5202,5203,23275302,248.0,ios,applepay,2019-08-12 19:36:00,2020-04-01 12:03:00
5203,5204,54292893,25.0,ios,applepay,2020-03-24 16:02:00,2020-04-01 12:06:00
5204,5205,110744331,25.0,android,wxpay,2019-08-12 19:57:00,2019-08-12 19:58:00
5208,5209,27307114,248.0,ios,applepay,2019-09-12 10:52:00,2020-04-01 12:03:00
5210,5211,96157488,25.0,ios,applepay,2019-08-12 20:59:00,2020-04-01 12:03:00
5213,5214,70711196,248.0,ios,applepay,2019-08-12 21:13:00,2020-04-01 12:03:00
5214,5215,112641819,25.0,android,wxpay,2019-08-12 21:14:00,2019-08-12 21:15:00
5215,5216,102225695,248.0,ios,applepay,2019-08-12 21:16:00,2020-04-01 12:03:00
5216,5217,93280056,248.0,android,alipay,2019-08-12 21:20:00,2019-08-12 21:21:00
5217,5218,112662494,25.0,ios,applepay,2019-08-12 21:23:00,2020-04-01 12:03:00
5220,5221,112603692,68.0,android,wxpay,2020-02-06 19:13:00,2020-02-06 19:14:00
5224,5225,24075766,25.0,ios,applepay,2019-09-21 09:29:00,2020-04-01 12:03:00
5241,5242,52676140,68.0,ios,applepay,2019-08-12 22:47:00,2020-04-01 12:03:00
5243,5244,67685920,68.0,ios,applepay,2019-09-21 20:33:00,2020-04-01 12:03:00
5244,5245,85649902,248.0,ios,applepay,2019-08-12 22:57:00,2020-04-01 12:03:00
5245,5246,69752318,248.0,ios,applepay,2019-08-12 22:58:00,2020-04-01 12:03:00
5248,5249,109133268,248.0,android,wxpay,2019-08-12 23:16:00,2019-08-12 23:17:00
5249,5250,109655266,68.0,ios,applepay,2019-08-12 23:17:00,2020-04-01 12:03:00
5251,5252,101973556,68.0,ios,applepay,2020-02-24 23:03:00,2020-04-01 12:05:00
5254,5255,70337996,248.0,ios,applepay,2019-08-12 23:37:00,2020-04-01 12:03:00
5255,5256,61048882,68.0,ios,applepay,2019-08-12 23:47:00,2020-04-01 12:03:00
5257,5258,85047025,25.0,ios,applepay,2019-08-12 23:58:00,2020-04-01 12:03:00
5258,5259,69210150,248.0,ios,applepay,2019-08-13 00:15:00,2020-04-01 12:03:00
5260,5261,53707071,248.0,ios,applepay,2019-08-13 00:32:00,2020-04-01 12:03:00
5261,5262,49025704,248.0,ios,applepay,2020-03-17 14:30:00,2020-03-17 14:31:00
5262,5263,112349789,25.0,ios,applepay,2019-08-13 00:48:00,2020-04-01 12:03:00
5265,5266,66501984,248.0,android,wxpay,2019-08-13 03:45:00,2019-08-13 03:46:00
5268,5269,77485237,248.0,android,wxpay,2019-08-13 05:58:00,2019-08-13 05:59:00
5270,5271,89402701,25.0,ios,applepay,2019-08-13 06:34:00,2020-04-01 12:03:00
5272,5273,74919368,25.0,ios,applepay,2019-09-11 16:21:00,2020-04-01 12:03:00
5273,5274,112677530,248.0,ios,applepay,2019-08-13 06:53:00,2020-04-01 12:03:00
5275,5276,104518033,25.0,android,wxpay,2019-08-13 06:54:00,2019-08-13 06:55:00
5279,5280,44683450,68.0,ios,applepay,2019-08-13 07:17:00,2020-04-01 12:03:00
5283,5284,73977605,248.0,android,wxpay,2020-03-14 21:11:00,2020-03-14 21:12:00
5285,5286,77615688,248.0,android,wxpay,2020-07-23 20:03:00,2020-07-23 20:04:00
5287,5288,60327358,248.0,ios,applepay,2019-08-13 08:31:00,2020-04-01 12:03:00
5292,5293,65490326,248.0,ios,applepay,2019-08-17 22:51:00,2020-04-01 12:03:00
5294,5295,109690654,25.0,ios,applepay,2019-08-13 07:15:00,2019-08-13 08:59:00
5295,5296,89436393,248.0,ios,applepay,2019-08-12 23:46:00,2019-08-13 08:59:00
5296,5297,81902817,248.0,ios,applepay,2020-07-06 09:01:00,2020-07-06 09:03:00
5298,5299,95348850,68.0,android,alipay,2019-08-13 09:11:00,2019-08-13 09:12:00
5303,5304,54306724,25.0,ios,applepay,2019-08-13 09:50:00,2020-04-01 12:03:00
5304,5305,54306724,25.0,ios,applepay,2020-05-21 21:51:00,2020-05-21 21:52:00
5305,5306,92156902,25.0,android,wxpay,2019-08-13 09:52:00,2019-08-13 09:53:00
5307,5308,68568119,68.0,ios,applepay,2019-10-28 11:53:00,2019-10-28 12:01:00
5308,5309,112377619,25.0,ios,applepay,2019-08-13 10:00:00,2020-04-01 12:03:00
5310,5311,71665034,248.0,android,alipay,2019-08-13 10:08:00,2019-08-13 10:09:00
5312,5313,109138718,68.0,ios,applepay,2019-08-13 10:14:00,2020-04-01 12:03:00
5313,5314,70508232,248.0,android,alipay,2019-08-14 17:43:00,2019-08-14 17:44:00
5318,5319,112663097,25.0,android,wxpay,2020-03-09 23:43:00,2020-03-09 23:44:00
5321,5322,112184401,25.0,android,wxpay,2019-08-13 10:59:00,2019-08-13 11:00:00
5322,5323,103670081,25.0,ios,applepay,2019-08-13 11:02:00,2020-04-01 12:03:00
5324,5325,106304391,248.0,android,wxpay,2019-08-13 11:06:00,2019-08-13 11:07:00
5325,5326,68413801,68.0,ios,applepay,2019-11-06 18:16:00,2020-04-01 12:04:00
5326,5327,68413801,68.0,ios,applepay,2020-05-04 12:04:00,2020-05-04 12:06:00
5327,5328,71140933,248.0,ios,applepay,2019-08-13 11:10:00,2020-04-01 12:03:00
5330,5331,104036715,248.0,ios,applepay,2019-08-13 11:23:00,2020-04-01 12:03:00
5331,5332,98349436,248.0,android,alipay,2019-09-02 11:51:00,2019-09-02 11:52:00
5340,5341,35081027,25.0,ios,applepay,2019-08-13 12:23:00,2019-08-13 16:50:00
5341,5342,97422201,248.0,ios,applepay,2019-08-13 12:38:00,2020-04-01 12:03:00
5344,5345,112675804,248.0,ios,applepay,2019-08-28 12:32:00,2020-04-01 12:03:00
5346,5347,109842399,25.0,ios,applepay,2019-08-13 13:13:00,2020-04-01 12:03:00
5350,5351,107523536,248.0,ios,applepay,2019-08-13 14:01:00,2020-04-01 12:03:00
5353,5354,109006945,25.0,ios,applepay,2019-08-13 14:09:00,2020-04-01 12:03:00
5354,5355,65462146,25.0,ios,applepay,2019-09-12 11:38:00,2020-04-01 12:03:00
5355,5356,111278938,68.0,ios,applepay,2019-08-13 14:45:00,2020-04-01 12:03:00
5357,5358,15894966,68.0,ios,applepay,2019-08-13 14:51:00,2020-04-01 12:03:00
5366,5367,28948222,248.0,ios,applepay,2019-11-04 07:05:00,2020-04-01 12:04:00
5367,5368,40035737,248.0,ios,applepay,2019-08-13 15:42:00,2020-04-01 12:03:00
5369,5370,112704503,68.0,ios,applepay,2019-08-13 15:46:00,2020-04-01 12:03:00
5372,5373,89176229,248.0,ios,applepay,2019-08-13 16:19:00,2020-04-01 12:03:00
5374,5375,72028202,248.0,ios,applepay,2019-08-13 16:43:00,2020-04-01 12:03:00
5375,5376,25091614,248.0,ios,applepay,2019-08-13 16:52:00,2020-04-01 12:03:00
5376,5377,62783077,68.0,ios,applepay,2019-08-13 16:53:00,2020-04-01 12:03:00
5377,5378,90119035,25.0,ios,applepay,2019-08-13 16:53:00,2020-04-01 12:03:00
5379,5380,67028805,248.0,android,wxpay,2019-08-13 17:15:00,2019-08-13 17:16:00
5388,5389,14495422,68.0,ios,applepay,2019-08-13 18:23:00,2020-04-01 12:03:00
5389,5390,101898186,248.0,ios,applepay,2019-08-13 18:40:00,2020-04-01 12:03:00
5390,5391,112673802,25.0,ios,applepay,2019-08-13 18:53:00,2020-04-01 12:03:00
5391,5392,84982613,248.0,ios,applepay,2020-01-29 09:06:00,2020-04-01 12:05:00
5393,5394,61074757,248.0,ios,applepay,2019-08-13 19:52:00,2020-04-01 12:03:00
